rollout/,ep_len_mean,ep_rew_mean,time/,fps,iterations,time_elapsed,total_timesteps,train/,approx_kl,clip_fraction,clip_range,entropy_loss,explained_variance,learning_rate,loss,n_updates,policy_gradient_loss,value_loss
,168.0,31.9,,152,196,2624,401408,,0.00649775,0.0676,0.2,-0.324,0.143,0.0003,13.0,1950.0,-0.000976,27.6
,163.0,30.6,,152,197,2637,403456,,0.009200572,0.0718,0.2,-0.317,0.191,0.0003,10.2,1960.0,-0.00308,27.6
,154.0,28.1,,153,198,2649,405504,,0.004107301,0.0616,0.2,-0.3,0.128,0.0003,12.4,1970.0,-0.000442,28.4
,163.0,30.6,,153,199,2661,407552,,0.008778503,0.0635,0.2,-0.291,0.181,0.0003,14.1,1980.0,-0.00367,24.4
,158.0,29.4,,153,200,2672,409600,,0.0064376076,0.0658,0.2,-0.303,0.0795,0.0003,5.87,1990.0,-0.00406,23.2
,166.0,32.0,,153,201,2684,411648,,0.00593221,0.0864,0.2,-0.314,0.146,0.0003,11.1,2000.0,-0.00202,24.7
,166.0,32.5,,153,202,2697,413696,,0.007668351,0.061,0.2,-0.307,0.16,0.0003,7.62,2010.0,0.000786,21.5
,167.0,33.0,,153,203,2710,415744,,0.0071776533,0.0756,0.2,-0.31,0.0847,0.0003,11.6,2020.0,-0.0021,28.9
,171.0,34.3,,153,204,2721,417792,,0.008197488,0.0702,0.2,-0.312,0.104,0.0003,22.1,2030.0,-0.0025,32.7
,176.0,36.2,,153,205,2733,419840,,0.0036979867,0.0489,0.2,-0.279,0.114,0.0003,4.42,2040.0,0.000673,19.4
,171.0,34.5,,153,206,2746,421888,,0.006930736,0.0763,0.2,-0.302,0.0943,0.0003,19.8,2050.0,-0.00224,26.5
,172.0,34.1,,153,207,2758,423936,,0.00910633,0.0715,0.2,-0.303,0.123,0.0003,10.0,2060.0,-0.0031,27.7
,172.0,34.3,,153,208,2770,425984,,0.0065538217,0.0891,0.2,-0.339,0.0849,0.0003,10.4,2070.0,-0.00155,24.8
,173.0,34.6,,153,209,2781,428032,,0.0067847203,0.0825,0.2,-0.328,0.163,0.0003,7.96,2080.0,0.00122,22.9
,172.0,34.2,,153,210,2794,430080,,0.009771096,0.075,0.2,-0.305,0.117,0.0003,15.9,2090.0,-0.00165,23.6
,180.0,36.7,,153,211,2807,432128,,0.008176444,0.069,0.2,-0.299,0.0394,0.0003,10.6,2100.0,-0.000964,26.3
,193.0,40.5,,154,212,2818,434176,,0.007240965,0.0674,0.2,-0.312,-0.00984,0.0003,11.1,2110.0,-0.00302,24.1
,180.0,37.0,,153,213,2832,436224,,0.0051066517,0.0655,0.2,-0.296,-0.00629,0.0003,4.79,2120.0,-0.00195,17.7
,180.0,37.2,,154,214,2844,438272,,0.0070873303,0.0729,0.2,-0.298,0.00327,0.0003,15.1,2130.0,-0.0024,35.8
,185.0,39.1,,154,215,2858,440320,,0.009474884,0.0819,0.2,-0.286,0.0659,0.0003,7.31,2140.0,0.000312,20.6
,185.0,39.7,,154,216,2871,442368,,0.0066389395,0.0727,0.2,-0.286,0.0681,0.0003,15.2,2150.0,-0.00381,34.2
,193.0,41.4,,154,217,2882,444416,,0.0047450075,0.0529,0.2,-0.288,0.0853,0.0003,13.7,2160.0,-0.000769,26.9
,183.0,39.0,,154,218,2896,446464,,0.007114644,0.0742,0.2,-0.293,0.193,0.0003,6.08,2170.0,-0.00241,18.6
,179.0,37.6,,154,219,2910,448512,,0.0045343945,0.0618,0.2,-0.277,0.178,0.0003,12.2,2180.0,-0.00241,29.3
,173.0,35.8,,154,220,2922,450560,,0.004196236,0.0526,0.2,-0.276,0.194,0.0003,14.8,2190.0,-0.00122,29.6
,172.0,35.2,,154,221,2936,452608,,0.0069749528,0.0745,0.2,-0.291,0.0702,0.0003,14.1,2200.0,-0.00102,30.3
,173.0,35.7,,154,222,2950,454656,,0.009490263,0.0833,0.2,-0.297,0.154,0.0003,18.5,2210.0,-0.00603,32.7
,169.0,34.8,,154,223,2963,456704,,0.0046307947,0.0604,0.2,-0.316,0.101,0.0003,20.9,2220.0,0.000495,30.3
,174.0,35.9,,154,224,2975,458752,,0.0076591466,0.0822,0.2,-0.307,0.125,0.0003,10.0,2230.0,-3.68e-06,24.3
,167.0,34.7,,154,225,2990,460800,,0.00950681,0.0856,0.2,-0.32,0.266,0.0003,13.6,2240.0,-0.00251,23.6
,168.0,35.1,,154,226,3002,462848,,0.00655305,0.0674,0.2,-0.31,0.0799,0.0003,12.8,2250.0,-0.00338,28.1
,177.0,37.3,,154,227,3014,464896,,0.0069263987,0.0567,0.2,-0.299,0.193,0.0003,8.44,2260.0,-0.00206,22.9
,190.0,40.3,,154,228,3027,466944,,0.007980563,0.0996,0.2,-0.297,0.051,0.0003,4.85,2270.0,-0.00395,20.9
,192.0,41.2,,154,229,3041,468992,,0.0066860113,0.083,0.2,-0.314,0.0436,0.0003,11.8,2280.0,3.93e-05,24.1
,193.0,41.3,,154,230,3053,471040,,0.0073727528,0.0751,0.2,-0.325,0.126,0.0003,10.2,2290.0,-0.00245,25.0
,193.0,41.6,,154,231,3068,473088,,0.0074107284,0.0708,0.2,-0.285,0.146,0.0003,12.1,2300.0,-0.00286,24.3
,181.0,38.0,,154,232,3082,475136,,0.0075168107,0.0628,0.2,-0.279,0.197,0.0003,11.2,2310.0,-0.000827,29.4
,184.0,39.2,,154,233,3095,477184,,0.007356129,0.0604,0.2,-0.297,0.152,0.0003,18.7,2320.0,-0.00236,35.1
,185.0,39.2,,154,234,3108,479232,,0.0056488607,0.0679,0.2,-0.301,0.0932,0.0003,9.06,2330.0,0.000682,21.7
,194.0,42.0,,154,235,3119,481280,,0.012309007,0.0926,0.2,-0.308,0.0564,0.0003,17.5,2340.0,-0.00421,30.0
,188.0,40.6,,154,236,3133,483328,,0.009232115,0.0852,0.2,-0.285,0.0626,0.0003,6.57,2350.0,-0.0026,14.2
,182.0,39.6,,154,237,3145,485376,,0.0057439273,0.0759,0.2,-0.304,0.106,0.0003,9.73,2360.0,-0.00599,25.4
,187.0,40.9,,154,238,3158,487424,,0.0066943504,0.0642,0.2,-0.29,0.161,0.0003,8.81,2370.0,-0.000408,26.0
,189.0,41.6,,154,239,3170,489472,,0.00993922,0.0811,0.2,-0.29,0.0281,0.0003,10.7,2380.0,-0.00136,24.7
,195.0,42.3,,154,240,3183,491520,,0.012351118,0.0887,0.2,-0.291,0.0923,0.0003,11.1,2390.0,-0.00273,22.6
,199.0,43.4,,154,241,3195,493568,,0.0100380685,0.0847,0.2,-0.311,0.135,0.0003,12.3,2400.0,-0.00335,26.6
,207.0,45.9,,154,242,3209,495616,,0.0074413484,0.0835,0.2,-0.306,0.0284,0.0003,16.4,2410.0,-0.0028,26.0
,208.0,46.1,,154,243,3222,497664,,0.005551229,0.0687,0.2,-0.279,0.0931,0.0003,18.7,2420.0,0.000276,28.1
,203.0,45.1,,154,244,3236,499712,,0.010498438,0.09,0.2,-0.307,0.0567,0.0003,5.47,2430.0,0.000448,19.5
,198.0,43.8,,154,245,3248,501760,,0.0042915773,0.0635,0.2,-0.294,0.157,0.0003,22.6,2440.0,-0.00194,32.6
,199.0,43.5,,154,246,3261,503808,,0.005324715,0.0925,0.2,-0.311,0.156,0.0003,2.52,2450.0,-0.000445,18.5
,189.0,41.0,,154,247,3276,505856,,0.010347134,0.0792,0.2,-0.314,0.0844,0.0003,6.41,2460.0,-0.00421,28.7
,194.0,42.8,,154,248,3288,507904,,0.0067334473,0.064,0.2,-0.296,0.0938,0.0003,34.9,2470.0,-0.00109,38.7
,193.0,42.9,,154,249,3301,509952,,0.006841139,0.0574,0.2,-0.288,0.136,0.0003,11.0,2480.0,0.00103,18.6
,197.0,44.2,,154,250,3312,512000,,0.007349129,0.0688,0.2,-0.29,0.148,0.0003,10.8,2490.0,-0.00116,24.4
,201.0,45.1,,154,251,3325,514048,,0.007520971,0.0909,0.2,-0.332,0.178,0.0003,12.5,2500.0,-0.000429,21.7
,203.0,45.8,,154,252,3337,516096,,0.008242168,0.081,0.2,-0.268,0.131,0.0003,14.8,2510.0,-0.00321,26.9
,200.0,45.1,,154,253,3348,518144,,0.008823827,0.0818,0.2,-0.294,0.142,0.0003,16.1,2520.0,-0.00171,21.1
,210.0,47.9,,154,254,3360,520192,,0.008062552,0.0858,0.2,-0.294,0.0626,0.0003,11.2,2530.0,-0.00333,25.8
,211.0,48.6,,154,255,3372,522240,,0.0058815926,0.0704,0.2,-0.308,0.125,0.0003,16.4,2540.0,-0.0035,23.4
,216.0,49.7,,154,256,3383,524288,,0.007970104,0.0725,0.2,-0.304,0.0816,0.0003,13.8,2550.0,-0.00161,28.0
,219.0,50.3,,154,257,3396,526336,,0.008292923,0.0897,0.2,-0.299,0.134,0.0003,7.84,2560.0,2.49e-05,21.1
,229.0,53.8,,155,258,3407,528384,,0.005885406,0.0729,0.2,-0.315,0.192,0.0003,6.43,2570.0,-0.00216,29.7
,231.0,53.8,,155,259,3419,530432,,0.0054664947,0.065,0.2,-0.289,0.0998,0.0003,8.8,2580.0,-0.00288,25.0
,231.0,53.8,,155,260,3432,532480,,0.008588125,0.0923,0.2,-0.31,-0.0167,0.0003,17.7,2590.0,7.47e-05,25.7
,232.0,54.8,,155,261,3444,534528,,0.0063214274,0.0786,0.2,-0.284,0.134,0.0003,9.11,2600.0,-0.00448,26.9
,223.0,52.3,,155,262,3457,536576,,0.006652208,0.0791,0.2,-0.305,0.117,0.0003,18.3,2610.0,-0.00189,26.6
,223.0,51.8,,155,263,3468,538624,,0.008813814,0.0977,0.2,-0.328,0.128,0.0003,20.7,2620.0,-0.0021,33.7
,222.0,51.6,,155,264,3480,540672,,0.008872643,0.085,0.2,-0.327,0.131,0.0003,7.65,2630.0,-0.00174,21.7
,218.0,50.9,,155,265,3492,542720,,0.007977387,0.0747,0.2,-0.291,0.116,0.0003,12.4,2640.0,-0.00122,25.2
,220.0,51.9,,155,266,3503,544768,,0.0113846585,0.0768,0.2,-0.305,0.117,0.0003,12.2,2650.0,0.000123,28.0
,218.0,51.3,,155,267,3514,546816,,0.004735142,0.0712,0.2,-0.297,0.132,0.0003,4.91,2660.0,-0.00329,25.4
,218.0,51.2,,155,268,3526,548864,,0.005274088,0.0676,0.2,-0.27,0.133,0.0003,13.2,2670.0,0.000732,23.5
,214.0,50.0,,155,269,3538,550912,,0.0085711125,0.0698,0.2,-0.286,0.188,0.0003,9.09,2680.0,-0.00114,26.6
,211.0,49.3,,155,270,3550,552960,,0.011160652,0.0913,0.2,-0.278,0.0559,0.0003,8.04,2690.0,-0.00113,28.9
,210.0,48.8,,155,271,3562,555008,,0.00618583,0.0895,0.2,-0.274,0.182,0.0003,4.61,2700.0,-0.00418,23.6
,216.0,50.8,,155,272,3572,557056,,0.0060672127,0.0644,0.2,-0.272,0.194,0.0003,25.9,2710.0,-0.000292,24.9
,225.0,53.2,,156,273,3583,559104,,0.0068756808,0.0725,0.2,-0.278,0.151,0.0003,3.5,2720.0,-0.00317,20.0
,223.0,53.1,,156,274,3594,561152,,0.010101078,0.0802,0.2,-0.28,0.0966,0.0003,13.4,2730.0,-0.00309,26.0
,217.0,51.4,,156,275,3606,563200,,0.0076714326,0.0833,0.2,-0.29,0.139,0.0003,9.33,2740.0,-0.00104,27.9
,216.0,50.9,,156,276,3618,565248,,0.006697839,0.0648,0.2,-0.294,0.041,0.0003,9.79,2750.0,-0.00133,34.8
,214.0,50.4,,156,277,3630,567296,,0.0056418814,0.0785,0.2,-0.302,0.0699,0.0003,11.8,2760.0,-0.000574,28.6
,215.0,50.9,,156,278,3641,569344,,0.0062496196,0.0811,0.2,-0.273,0.171,0.0003,15.9,2770.0,-0.00118,25.7
,216.0,51.2,,156,279,3653,571392,,0.00961604,0.0889,0.2,-0.291,0.0915,0.0003,8.27,2780.0,-0.00117,23.5
,217.0,51.5,,156,280,3666,573440,,0.012515828,0.0814,0.2,-0.27,0.0646,0.0003,10.3,2790.0,0.00133,25.0
,210.0,49.4,,156,281,3678,575488,,0.00760594,0.0762,0.2,-0.305,-0.03,0.0003,26.6,2800.0,-0.000123,33.3
,205.0,47.9,,156,282,3690,577536,,0.0060552093,0.0794,0.2,-0.289,0.121,0.0003,8.16,2810.0,-0.00216,22.8
,211.0,49.3,,156,283,3700,579584,,0.008849464,0.0853,0.2,-0.28,0.0939,0.0003,17.3,2820.0,-0.000985,26.4
,205.0,47.6,,156,284,3712,581632,,0.01090178,0.0869,0.2,-0.298,0.129,0.0003,3.94,2830.0,-0.00043,18.9
,212.0,49.7,,156,285,3724,583680,,0.009801306,0.0941,0.2,-0.277,0.0894,0.0003,8.35,2840.0,-0.00416,27.3
,216.0,51.1,,156,286,3734,585728,,0.011748657,0.0766,0.2,-0.273,0.152,0.0003,7.1,2850.0,0.000198,24.9
,227.0,54.1,,156,287,3745,587776,,0.005834558,0.0654,0.2,-0.248,0.158,0.0003,9.23,2860.0,-0.00117,22.4
,225.0,52.8,,156,288,3757,589824,,0.010189433,0.0858,0.2,-0.27,0.125,0.0003,14.6,2870.0,0.000104,20.4
,226.0,53.2,,157,289,3767,591872,,0.00789591,0.0619,0.2,-0.278,0.112,0.0003,14.8,2880.0,-0.00125,29.6
,237.0,56.6,,157,290,3779,593920,,0.0071936203,0.0785,0.2,-0.292,0.109,0.0003,7.94,2890.0,-0.00104,21.5
,236.0,56.7,,157,291,3790,595968,,0.012556503,0.0886,0.2,-0.28,0.0103,0.0003,4.38,2900.0,-0.00121,23.8
,246.0,59.3,,157,292,3801,598016,,0.010915851,0.0891,0.2,-0.263,0.103,0.0003,11.4,2910.0,0.00147,21.5
,256.0,62.5,,157,293,3812,600064,,0.0059150783,0.0608,0.2,-0.26,0.213,0.0003,5.13,2920.0,-0.000408,19.1
,249.0,60.5,,157,294,3823,602112,,0.0070232837,0.0554,0.2,-0.269,0.182,0.0003,4.83,2930.0,0.000354,23.6
,239.0,58.3,,157,295,3833,604160,,0.0045090336,0.0622,0.2,-0.249,0.143,0.0003,21.8,2940.0,-0.00292,28.9
,250.0,61.0,,157,296,3844,606208,,0.007025893,0.0684,0.2,-0.288,-0.0238,0.0003,7.95,2950.0,-0.000986,22.1
,261.0,64.3,,157,297,3856,608256,,0.008363769,0.0869,0.2,-0.274,0.109,0.0003,9.98,2960.0,-0.0035,23.4
,254.0,61.9,,157,298,3867,610304,,0.00859988,0.0849,0.2,-0.251,0.126,0.0003,11.9,2970.0,-0.00271,21.5
,242.0,58.7,,157,299,3879,612352,,0.0067807087,0.0817,0.2,-0.286,0.11,0.0003,12.6,2980.0,0.00137,28.9
,232.0,55.9,,157,300,3890,614400,,0.012218565,0.0849,0.2,-0.281,0.102,0.0003,19.9,2990.0,-0.00393,37.5
,240.0,58.0,,158,301,3900,616448,,0.008859966,0.0904,0.2,-0.27,0.167,0.0003,7.42,3000.0,-0.000831,23.8
,236.0,56.5,,158,302,3911,618496,,0.006927219,0.0999,0.2,-0.253,-0.0328,0.0003,25.4,3010.0,0.00163,24.3
,241.0,58.0,,158,303,3922,620544,,0.008920222,0.0725,0.2,-0.278,0.114,0.0003,13.7,3020.0,-0.00215,29.0
,242.0,58.1,,158,304,3933,622592,,0.006909465,0.0868,0.2,-0.249,0.0948,0.0003,7.15,3030.0,-0.00255,18.5
,238.0,56.8,,158,305,3944,624640,,0.009259083,0.0776,0.2,-0.244,0.244,0.0003,8.85,3040.0,0.000284,24.6
,242.0,57.4,,158,306,3954,626688,,0.014558472,0.087,0.2,-0.251,0.00112,0.0003,18.5,3050.0,-0.00269,24.1
,234.0,56.1,,158,307,3965,628736,,0.013647184,0.0985,0.2,-0.251,0.101,0.0003,13.5,3060.0,-0.00356,20.5
,238.0,57.0,,158,308,3975,630784,,0.006380031,0.0837,0.2,-0.26,0.0619,0.0003,10.4,3070.0,-0.000308,29.8
,227.0,53.8,,158,309,3987,632832,,0.004558054,0.0659,0.2,-0.267,0.256,0.0003,6.25,3080.0,-0.000126,18.0
,229.0,54.5,,158,310,3999,634880,,0.014961403,0.0712,0.2,-0.274,0.104,0.0003,29.7,3090.0,0.000411,32.4
,234.0,56.4,,158,311,4011,636928,,0.010348279,0.0822,0.2,-0.26,0.125,0.0003,15.9,3100.0,-0.00133,27.5
,234.0,55.3,,158,312,4022,638976,,0.008078059,0.0916,0.2,-0.264,0.0771,0.0003,7.05,3110.0,-0.000798,22.8
,238.0,57.0,,158,313,4033,641024,,0.0072469804,0.0658,0.2,-0.249,0.0738,0.0003,13.1,3120.0,0.000906,31.4
,235.0,56.3,,158,314,4045,643072,,0.007907271,0.0801,0.2,-0.242,0.017,0.0003,10.4,3130.0,-0.00115,21.0
,227.0,54.6,,158,315,4057,645120,,0.008358277,0.0736,0.2,-0.245,0.134,0.0003,6.55,3140.0,-0.00326,26.3
,222.0,53.8,,159,316,4069,647168,,0.003573796,0.057,0.2,-0.263,0.138,0.0003,14.0,3150.0,-0.00242,27.7
,219.0,52.9,,159,317,4080,649216,,0.0066785486,0.0584,0.2,-0.263,0.133,0.0003,30.5,3160.0,-0.000167,30.9
,226.0,55.1,,159,318,4091,651264,,0.009349437,0.0774,0.2,-0.247,0.154,0.0003,6.93,3170.0,-0.00138,23.9
,222.0,54.7,,159,319,4102,653312,,0.0128321545,0.0777,0.2,-0.234,0.207,0.0003,11.8,3180.0,-0.000626,23.8
,229.0,56.7,,159,320,4112,655360,,0.009501383,0.0745,0.2,-0.237,0.244,0.0003,16.6,3190.0,-0.00268,28.3
,236.0,57.9,,159,321,4124,657408,,0.006089907,0.049,0.2,-0.237,0.223,0.0003,8.0,3200.0,-0.000242,20.3
,237.0,58.5,,159,322,4135,659456,,0.011200704,0.0974,0.2,-0.257,0.0723,0.0003,15.1,3210.0,-0.00018,26.7
,228.0,55.7,,159,323,4147,661504,,0.006590168,0.0661,0.2,-0.233,0.149,0.0003,13.2,3220.0,-0.00303,28.7
,222.0,53.8,,159,324,4158,663552,,0.007197351,0.0708,0.2,-0.256,0.0652,0.0003,15.9,3230.0,0.00218,34.8
,223.0,54.3,,159,325,4170,665600,,0.0076843174,0.0839,0.2,-0.228,0.139,0.0003,10.8,3240.0,-0.00062,25.8
,218.0,51.8,,159,326,4182,667648,,0.0049595097,0.0658,0.2,-0.248,0.117,0.0003,17.7,3250.0,-0.00264,28.8
,223.0,52.8,,159,327,4193,669696,,0.0075217034,0.0624,0.2,-0.242,0.136,0.0003,14.7,3260.0,-0.00175,25.9
,232.0,55.5,,159,328,4203,671744,,0.007840581,0.0671,0.2,-0.222,0.127,0.0003,22.8,3270.0,-0.00029,24.7
,221.0,52.3,,159,329,4215,673792,,0.011173962,0.0877,0.2,-0.24,0.124,0.0003,4.26,3280.0,-0.00285,17.5
,219.0,51.3,,159,330,4226,675840,,0.008779106,0.0599,0.2,-0.236,0.0552,0.0003,8.42,3290.0,-0.000605,31.4
,212.0,49.6,,159,331,4238,677888,,0.009369382,0.0896,0.2,-0.251,0.0271,0.0003,10.9,3300.0,-0.00166,22.3
,213.0,50.6,,160,332,4249,679936,,0.005849342,0.0624,0.2,-0.23,0.12,0.0003,13.8,3310.0,0.00187,27.4
,217.0,51.3,,160,333,4261,681984,,0.007855186,0.0809,0.2,-0.221,0.232,0.0003,5.04,3320.0,-0.00064,24.3
,221.0,52.6,,160,334,4272,684032,,0.0061514354,0.0772,0.2,-0.247,0.234,0.0003,9.71,3330.0,-0.00163,25.1
,219.0,51.9,,160,335,4284,686080,,0.009061196,0.0646,0.2,-0.244,0.144,0.0003,13.9,3340.0,0.00221,26.8
,230.0,55.1,,160,336,4294,688128,,0.008477494,0.0705,0.2,-0.225,0.0564,0.0003,21.1,3350.0,-0.00283,30.8
,227.0,54.7,,160,337,4306,690176,,0.016717896,0.0736,0.2,-0.22,0.16,0.0003,12.6,3360.0,-0.00236,19.7
,235.0,57.0,,160,338,4317,692224,,0.006654611,0.0621,0.2,-0.216,0.0875,0.0003,10.4,3370.0,-0.00108,29.6
,222.0,52.5,,160,339,4328,694272,,0.0042455224,0.0606,0.2,-0.232,0.184,0.0003,6.28,3380.0,-4.95e-05,24.0
,231.0,55.1,,160,340,4340,696320,,0.009104027,0.0832,0.2,-0.233,0.133,0.0003,12.3,3390.0,-0.00501,24.2
,228.0,54.2,,160,341,4351,698368,,0.009032154,0.0838,0.2,-0.227,0.132,0.0003,4.55,3400.0,-0.00154,26.0
,236.0,56.0,,160,342,4362,700416,,0.006391461,0.0708,0.2,-0.218,0.0753,0.0003,14.7,3410.0,0.00103,24.3
,233.0,54.9,,160,343,4373,702464,,0.008052104,0.073,0.2,-0.204,0.108,0.0003,7.48,3420.0,0.000413,16.6
,232.0,55.0,,160,344,4384,704512,,0.012159929,0.0756,0.2,-0.224,0.111,0.0003,15.1,3430.0,-0.00239,30.5
,232.0,55.4,,160,345,4396,706560,,0.006970071,0.0597,0.2,-0.233,0.137,0.0003,21.1,3440.0,-0.00273,27.1
,240.0,58.0,,160,346,4407,708608,,0.004563923,0.0485,0.2,-0.202,0.216,0.0003,15.2,3450.0,-0.000694,25.5
,231.0,55.7,,160,347,4418,710656,,0.011350753,0.0926,0.2,-0.247,0.254,0.0003,6.43,3460.0,0.00176,24.7
,229.0,53.9,,160,348,4429,712704,,0.008965034,0.0662,0.2,-0.217,0.182,0.0003,10.2,3470.0,-0.00111,29.2
,238.0,56.3,,160,349,4439,714752,,0.009245996,0.0873,0.2,-0.251,0.00758,0.0003,20.8,3480.0,-0.00169,26.2
,231.0,54.8,,161,350,4451,716800,,0.006045427,0.0717,0.2,-0.238,0.332,0.0003,8.24,3490.0,-0.000366,17.2
,226.0,53.6,,161,351,4462,718848,,0.0095443,0.0645,0.2,-0.234,0.234,0.0003,7.19,3500.0,-0.00167,26.4
,230.0,55.0,,161,352,4474,720896,,0.008105702,0.0581,0.2,-0.233,0.144,0.0003,13.7,3510.0,2.69e-05,26.9
,226.0,54.6,,161,353,4485,722944,,0.007595524,0.0686,0.2,-0.242,0.0884,0.0003,3.84,3520.0,-0.000127,24.9
,217.0,51.8,,161,354,4498,724992,,0.011253064,0.0829,0.2,-0.25,0.174,0.0003,4.13,3530.0,-0.00123,18.2
,214.0,50.3,,161,355,4510,727040,,0.0111828195,0.0683,0.2,-0.252,0.0968,0.0003,17.7,3540.0,-0.00238,41.4
,207.0,47.8,,161,356,4522,729088,,0.004885575,0.0739,0.2,-0.259,0.112,0.0003,9.51,3550.0,-0.000235,31.6
,203.0,46.8,,161,357,4534,731136,,0.010623926,0.0814,0.2,-0.255,0.0757,0.0003,8.61,3560.0,-0.00111,22.6
,206.0,48.2,,161,358,4544,733184,,0.007956279,0.0729,0.2,-0.247,0.0396,0.0003,16.4,3570.0,0.000153,31.5
,215.0,51.1,,161,359,4554,735232,,0.007841377,0.0748,0.2,-0.235,0.151,0.0003,2.58,3580.0,0.0011,15.1
,219.0,52.5,,161,360,4565,737280,,0.0064061014,0.083,0.2,-0.247,0.143,0.0003,6.05,3590.0,-0.00104,15.4
,230.0,55.4,,161,361,4575,739328,,0.0054701,0.0729,0.2,-0.245,0.204,0.0003,22.1,3600.0,0.00232,23.4
,230.0,55.2,,161,362,4588,741376,,0.010662648,0.0667,0.2,-0.242,0.146,0.0003,8.21,3610.0,-0.000841,16.7
,217.0,51.0,,161,363,4600,743424,,0.009386756,0.0676,0.2,-0.231,0.0957,0.0003,16.1,3620.0,-0.000906,34.9
,217.0,51.0,,161,364,4611,745472,,0.009182945,0.0612,0.2,-0.233,0.127,0.0003,16.7,3630.0,-0.00332,33.3
,228.0,54.0,,161,365,4622,747520,,0.012348903,0.0794,0.2,-0.247,0.102,0.0003,6.91,3640.0,0.00335,21.6
,239.0,57.3,,161,366,4633,749568,,0.011437406,0.0752,0.2,-0.238,0.0106,0.0003,7.19,3650.0,-0.00278,23.8
,248.0,60.2,,161,367,4643,751616,,0.008282132,0.0704,0.2,-0.238,0.111,0.0003,6.06,3660.0,-0.00173,20.3
,257.0,63.5,,161,368,4655,753664,,0.006169163,0.0768,0.2,-0.223,0.245,0.0003,6.34,3670.0,-0.00601,18.2
,256.0,63.1,,161,369,4666,755712,,0.0090284515,0.0657,0.2,-0.214,0.297,0.0003,4.56,3680.0,-0.00145,23.9
,270.0,66.9,,162,370,4677,757760,,0.011825064,0.0699,0.2,-0.199,0.062,0.0003,18.4,3690.0,-0.000972,24.5
,268.0,66.9,,162,371,4688,759808,,0.009348537,0.0769,0.2,-0.207,0.172,0.0003,4.39,3700.0,-0.000287,19.1
,254.0,62.7,,162,372,4700,761856,,0.0075759874,0.0742,0.2,-0.226,0.0909,0.0003,9.03,3710.0,-0.00118,23.6
,254.0,62.5,,162,373,4710,763904,,0.004266979,0.0431,0.2,-0.192,0.157,0.0003,10.8,3720.0,0.000752,31.3
,264.0,66.0,,162,374,4722,765952,,0.0068329656,0.0668,0.2,-0.237,0.105,0.0003,3.45,3730.0,0.00112,16.6
,275.0,69.3,,162,375,4731,768000,,0.007627642,0.0702,0.2,-0.222,0.227,0.0003,6.9,3740.0,-0.00277,19.5
,278.0,69.9,,162,376,4743,770048,,0.013356033,0.0761,0.2,-0.23,0.3,0.0003,3.16,3750.0,-0.000496,11.3
,292.0,73.3,,162,377,4753,772096,,0.0056905304,0.0704,0.2,-0.251,0.149,0.0003,8.72,3760.0,-0.00195,31.4
,308.0,77.8,,162,378,4764,774144,,0.008638261,0.0921,0.2,-0.226,0.127,0.0003,5.75,3770.0,-0.00305,20.0
,302.0,75.9,,162,379,4775,776192,,0.0075426297,0.0664,0.2,-0.247,0.102,0.0003,11.6,3780.0,-0.00159,21.6
,302.0,76.3,,162,380,4787,778240,,0.006517236,0.0667,0.2,-0.252,0.205,0.0003,7.47,3790.0,0.000524,23.1
,291.0,73.0,,162,381,4798,780288,,0.008231843,0.0854,0.2,-0.258,0.105,0.0003,14.4,3800.0,-0.00408,24.8
,289.0,72.2,,162,382,4809,782336,,0.010210138,0.0781,0.2,-0.244,0.2,0.0003,5.27,3810.0,0.000893,26.5
,283.0,70.2,,162,383,4820,784384,,0.0063805515,0.0519,0.2,-0.223,0.161,0.0003,14.6,3820.0,-0.000705,27.9
,281.0,69.6,,162,384,4831,786432,,0.0068931393,0.075,0.2,-0.268,0.0488,0.0003,12.8,3830.0,-0.00151,32.7
,277.0,68.9,,162,385,4843,788480,,0.004204292,0.0534,0.2,-0.234,0.253,0.0003,9.08,3840.0,0.000497,20.9
,282.0,70.2,,162,386,4853,790528,,0.0065648346,0.0773,0.2,-0.252,0.00161,0.0003,5.41,3850.0,-0.00152,28.0
,278.0,69.6,,162,387,4863,792576,,0.011693966,0.0849,0.2,-0.248,0.0626,0.0003,3.25,3860.0,0.000625,19.2
,252.0,61.2,,162,388,4876,794624,,0.012907999,0.0802,0.2,-0.24,0.0987,0.0003,4.7,3870.0,0.00226,16.5
,248.0,60.5,,162,389,4887,796672,,0.009036523,0.0726,0.2,-0.237,0.0875,0.0003,19.6,3880.0,-0.000357,33.4
,236.0,57.1,,163,390,4898,798720,,0.0075935908,0.0672,0.2,-0.241,0.0625,0.0003,10.1,3890.0,-0.000187,28.3
,227.0,54.9,,163,391,4911,800768,,0.014324007,0.0806,0.2,-0.241,0.126,0.0003,6.53,3900.0,-0.000764,26.2
,232.0,56.6,,163,392,4921,802816,,0.0082033705,0.0722,0.2,-0.236,0.174,0.0003,27.6,3910.0,-0.0032,35.3
,240.0,59.0,,163,393,4932,804864,,0.010989943,0.0556,0.2,-0.222,0.139,0.0003,17.3,3920.0,-0.000892,19.4
,242.0,59.7,,163,394,4943,806912,,0.015565822,0.0893,0.2,-0.241,0.0552,0.0003,22.0,3930.0,-0.00233,21.4
,246.0,61.0,,163,395,4954,808960,,0.018813003,0.103,0.2,-0.246,0.107,0.0003,14.1,3940.0,-0.0015,22.4
