rollout/,ep_len_mean,ep_rew_mean,time/,fps,iterations,time_elapsed,total_timesteps,train/,approx_kl,clip_fraction,clip_range,entropy_loss,explained_variance,learning_rate,loss,n_updates,policy_gradient_loss,value_loss
,238.0,58.3,,163,396,4966,811008,,0.0064387075,0.0759,0.2,-0.231,0.0936,0.0003,17.9,3950.0,-0.000747,26.3
,249.0,61.2,,163,397,4977,813056,,0.007467208,0.0745,0.2,-0.22,0.123,0.0003,7.07,3960.0,-0.00345,31.6
,237.0,57.6,,163,398,4989,815104,,0.008187655,0.0715,0.2,-0.231,0.0815,0.0003,7.66,3970.0,0.0004,24.6
,235.0,57.3,,163,399,5000,817152,,0.00882644,0.0783,0.2,-0.21,0.121,0.0003,8.95,3980.0,-0.00122,26.7
,244.0,60.0,,163,400,5011,819200,,0.008140429,0.0862,0.2,-0.234,0.00477,0.0003,9.78,3990.0,-0.0011,26.4
,253.0,62.4,,163,401,5021,821248,,0.008801468,0.0671,0.2,-0.218,0.134,0.0003,18.1,4000.0,-0.00121,23.9
,248.0,60.9,,163,402,5034,823296,,0.013537893,0.0807,0.2,-0.246,0.196,0.0003,4.1,4010.0,0.00331,18.4
,253.0,62.4,,163,403,5045,825344,,0.01126677,0.0752,0.2,-0.225,0.107,0.0003,13.3,4020.0,-0.00366,33.6
,246.0,60.8,,163,404,5057,827392,,0.007276451,0.0718,0.2,-0.253,0.123,0.0003,14.6,4030.0,-0.00102,31.0
,245.0,60.6,,163,405,5067,829440,,0.009486378,0.0729,0.2,-0.23,0.169,0.0003,16.5,4040.0,0.00298,27.6
,238.0,58.6,,163,406,5078,831488,,0.007465099,0.0751,0.2,-0.226,0.0879,0.0003,6.07,4050.0,3.6e-05,19.2
,241.0,59.3,,163,407,5089,833536,,0.005497503,0.0602,0.2,-0.265,0.225,0.0003,8.75,4060.0,-0.00029,26.7
,249.0,61.5,,163,408,5101,835584,,0.010655066,0.07,0.2,-0.226,0.266,0.0003,7.88,4070.0,-0.00169,23.9
,240.0,59.0,,163,409,5113,837632,,0.0056958282,0.0669,0.2,-0.235,0.253,0.0003,8.56,4080.0,-0.000868,23.3
,240.0,58.6,,163,410,5124,839680,,0.015703712,0.0812,0.2,-0.238,0.229,0.0003,24.8,4090.0,-0.00248,32.1
,242.0,59.9,,163,411,5134,841728,,0.016572868,0.0814,0.2,-0.243,0.244,0.0003,14.7,4100.0,0.000973,24.6
,237.0,58.3,,163,412,5145,843776,,0.009740373,0.0875,0.2,-0.252,0.126,0.0003,15.2,4110.0,-0.00223,23.5
,237.0,58.0,,164,413,5156,845824,,0.009203439,0.0793,0.2,-0.229,0.258,0.0003,6.04,4120.0,0.00039,24.0
,253.0,62.8,,164,414,5166,847872,,0.0066172807,0.0779,0.2,-0.255,-0.0192,0.0003,16.3,4130.0,-0.00143,25.6
,256.0,64.0,,164,415,5177,849920,,0.0085375495,0.0917,0.2,-0.252,0.189,0.0003,9.31,4140.0,-0.00295,18.3
,253.0,63.0,,164,416,5189,851968,,0.011258513,0.0931,0.2,-0.245,0.284,0.0003,4.01,4150.0,0.00114,20.1
,242.0,59.6,,164,417,5202,854016,,0.01487573,0.0658,0.2,-0.253,0.139,0.0003,9.92,4160.0,0.000206,37.7
,247.0,60.4,,164,418,5212,856064,,0.009954717,0.0927,0.2,-0.242,-0.0411,0.0003,19.7,4170.0,-0.00431,39.8
,247.0,60.5,,164,419,5224,858112,,0.005682355,0.0764,0.2,-0.245,0.197,0.0003,6.74,4180.0,-0.00246,20.0
,244.0,59.4,,164,420,5234,860160,,0.008008614,0.0871,0.2,-0.259,0.21,0.0003,8.76,4190.0,-0.00198,26.4
,244.0,59.0,,164,421,5246,862208,,0.007634537,0.0684,0.2,-0.224,0.0704,0.0003,14.0,4200.0,0.000526,26.6
,254.0,61.8,,164,422,5257,864256,,0.01418446,0.083,0.2,-0.26,0.146,0.0003,20.2,4210.0,0.00143,29.3
,234.0,56.0,,164,423,5270,866304,,0.008296367,0.0723,0.2,-0.237,0.0942,0.0003,11.7,4220.0,0.00102,20.7
,240.0,57.6,,164,424,5281,868352,,0.012191921,0.0841,0.2,-0.228,0.00993,0.0003,10.7,4230.0,-0.00671,32.5
,221.0,51.9,,164,425,5293,870400,,0.012690491,0.0898,0.2,-0.229,0.0634,0.0003,5.54,4240.0,0.000837,19.5
,220.0,51.4,,164,426,5305,872448,,0.009616885,0.0746,0.2,-0.235,0.105,0.0003,7.95,4250.0,-0.00337,36.5
,223.0,52.4,,164,427,5316,874496,,0.00754832,0.0771,0.2,-0.242,0.146,0.0003,12.4,4260.0,-0.000831,29.0
,221.0,52.2,,164,428,5327,876544,,0.009871481,0.0887,0.2,-0.245,0.222,0.0003,16.6,4270.0,-0.00204,21.5
,219.0,51.8,,164,429,5340,878592,,0.008932432,0.0795,0.2,-0.243,0.103,0.0003,15.1,4280.0,-0.00142,28.2
,222.0,52.7,,164,430,5352,880640,,0.0081822155,0.0776,0.2,-0.238,0.061,0.0003,8.09,4290.0,-0.000183,30.9
,221.0,52.3,,164,431,5363,882688,,0.005779988,0.0625,0.2,-0.22,0.15,0.0003,15.5,4300.0,-0.000679,24.0
,211.0,50.2,,164,432,5376,884736,,0.008932725,0.0729,0.2,-0.242,0.245,0.0003,8.42,4310.0,-0.0015,20.4
,213.0,50.7,,164,433,5388,886784,,0.0062327646,0.0676,0.2,-0.208,0.268,0.0003,6.17,4320.0,-0.00259,24.0
,220.0,53.2,,164,434,5400,888832,,0.007357074,0.063,0.2,-0.22,0.243,0.0003,7.35,4330.0,-0.00191,25.6
,215.0,52.1,,164,435,5411,890880,,0.0072504496,0.0687,0.2,-0.216,0.162,0.0003,12.1,4340.0,-0.0046,30.4
,229.0,56.1,,164,436,5423,892928,,0.009902719,0.0685,0.2,-0.215,0.00129,0.0003,20.0,4350.0,-0.00117,27.5
,230.0,56.5,,164,437,5434,894976,,0.007401337,0.0708,0.2,-0.22,0.156,0.0003,9.05,4360.0,-0.000156,22.6
,232.0,56.7,,164,438,5446,897024,,0.009504635,0.0901,0.2,-0.204,0.075,0.0003,10.1,4370.0,-0.00106,25.6
,234.0,56.5,,164,439,5458,899072,,0.007658761,0.0695,0.2,-0.195,0.105,0.0003,6.44,4380.0,-0.000812,27.0
,227.0,55.2,,164,440,5471,901120,,0.010210728,0.0595,0.2,-0.212,0.11,0.0003,21.5,4390.0,0.000706,27.9
,227.0,55.2,,164,441,5482,903168,,0.010133507,0.0693,0.2,-0.209,0.156,0.0003,9.64,4400.0,-0.00206,32.5
,223.0,54.4,,164,442,5494,905216,,0.0070390827,0.0566,0.2,-0.217,0.151,0.0003,20.0,4410.0,-0.00246,31.1
,233.0,57.1,,164,443,5506,907264,,0.009441148,0.0786,0.2,-0.211,0.196,0.0003,17.8,4420.0,-0.000116,26.4
,233.0,57.5,,164,444,5518,909312,,0.0093957065,0.0968,0.2,-0.238,0.137,0.0003,16.2,4430.0,-0.000369,24.1
,239.0,58.8,,164,445,5529,911360,,0.011117469,0.0656,0.2,-0.221,0.126,0.0003,8.97,4440.0,-0.0029,22.7
,245.0,60.2,,164,446,5541,913408,,0.024190828,0.0702,0.2,-0.235,0.105,0.0003,4.65,4450.0,0.000595,21.8
,235.0,57.4,,164,447,5553,915456,,0.008674942,0.0749,0.2,-0.215,0.157,0.0003,7.05,4460.0,0.00247,20.9
,227.0,54.6,,164,448,5565,917504,,0.0053883498,0.0612,0.2,-0.22,0.177,0.0003,26.7,4470.0,-0.00225,27.6
,231.0,55.8,,164,449,5577,919552,,0.009580277,0.0701,0.2,-0.222,0.0911,0.0003,16.1,4480.0,0.00347,25.6
,229.0,55.5,,164,450,5588,921600,,0.0070486795,0.0772,0.2,-0.234,0.103,0.0003,13.7,4490.0,-0.0015,26.2
,240.0,58.5,,164,451,5599,923648,,0.0051161386,0.0662,0.2,-0.224,0.161,0.0003,3.07,4500.0,-0.00226,21.7
,248.0,60.7,,164,452,5610,925696,,0.008962754,0.0763,0.2,-0.22,0.248,0.0003,9.64,4510.0,-0.00221,16.9
,258.0,63.5,,165,453,5620,927744,,0.006408656,0.0826,0.2,-0.206,0.148,0.0003,10.7,4520.0,-0.00295,26.2
,270.0,67.0,,165,454,5631,929792,,0.008835103,0.0629,0.2,-0.201,0.264,0.0003,7.37,4530.0,0.000814,18.7
,275.0,68.9,,165,455,5642,931840,,0.0064054336,0.0573,0.2,-0.216,0.0799,0.0003,12.8,4540.0,-0.00273,21.2
,283.0,71.3,,165,456,5653,933888,,0.009012543,0.0628,0.2,-0.221,0.0454,0.0003,15.5,4550.0,-0.00265,24.3
,281.0,70.3,,165,457,5664,935936,,0.008532491,0.0673,0.2,-0.206,0.284,0.0003,13.2,4560.0,-8.26e-05,19.0
,277.0,68.8,,165,458,5675,937984,,0.009377588,0.0742,0.2,-0.238,0.00311,0.0003,12.0,4570.0,0.00125,22.5
,273.0,68.1,,165,459,5686,940032,,0.007339934,0.0745,0.2,-0.22,0.133,0.0003,14.8,4580.0,-0.00237,31.7
,275.0,68.5,,165,460,5698,942080,,0.016205912,0.0751,0.2,-0.23,0.173,0.0003,20.6,4590.0,-0.000802,21.3
,280.0,69.6,,165,461,5709,944128,,0.009699256,0.061,0.2,-0.2,0.0341,0.0003,17.1,4600.0,0.000426,34.0
,280.0,69.1,,165,462,5720,946176,,0.009141301,0.076,0.2,-0.212,0.308,0.0003,8.02,4610.0,-0.00319,22.0
,275.0,67.9,,165,463,5731,948224,,0.011708463,0.089,0.2,-0.228,0.113,0.0003,10.3,4620.0,-0.00284,31.8
,274.0,67.9,,165,464,5742,950272,,0.007323877,0.0716,0.2,-0.206,0.142,0.0003,7.18,4630.0,-0.000166,22.2
,275.0,68.0,,165,465,5753,952320,,0.0104324315,0.0784,0.2,-0.209,0.0914,0.0003,17.3,4640.0,-0.00368,25.0
,277.0,69.0,,165,466,5763,954368,,0.007767756,0.0795,0.2,-0.212,0.0989,0.0003,1.75,4650.0,-0.000297,18.9
,277.0,68.4,,165,467,5775,956416,,0.006870824,0.0776,0.2,-0.212,0.0787,0.0003,2.22,4660.0,-0.00266,21.0
,268.0,65.4,,165,468,5786,958464,,0.0113766715,0.0775,0.2,-0.198,0.0945,0.0003,10.3,4670.0,0.000366,24.5
,275.0,66.5,,165,469,5798,960512,,0.00826581,0.08,0.2,-0.235,0.144,0.0003,9.32,4680.0,-0.00261,22.2
,273.0,65.7,,165,470,5808,962560,,0.00836766,0.0571,0.2,-0.217,0.112,0.0003,22.0,4690.0,0.000113,22.9
,277.0,67.6,,165,471,5820,964608,,0.00697984,0.0583,0.2,-0.19,0.208,0.0003,5.5,4700.0,0.00121,20.0
,287.0,70.2,,165,472,5830,966656,,0.0074781384,0.0693,0.2,-0.208,0.0719,0.0003,27.4,4710.0,-0.00174,27.4
,278.0,67.7,,165,473,5843,968704,,0.008935008,0.0676,0.2,-0.213,0.148,0.0003,10.2,4720.0,0.000588,15.2
,271.0,66.1,,165,474,5855,970752,,0.016427066,0.0529,0.2,-0.208,0.135,0.0003,38.7,4730.0,0.000618,37.2
,268.0,66.1,,165,475,5867,972800,,0.0057162857,0.0451,0.2,-0.203,0.0584,0.0003,15.8,4740.0,-0.00236,30.6
,278.0,69.1,,165,476,5878,974848,,0.006386851,0.0692,0.2,-0.192,0.105,0.0003,3.03,4750.0,-0.00293,23.3
,275.0,68.6,,165,477,5888,976896,,0.008704805,0.0744,0.2,-0.213,0.101,0.0003,5.48,4760.0,-0.000632,19.1
,289.0,72.2,,165,478,5899,978944,,0.0064466163,0.0845,0.2,-0.217,0.186,0.0003,3.81,4770.0,0.00101,15.8
,279.0,70.1,,165,479,5911,980992,,0.010255554,0.0723,0.2,-0.226,0.123,0.0003,10.8,4780.0,-0.000401,21.9
,274.0,68.9,,165,480,5922,983040,,0.009804719,0.079,0.2,-0.209,0.186,0.0003,25.4,4790.0,-0.00534,33.9
,273.0,70.0,,166,481,5931,985088,,0.014040062,0.0779,0.2,-0.209,0.199,0.0003,14.0,4800.0,-0.00341,21.7
,277.0,71.4,,166,482,5943,987136,,0.01246599,0.0871,0.2,-0.221,0.176,0.0003,2.28,4810.0,-0.00124,16.0
,258.0,65.9,,166,483,5954,989184,,0.009992085,0.069,0.2,-0.222,0.267,0.0003,13.4,4820.0,0.00088,25.7
,263.0,67.6,,166,484,5965,991232,,0.006150069,0.053,0.2,-0.225,0.146,0.0003,10.3,4830.0,0.000205,35.6
,262.0,67.3,,166,485,5975,993280,,0.005915818,0.0617,0.2,-0.212,0.108,0.0003,4.26,4840.0,0.00123,20.9
,269.0,69.4,,166,486,5986,995328,,0.0070399465,0.0623,0.2,-0.228,0.0755,0.0003,9.8,4850.0,-0.00192,21.3
,280.0,72.7,,166,487,5996,997376,,0.0072086453,0.0646,0.2,-0.225,0.108,0.0003,17.7,4860.0,-0.00072,27.4
,292.0,76.2,,166,488,6007,999424,,0.006882568,0.0729,0.2,-0.227,0.0459,0.0003,16.7,4870.0,0.000837,18.9
,288.0,74.8,,166,489,6019,1001472,,0.009542255,0.0795,0.2,-0.226,0.0949,0.0003,4.57,4880.0,-0.0023,22.1
