rollout/,ep_len_mean,ep_rew_mean,exploration_rate,time/,episodes,fps,time_elapsed,total_timesteps,train/,learning_rate,loss,n_updates
,12.0,-12.6,1.0,,4,34,1,48,,,,
,16.0,-14.6,1.0,,8,47,2,128,,,,
,17.5,-14.1,1.0,,12,54,3,210,,,,
,15.8,-13.7,0.999,,16,51,4,252,,,,
,15.2,-9.43,0.999,,20,49,6,303,,,,
,15.3,-9.98,0.999,,24,50,7,367,,,,
,14.5,-10.3,0.999,,28,48,8,405,,,,
,14.1,-10.6,0.999,,32,48,9,452,,,,
,14.2,-10.8,0.999,,36,48,10,510,,,,
,13.2,-11.3,0.999,,40,45,11,528,,,,
,13.2,-11.8,0.999,,44,46,12,583,,,,
,13.4,-11.8,0.999,,48,46,13,643,,,,
,13.9,-11.9,0.998,,52,48,14,725,,,,
,13.8,-11.9,0.998,,56,48,16,770,,,,
,13.5,-12.0,0.998,,60,47,17,812,,,,
,13.9,-12.3,0.998,,64,48,18,887,,,,
,14.2,-12.5,0.998,,68,49,19,964,,,,
,14.5,-12.5,0.998,,72,50,20,1047,,,,
,16.0,-12.8,0.997,,76,55,21,1214,,,,
,15.8,-12.8,0.997,,80,54,23,1266,,,,
,15.9,-13.1,0.997,,84,55,24,1335,,,,
,16.2,-13.1,0.997,,88,56,25,1424,,,,
,16.2,-12.2,0.997,,92,56,26,1488,,,,
,16.7,-12.2,0.996,,96,58,27,1604,,,,
,16.8,-11.5,0.996,,100,58,28,1681,,,,
,17.3,-11.5,0.996,,104,59,30,1775,,,,
,17.5,-11.1,0.996,,108,60,31,1876,,,,
,17.4,-11.1,0.996,,112,60,32,1945,,,,
,17.3,-11.1,0.996,,116,59,33,1983,,,,
,17.7,-11.7,0.995,,120,60,34,2075,,,,
,18.3,-11.7,0.995,,124,61,35,2194,,,,
,18.7,-11.7,0.995,,128,61,36,2272,,,,
,18.7,-11.1,0.995,,132,61,37,2318,,,,
,18.4,-11.1,0.995,,136,60,38,2354,,,,
,19.0,-11.0,0.995,,140,60,39,2428,,,,
,18.6,-10.8,0.994,,144,59,40,2445,,,,
,18.8,-10.8,0.994,,148,60,42,2525,,,,
,18.8,-10.8,0.994,,152,60,43,2600,,,,
,21.0,-10.4,0.994,,156,64,44,2868,,,,
,21.4,-10.4,0.993,,160,64,45,2953,,,,
,21.4,-10.4,0.993,,164,64,47,3025,,,,
,21.6,-10.6,0.993,,168,64,48,3123,,,,
,21.7,-10.7,0.993,,172,65,49,3221,,,,
,20.8,-10.5,0.993,,176,65,50,3291,,,,
,21.4,-10.6,0.992,,180,65,51,3409,,,,
,21.4,-9.22,0.992,,184,65,52,3479,,,,
,21.1,-9.2,0.992,,188,65,53,3531,,,,
,21.3,-10.1,0.992,,192,65,55,3618,,,,
,21.0,-10.0,0.992,,196,65,56,3706,,,,
,20.9,-9.44,0.992,,200,65,57,3770,,,,
,21.0,-9.45,0.991,,204,66,58,3871,,,,
,21.0,-9.6,0.991,,208,66,59,3976,,,,
,21.7,-9.64,0.991,,212,67,61,4114,,,,
,21.6,-9.65,0.991,,216,66,62,4147,,,,
,21.0,-9.83,0.991,,220,66,63,4177,,,,
,20.3,-9.81,0.99,,224,65,64,4227,,,,
,19.8,-9.79,0.99,,228,65,65,4255,,,,
,19.7,-10.4,0.99,,232,64,66,4290,,,,
,19.6,-10.5,0.99,,236,64,67,4318,,,,
,19.4,-10.5,0.99,,240,64,68,4367,,,,
,19.6,-10.5,0.99,,244,63,69,4407,,,,
,19.1,-10.5,0.99,,248,63,70,4435,,,,
,18.8,-10.5,0.99,,252,62,71,4476,,,,
,16.5,-10.9,0.99,,256,62,72,4522,,,,
,16.3,-10.9,0.99,,260,62,73,4582,,,,
,16.1,-10.7,0.99,,264,62,74,4637,,,,
,15.8,-10.4,0.989,,268,62,75,4703,,,,
,15.7,-10.3,0.989,,272,62,76,4795,,,,
,16.0,-10.3,0.989,,276,62,77,4895,,,,
,15.7,-10.3,0.989,,280,63,78,4982,,,,
,17.0,-11.6,0.988,,284,64,80,5183,,,,
,17.0,-11.5,0.988,,288,64,81,5227,,,,
,16.4,-11.5,0.988,,292,63,82,5260,,,,
,16.4,-11.5,0.988,,296,63,83,5343,,,,
,16.2,-12.9,0.988,,300,63,84,5388,,,,
,15.4,-12.9,0.988,,304,63,85,5414,,,,
,15.7,-12.7,0.988,,308,63,86,5543,,,,
,14.8,-12.7,0.987,,312,63,87,5589,,,,
,15.3,-12.7,0.987,,316,63,88,5674,,,,
,16.7,-12.8,0.987,,320,64,90,5851,,,,
,17.7,-12.8,0.987,,324,65,91,5995,,,,
,18.5,-12.6,0.986,,328,65,92,6105,,,,
,19.7,-12.2,0.986,,332,66,94,6258,,,,
,20.2,-12.1,0.986,,336,66,95,6340,,,,
,20.4,-11.9,0.986,,340,66,96,6409,,,,
,20.5,-11.9,0.985,,344,66,97,6455,,,,
,21.1,-11.7,0.985,,348,66,98,6541,,,,
,21.1,-11.8,0.985,,352,66,99,6583,,,,
,21.4,-11.8,0.985,,356,66,100,6663,,,,
,21.3,-11.8,0.985,,360,65,101,6714,,,,
,21.6,-11.8,0.985,,364,65,103,6798,,,,
,21.5,-11.8,0.985,,368,65,104,6857,,,,
,21.4,-11.9,0.984,,372,65,105,6931,,,,
,21.8,-11.7,0.984,,376,66,106,7071,,,,
,21.1,-11.7,0.984,,380,66,107,7097,,,,
,19.8,-11.5,0.984,,384,65,108,7161,,,,
,19.9,-11.5,0.984,,388,65,109,7213,,,,
,19.9,-11.3,0.984,,392,65,110,7248,,,,
,20.8,-11.4,0.983,,396,66,111,7421,,,,
,21.1,-10.6,0.983,,400,66,113,7494,,,,
,21.6,-10.7,0.983,,404,66,114,7569,,,,
,21.3,-10.9,0.983,,408,66,115,7670,,,,
,21.3,-11.1,0.983,,412,66,116,7720,,,,
,21.9,-11.0,0.982,,416,66,117,7864,,,,
,21.6,-10.8,0.982,,420,67,119,8012,,,,
,20.6,-10.8,0.982,,424,67,120,8050,,,,
,20.4,-10.9,0.982,,428,67,121,8147,,,,
,19.5,-11.1,0.982,,432,67,122,8208,,,,
,20.2,-11.3,0.981,,436,67,123,8365,,,,
,19.8,-11.5,0.981,,440,67,124,8385,,,,
,19.7,-11.5,0.981,,444,67,125,8425,,,,
,20.0,-11.9,0.981,,448,67,126,8539,,,,
,20.4,-11.9,0.981,,452,67,128,8623,,,,
,20.9,-10.9,0.98,,456,67,129,8749,,,,
,22.1,-10.9,0.98,,460,68,130,8923,,,,
,21.8,-11.1,0.98,,464,68,131,8980,,,,
,22.0,-11.2,0.98,,468,68,132,9058,,,,
,21.9,-11.2,0.979,,472,68,134,9122,,,,
,21.0,-11.4,0.979,,476,67,135,9171,,,,
,21.0,-11.4,0.979,,480,67,136,9199,,,,
,20.6,-11.4,0.979,,484,67,137,9225,,,,
,20.8,-11.4,0.979,,488,67,138,9297,,,,
,21.4,-11.6,0.979,,492,67,139,9388,,,,
,20.1,-11.5,0.979,,496,67,140,9434,,,,
,19.8,-12.1,0.979,,500,67,141,9473,,,,
,19.8,-12.0,0.979,,504,67,142,9544,,,,
,19.6,-11.9,0.978,,508,67,143,9627,,,,
,20.8,-11.8,0.978,,512,67,144,9800,,,,
,20.2,-11.9,0.978,,516,67,146,9885,,,,
,19.2,-12.0,0.978,,520,67,147,9928,,,,
,19.9,-11.1,0.977,,524,67,148,10045,,0.0001,2.52,11.0
,19.3,-11.1,0.977,,528,67,149,10076,,0.0001,0.735,18.0
,19.4,-11.3,0.977,,532,67,151,10150,,0.0001,0.733,37.0
,18.3,-11.1,0.977,,536,67,152,10193,,0.0001,0.55,48.0
,19.1,-11.1,0.977,,540,67,153,10295,,0.0001,2.41,73.0
,19.5,-11.6,0.977,,544,67,154,10371,,0.0001,0.732,92.0
,19.6,-11.5,0.976,,548,67,155,10500,,0.0001,0.367,124.0
,19.5,-11.3,0.976,,552,67,157,10574,,0.0001,0.731,143.0
,18.9,-12.4,0.976,,556,67,158,10637,,0.0001,0.186,159.0
,17.6,-12.6,0.976,,560,67,159,10685,,0.0001,0.908,171.0
,17.7,-12.4,0.976,,564,67,160,10749,,0.0001,1.09,187.0
,17.5,-12.3,0.976,,568,66,161,10810,,0.0001,0.909,202.0
,17.3,-12.1,0.976,,572,66,162,10849,,0.0001,0.365,212.0
,18.1,-12.3,0.975,,576,67,163,10981,,0.0001,2.25,245.0
,18.5,-12.3,0.975,,580,66,165,11052,,0.0001,1.08,262.0
,18.8,-12.3,0.975,,584,66,166,11104,,0.0001,0.902,275.0
,18.8,-12.3,0.975,,588,66,167,11177,,0.0001,0.183,294.0
,18.9,-12.3,0.975,,592,66,168,11275,,0.0001,2.45,318.0
,19.2,-12.3,0.974,,596,66,169,11352,,0.0001,0.00344,337.0
,19.6,-12.5,0.974,,600,66,170,11429,,0.0001,0.363,357.0
,19.9,-12.6,0.974,,604,66,172,11531,,0.0001,0.54,382.0
,19.8,-12.6,0.974,,608,66,173,11611,,0.0001,0.585,402.0
,19.3,-12.7,0.974,,612,67,174,11732,,0.0001,1.48,432.0
,18.8,-12.7,0.974,,616,66,175,11760,,0.0001,0.719,439.0
,19.4,-12.9,0.973,,620,67,176,11867,,0.0001,0.544,466.0
,18.5,-13.8,0.973,,624,66,178,11891,,0.0001,0.362,472.0
,18.7,-13.8,0.973,,628,66,179,11947,,0.0001,0.358,486.0
,18.9,-14.1,0.973,,632,66,180,12040,,0.0001,1.07,509.0
,19.1,-14.1,0.973,,636,66,181,12105,,0.0001,0.897,526.0
,19.7,-14.2,0.972,,640,67,182,12264,,0.0001,0.717,565.0
,19.9,-13.3,0.972,,644,67,184,12358,,0.0001,1.02,589.0
,19.3,-13.3,0.972,,648,67,185,12429,,0.0001,0.539,607.0
,19.3,-13.5,0.972,,652,67,186,12507,,0.0001,0.711,626.0
,19.0,-13.3,0.972,,656,66,187,12541,,0.0001,0.669,635.0
,19.1,-12.2,0.972,,660,66,188,12598,,0.0001,0.539,649.0
,19.1,-11.3,0.972,,664,66,189,12655,,0.0001,0.182,663.0
,19.8,-11.5,0.971,,668,66,191,12793,,0.0001,1.47,698.0
,20.0,-11.5,0.971,,672,66,192,12845,,0.0001,1.11,711.0
,19.2,-11.4,0.971,,676,66,193,12903,,0.0001,0.534,725.0
,19.3,-11.3,0.971,,680,66,194,12981,,0.0001,0.536,745.0
,20.1,-11.3,0.97,,684,66,195,13116,,0.0001,2.32,778.0
,19.9,-11.3,0.97,,688,66,196,13168,,0.0001,0.356,791.0
,19.8,-11.5,0.97,,692,66,198,13251,,0.0001,1.06,812.0
,20.3,-11.5,0.97,,696,67,199,13381,,0.0001,0.885,845.0
,20.2,-11.5,0.97,,700,67,200,13453,,0.0001,1.06,863.0
,19.8,-11.3,0.97,,704,66,201,13506,,0.0001,1.25,876.0
,19.6,-11.2,0.969,,708,66,202,13568,,0.0001,0.54,891.0
,19.4,-10.7,0.969,,712,66,204,13677,,0.0001,0.706,919.0
,19.6,-10.7,0.969,,716,66,205,13721,,0.0001,1.23,930.0
,19.8,-10.5,0.969,,720,67,206,13843,,0.0001,0.487,960.0
,20.5,-10.6,0.969,,724,67,207,13937,,0.0001,0.885,984.0
,20.7,-10.6,0.968,,728,67,208,14021,,0.0001,0.884,1005.0
,20.2,-10.3,0.968,,732,66,210,14061,,0.0001,0.53,1015.0
,20.5,-9.08,0.968,,736,66,211,14152,,0.0001,1.92,1037.0
,19.5,-9.04,0.968,,740,66,212,14217,,0.0001,2.08,1054.0
,19.1,-9.58,0.968,,744,66,213,14268,,0.0001,0.753,1066.0
,18.7,-9.56,0.968,,748,66,214,14296,,0.0001,0.705,1073.0
,18.7,-9.7,0.968,,752,66,215,14373,,0.0001,0.361,1093.0
,19.0,-9.71,0.968,,756,66,216,14439,,0.0001,0.879,1109.0
,19.3,-10.7,0.967,,760,66,217,14526,,0.0001,0.362,1131.0
,19.2,-11.5,0.967,,764,66,219,14572,,0.0001,0.185,1142.0
,18.2,-11.3,0.967,,768,66,220,14616,,0.0001,0.355,1153.0
,18.6,-11.3,0.967,,772,66,221,14708,,0.0001,0.577,1176.0
,18.6,-11.3,0.967,,776,66,222,14768,,0.0001,1.04,1191.0
,18.3,-11.3,0.967,,780,66,223,14811,,0.0001,0.755,1202.0
,17.7,-11.4,0.966,,784,66,224,14890,,0.0001,0.754,1222.0
,17.8,-11.4,0.966,,788,66,225,14950,,0.0001,1.32,1237.0
,18.6,-11.2,0.966,,792,66,227,15106,,0.0001,0.877,1276.0
,18.0,-11.2,0.966,,796,66,228,15181,,0.0001,1.63,1295.0
,18.0,-11.2,0.966,,800,66,229,15253,,0.0001,0.868,1313.0
,18.2,-11.4,0.966,,804,66,230,15327,,0.0001,0.0125,1331.0
,18.0,-11.4,0.965,,808,66,231,15369,,0.0001,0.353,1342.0
,18.3,-11.8,0.965,,812,66,233,15504,,0.0001,0.182,1375.0
,18.6,-11.8,0.965,,816,66,234,15583,,0.0001,0.36,1395.0
,18.4,-11.0,0.965,,820,66,235,15681,,0.0001,0.185,1420.0
,18.0,-11.0,0.965,,824,66,236,15733,,0.0001,0.521,1433.0
,17.8,-11.0,0.964,,828,66,237,15800,,0.0001,0.353,1449.0
,18.1,-9.72,0.964,,832,66,238,15875,,0.0001,0.699,1468.0
,18.3,-10.7,0.964,,836,66,240,15984,,0.0001,0.872,1495.0
,19.2,-10.9,0.964,,840,66,241,16138,,0.0001,1.58,1534.0
,19.6,-10.8,0.963,,844,66,242,16232,,0.0001,1.59,1557.0
,21.4,-9.85,0.963,,848,67,244,16433,,0.0001,1.04,1608.0
,21.3,-9.84,0.963,,852,67,245,16502,,0.0001,0.693,1625.0
,20.8,-9.83,0.963,,856,67,246,16522,,0.0001,0.522,1630.0
,20.6,-9.21,0.963,,860,66,247,16587,,0.0001,0.523,1646.0
,20.8,-8.41,0.963,,864,66,248,16655,,0.0001,0.683,1663.0
,21.5,-8.6,0.962,,868,67,250,16769,,0.0001,2.59,1692.0
,20.9,-8.58,0.962,,872,66,251,16796,,0.0001,0.692,1698.0
,21.5,-8.77,0.962,,876,67,252,16922,,0.0001,0.702,1730.0
,21.9,-7.79,0.962,,880,67,253,17001,,0.0001,0.932,1750.0
,21.4,-7.76,0.962,,884,66,254,17034,,0.0001,0.518,1758.0
,22.2,-7.95,0.961,,888,67,256,17166,,0.0001,0.696,1791.0
,22.2,-7.96,0.961,,892,67,257,17325,,0.0001,0.179,1831.0
,22.6,-7.71,0.961,,896,67,258,17443,,0.0001,0.513,1860.0
,22.3,-7.85,0.961,,900,67,259,17481,,0.0001,0.0181,1870.0
,22.1,-7.84,0.961,,904,67,260,17534,,0.0001,2.05,1883.0
,22.3,-7.86,0.96,,908,67,262,17596,,0.0001,0.36,1898.0
,21.4,-7.81,0.96,,912,67,263,17645,,0.0001,0.572,1911.0
,21.3,-7.84,0.96,,916,67,264,17712,,0.0001,1.19,1927.0
,21.0,-8.68,0.96,,920,66,265,17778,,0.0001,0.686,1944.0
,22.3,-8.74,0.96,,924,67,266,17965,,0.0001,0.517,1991.0
,23.4,-8.74,0.959,,928,67,268,18144,,0.0001,1.33,2035.0
,23.0,-9.97,0.959,,932,67,269,18174,,0.0001,0.853,2043.0
,22.2,-10.1,0.959,,936,67,270,18203,,0.0001,0.995,2050.0
,21.5,-10.1,0.959,,940,67,271,18288,,0.0001,0.659,2071.0
,21.5,-10.1,0.959,,944,67,272,18382,,0.0001,0.909,2095.0
,20.8,-10.8,0.958,,948,67,274,18516,,0.0001,0.0151,2128.0
,20.4,-10.8,0.958,,952,67,275,18545,,0.0001,0.518,2136.0
,20.9,-10.8,0.958,,956,67,276,18617,,0.0001,0.82,2154.0
,21.9,-11.6,0.958,,960,67,278,18775,,0.0001,1.36,2193.0
,22.0,-12.4,0.958,,964,67,279,18853,,0.0001,0.522,2213.0
,21.5,-12.2,0.957,,968,67,280,18915,,0.0001,0.585,2228.0
,22.1,-12.2,0.957,,972,67,281,19002,,0.0001,1.21,2250.0
,21.4,-12.1,0.957,,976,67,282,19067,,0.0001,0.344,2266.0
,21.3,-13.1,0.957,,980,67,283,19131,,0.0001,0.685,2282.0
,22.4,-13.1,0.957,,984,67,285,19274,,0.0001,2.41,2318.0
,21.6,-12.9,0.957,,988,67,286,19327,,0.0001,0.852,2331.0
,20.7,-12.9,0.956,,992,67,287,19398,,0.0001,0.682,2349.0
,20.4,-13.3,0.956,,996,67,288,19478,,0.0001,0.565,2369.0
,21.4,-13.3,0.956,,1000,67,290,19623,,0.0001,0.643,2405.0
,21.1,-13.3,0.956,,1004,67,291,19648,,0.0001,0.905,2411.0
,21.6,-13.3,0.956,,1008,67,292,19752,,0.0001,0.995,2437.0
,21.8,-13.3,0.955,,1012,67,293,19823,,0.0001,0.675,2455.0
,22.0,-13.5,0.955,,1016,67,294,19914,,0.0001,0.183,2478.0
,22.2,-13.5,0.955,,1020,67,295,20002,,0.0001,0.425,2500.0
,21.1,-13.4,0.955,,1024,67,297,20074,,0.0001,1.75,2518.0
,20.4,-12.8,0.955,,1028,67,298,20184,,0.0001,0.512,2545.0
,20.7,-11.8,0.954,,1032,67,299,20240,,0.0001,1.77,2559.0
,20.9,-11.8,0.954,,1036,67,300,20295,,0.0001,0.36,2573.0
,21.0,-11.5,0.954,,1040,67,301,20391,,0.0001,0.506,2597.0
,20.8,-11.5,0.954,,1044,67,303,20462,,0.0001,0.359,2615.0
,20.4,-11.8,0.954,,1048,67,304,20556,,0.0001,0.347,2638.0
,20.8,-11.6,0.954,,1052,67,305,20622,,0.0001,0.18,2655.0
,20.9,-11.6,0.953,,1056,67,306,20705,,0.0001,3.32,2676.0
,20.1,-11.2,0.953,,1060,67,307,20790,,0.0001,0.511,2697.0
,19.9,-11.0,0.953,,1064,67,308,20847,,0.0001,0.518,2711.0
,20.4,-11.2,0.953,,1068,67,310,20950,,0.0001,1.17,2737.0
,19.8,-11.0,0.953,,1072,67,311,20982,,0.0001,0.845,2745.0
,20.4,-10.6,0.953,,1076,67,312,21107,,0.0001,1.05,2776.0
,20.2,-10.6,0.952,,1080,67,313,21153,,0.0001,1.51,2788.0
,19.7,-10.6,0.952,,1084,67,314,21240,,0.0001,1.93,2809.0
,20.5,-10.6,0.952,,1088,67,316,21377,,0.0001,0.512,2844.0
,20.2,-10.6,0.952,,1092,67,317,21417,,0.0001,0.946,2854.0
,19.9,-10.4,0.952,,1096,67,318,21472,,0.0001,0.666,2867.0
,20.0,-10.3,0.951,,1100,67,319,21620,,0.0001,0.413,2904.0
,20.3,-10.3,0.951,,1104,67,320,21682,,0.0001,0.493,2920.0
,20.0,-10.3,0.951,,1108,67,322,21751,,0.0001,0.956,2937.0
,19.5,-10.2,0.951,,1112,67,323,21772,,0.0001,0.832,2942.0
,19.2,-10.1,0.951,,1116,67,324,21830,,0.0001,0.667,2957.0
,18.9,-10.1,0.951,,1120,67,325,21891,,0.0001,1.01,2972.0
,18.7,-10.1,0.951,,1124,67,326,21942,,0.0001,0.0178,2985.0
,18.9,-10.6,0.95,,1128,67,327,22070,,0.0001,1.15,3017.0
,18.9,-11.6,0.95,,1132,67,328,22131,,0.0001,0.664,3032.0
,19.4,-11.5,0.95,,1136,67,330,22240,,0.0001,2.07,3059.0
,18.9,-11.6,0.95,,1140,67,331,22283,,0.0001,0.504,3070.0
,18.9,-10.6,0.95,,1144,67,332,22357,,0.0001,0.176,3089.0
,18.6,-10.2,0.95,,1148,67,333,22413,,0.0001,0.989,3103.0
,19.0,-10.2,0.949,,1152,67,334,22518,,0.0001,0.347,3129.0
,19.4,-9.59,0.949,,1156,67,336,22642,,0.0001,0.983,3160.0
,19.3,-9.79,0.949,,1160,67,337,22717,,0.0001,0.366,3179.0
,19.5,-9.8,0.949,,1164,67,338,22798,,0.0001,0.513,3199.0
,18.9,-9.64,0.949,,1168,67,339,22845,,0.0001,0.525,3211.0
,20.0,-9.08,0.948,,1172,67,340,22984,,0.0001,0.181,3245.0
,19.8,-9.47,0.948,,1176,67,342,23085,,0.0001,2.15,3271.0
,20.4,-9.45,0.948,,1180,67,343,23195,,0.0001,0.177,3298.0
,20.4,-9.45,0.948,,1184,67,344,23284,,0.0001,0.361,3320.0
,19.6,-9.41,0.947,,1188,67,345,23337,,0.0001,1.01,3334.0
,20.0,-8.62,0.947,,1192,67,347,23414,,0.0001,0.0185,3353.0
,22.4,-8.42,0.947,,1196,67,348,23712,,0.0001,0.841,3427.0
,21.4,-8.38,0.947,,1200,67,349,23764,,0.0001,0.359,3440.0
,22.2,-8.57,0.946,,1204,68,351,23898,,0.0001,1.01,3474.0
,22.6,-8.59,0.946,,1208,68,352,24015,,0.0001,0.506,3503.0
,23.7,-8.43,0.946,,1212,68,353,24138,,0.0001,0.506,3534.0
,24.4,-8.61,0.945,,1216,68,355,24266,,0.0001,0.518,3566.0
,24.1,-7.75,0.945,,1220,68,356,24305,,0.0001,0.667,3576.0
,24.8,-7.78,0.945,,1224,68,357,24423,,0.0001,0.674,3605.0
,24.4,-7.6,0.945,,1228,68,358,24505,,0.0001,0.331,3626.0
,24.2,-7.75,0.945,,1232,68,359,24555,,0.0001,0.347,3638.0
,23.7,-7.93,0.945,,1236,68,361,24612,,0.0001,0.822,3652.0
,24.2,-8.1,0.944,,1240,68,362,24704,,0.0001,0.028,3675.0
,24.3,-9.11,0.944,,1244,68,363,24785,,0.0001,0.964,3696.0
,24.4,-9.52,0.944,,1248,68,364,24857,,0.0001,0.667,3714.0
,24.8,-9.69,0.944,,1252,68,366,24995,,0.0001,0.664,3748.0
,26.0,-10.3,0.943,,1256,68,367,25244,,0.0001,0.977,3810.0
,25.5,-10.3,0.943,,1260,68,368,25263,,0.0001,0.506,3815.0
,25.6,-10.3,0.943,,1264,68,369,25354,,0.0001,0.348,3838.0
,25.4,-10.3,0.943,,1268,68,370,25390,,0.0001,1.31,3847.0
,24.6,-11.1,0.943,,1272,68,372,25442,,0.0001,0.329,3860.0
,23.9,-10.9,0.943,,1276,68,373,25473,,0.0001,0.861,3868.0
,23.3,-10.9,0.943,,1280,68,374,25522,,0.0001,0.655,3880.0
,23.6,-10.9,0.942,,1284,68,375,25649,,0.0001,0.504,3912.0
,24.2,-11.1,0.942,,1288,68,376,25760,,0.0001,0.168,3939.0
,23.9,-10.9,0.942,,1292,68,377,25809,,0.0001,1.05,3952.0
,22.3,-11.6,0.942,,1296,68,379,25945,,0.0001,0.896,3986.0
,22.8,-11.7,0.941,,1300,68,380,26039,,0.0001,0.34,4009.0
,22.1,-11.5,0.941,,1304,68,381,26110,,0.0001,0.519,4027.0
,21.4,-11.5,0.941,,1308,68,382,26150,,0.0001,0.321,4037.0
,20.8,-11.7,0.941,,1312,68,383,26219,,0.0001,0.337,4054.0
,19.8,-11.5,0.941,,1316,68,384,26249,,0.0001,1.58,4062.0
,19.8,-12.3,0.941,,1320,68,385,26283,,0.0001,0.346,4070.0
,19.3,-12.3,0.941,,1324,68,387,26353,,0.0001,0.193,4088.0
,19.2,-12.5,0.941,,1328,68,388,26429,,0.0001,0.18,4107.0
,19.0,-12.3,0.94,,1332,67,389,26452,,0.0001,0.659,4112.0
,20.4,-12.4,0.94,,1336,68,390,26648,,0.0001,0.485,4161.0
,20.1,-12.4,0.94,,1340,68,391,26717,,0.0001,0.67,4179.0
,19.6,-12.3,0.94,,1344,68,392,26740,,0.0001,0.997,4184.0
,19.9,-12.5,0.94,,1348,68,394,26842,,0.0001,0.665,4210.0
,19.1,-12.1,0.939,,1352,68,395,26906,,0.0001,0.81,4226.0
,17.9,-12.2,0.939,,1356,68,396,27037,,0.0001,1.3,4259.0
,18.1,-12.2,0.939,,1360,68,397,27078,,0.0001,1.91,4269.0
,18.4,-12.4,0.939,,1364,68,399,27195,,0.0001,0.49,4298.0
,19.2,-12.5,0.939,,1368,68,400,27313,,0.0001,0.632,4328.0
,19.6,-12.3,0.938,,1372,68,401,27407,,0.0001,0.976,4351.0
,20.9,-12.7,0.938,,1376,68,403,27562,,0.0001,0.334,4390.0
,21.4,-12.8,0.938,,1380,68,404,27657,,0.0001,0.21,4414.0
,21.7,-12.9,0.937,,1384,68,405,27822,,0.0001,0.175,4455.0
,21.4,-12.5,0.937,,1388,68,407,27901,,0.0001,1.13,4475.0
,21.6,-13.5,0.937,,1392,68,408,27974,,0.0001,1.14,4493.0
,20.7,-13.0,0.937,,1396,68,409,28014,,0.0001,0.664,4503.0
,20.5,-12.9,0.937,,1400,68,410,28085,,0.0001,0.174,4521.0
,21.1,-12.7,0.937,,1404,68,411,28215,,0.0001,0.518,4553.0
,21.4,-11.7,0.936,,1408,68,412,28295,,0.0001,1.03,4573.0
,22.3,-11.7,0.936,,1412,68,414,28453,,0.0001,0.481,4613.0
,22.6,-10.7,0.936,,1416,68,415,28509,,0.0001,2.2,4627.0
,22.5,-10.7,0.936,,1420,68,416,28532,,0.0001,0.631,4632.0
,22.4,-10.7,0.936,,1424,68,417,28588,,0.0001,1.15,4646.0
,22.5,-10.8,0.935,,1428,68,418,28677,,0.0001,0.818,4669.0
,23.9,-10.6,0.935,,1432,68,420,28837,,0.0001,1.12,4709.0
,22.9,-11.1,0.935,,1436,68,421,28940,,0.0001,0.408,4734.0
,23.1,-10.1,0.935,,1440,68,422,29025,,0.0001,0.505,4756.0
,23.9,-10.2,0.934,,1444,68,424,29127,,0.0001,0.67,4781.0
,23.1,-9.97,0.934,,1448,68,425,29148,,0.0001,1.27,4786.0
,22.8,-10.2,0.934,,1452,68,426,29186,,0.0001,0.41,4796.0
,21.9,-10.0,0.934,,1456,68,427,29228,,0.0001,0.536,4806.0
,21.9,-10.0,0.934,,1460,68,428,29265,,0.0001,0.954,4816.0
,21.4,-10.0,0.934,,1464,68,429,29339,,0.0001,0.417,4834.0
,21.1,-9.79,0.934,,1468,68,430,29421,,0.0001,0.362,4855.0
,20.8,-10.1,0.934,,1472,68,431,29483,,0.0001,0.191,4870.0
,20.1,-9.94,0.933,,1476,68,432,29567,,0.0001,0.798,4891.0
,19.8,-9.78,0.933,,1480,68,433,29633,,0.0001,0.717,4908.0
,18.4,-9.52,0.933,,1484,68,434,29667,,0.0001,1.84,4916.0
,19.0,-10.0,0.933,,1488,68,436,29797,,0.0001,0.173,4949.0
,18.9,-10.1,0.933,,1492,68,437,29866,,0.0001,0.496,4966.0
,19.3,-10.2,0.933,,1496,68,438,29945,,0.0001,0.983,4986.0
,19.2,-10.4,0.932,,1500,68,439,30010,,0.0001,0.505,5002.0
,18.7,-10.6,0.932,,1504,68,440,30088,,0.0001,0.515,5021.0
,18.4,-11.3,0.932,,1508,68,442,30137,,0.0001,0.665,5034.0
,17.7,-11.3,0.932,,1512,68,443,30226,,0.0001,0.473,5056.0
,18.2,-12.3,0.932,,1516,68,444,30330,,0.0001,0.0364,5082.0
,18.4,-11.3,0.932,,1520,68,445,30369,,0.0001,2.22,5092.0
,18.3,-11.3,0.932,,1524,68,446,30420,,0.0001,0.321,5104.0
,18.9,-10.5,0.931,,1528,68,448,30566,,0.0001,0.538,5141.0
,17.6,-10.7,0.931,,1532,68,449,30594,,0.0001,0.643,5148.0
,17.3,-9.01,0.931,,1536,68,450,30668,,0.0001,2.19,5166.0
,17.0,-9.79,0.931,,1540,68,451,30723,,0.0001,0.818,5180.0
,16.5,-9.76,0.931,,1544,68,452,30776,,0.0001,0.978,5193.0
,16.9,-9.79,0.931,,1548,67,453,30836,,0.0001,0.325,5208.0
,17.2,-9.8,0.93,,1552,67,454,30902,,0.0001,0.804,5225.0
,17.8,-9.83,0.93,,1556,68,456,31012,,0.0001,0.336,5252.0
,18.2,-9.84,0.93,,1560,67,457,31082,,0.0001,0.631,5270.0
,18.1,-9.84,0.93,,1564,67,458,31145,,0.0001,0.456,5286.0
