rollout/,ep_len_mean,ep_rew_mean,exploration_rate,time/,episodes,fps,time_elapsed,total_timesteps,train/,learning_rate,loss,n_updates
,23.0,-11.5,0.832,,3404,72,1027,74565,,0.0001,0.788,16141.0
,21.7,-10.7,0.832,,3408,72,1029,74757,,0.0001,0.92,16189.0
,22.1,-10.7,0.832,,3412,72,1030,74847,,0.0001,0.617,16211.0
,22.1,-10.7,0.831,,3416,72,1031,74961,,0.0001,0.522,16240.0
,22.4,-10.7,0.831,,3420,72,1032,75089,,0.0001,0.636,16272.0
,22.4,-10.5,0.831,,3424,72,1034,75149,,0.0001,0.434,16287.0
,22.3,-10.9,0.831,,3428,72,1035,75194,,0.0001,0.709,16298.0
,22.1,-10.8,0.831,,3432,72,1036,75275,,0.0001,0.486,16318.0
,23.1,-10.7,0.83,,3436,72,1037,75399,,0.0001,0.0326,16349.0
,23.1,-9.96,0.83,,3440,72,1039,75562,,0.0001,0.487,16390.0
,24.2,-10.5,0.83,,3444,72,1040,75746,,0.0001,0.343,16436.0
,24.9,-10.6,0.829,,3448,72,1042,75883,,0.0001,0.548,16470.0
,24.5,-10.8,0.829,,3452,72,1043,75959,,0.0001,0.147,16489.0
,25.8,-10.2,0.829,,3456,72,1044,76164,,0.0001,0.553,16540.0
,26.4,-11.1,0.828,,3460,72,1046,76365,,0.0001,0.298,16591.0
,26.1,-11.9,0.828,,3464,72,1047,76405,,0.0001,0.777,16601.0
,27.1,-11.9,0.828,,3468,73,1048,76574,,0.0001,1.04,16643.0
,27.1,-12.1,0.827,,3472,73,1050,76692,,0.0001,0.455,16672.0
,27.4,-12.1,0.827,,3476,73,1051,76755,,0.0001,0.0425,16688.0
,27.6,-10.8,0.827,,3480,73,1052,76910,,0.0001,0.218,16727.0
,27.5,-10.8,0.827,,3484,73,1054,77006,,0.0001,0.125,16751.0
,29.0,-11.2,0.826,,3488,73,1055,77198,,0.0001,0.74,16799.0
,30.2,-11.2,0.826,,3492,73,1057,77356,,0.0001,0.0472,16838.0
,30.6,-11.2,0.826,,3496,73,1058,77457,,0.0001,0.478,16864.0
,31.3,-11.4,0.826,,3500,73,1059,77541,,0.0001,0.769,16885.0
,30.9,-11.5,0.825,,3504,73,1060,77650,,0.0001,0.784,16912.0
,29.2,-11.9,0.825,,3508,73,1061,77679,,0.0001,0.958,16919.0
,30.0,-12.1,0.825,,3512,73,1063,77847,,0.0001,0.644,16961.0
,30.8,-12.3,0.824,,3516,73,1064,78039,,0.0001,0.482,17009.0
,30.2,-12.3,0.824,,3520,73,1065,78111,,0.0001,0.742,17027.0
,30.5,-12.3,0.824,,3524,73,1067,78195,,0.0001,0.255,17048.0
,30.6,-12.3,0.824,,3528,73,1068,78253,,0.0001,1.42,17063.0
,30.3,-12.3,0.824,,3532,73,1069,78304,,0.0001,0.659,17075.0
,30.6,-12.6,0.823,,3536,73,1070,78457,,0.0001,0.367,17114.0
,29.9,-13.2,0.823,,3540,73,1072,78556,,0.0001,0.72,17138.0
,29.1,-13.2,0.823,,3544,73,1073,78655,,0.0001,0.332,17163.0
,29.3,-13.2,0.823,,3548,73,1074,78812,,0.0001,0.673,17202.0
,29.2,-13.0,0.823,,3552,73,1076,78882,,0.0001,1.07,17220.0
,27.8,-13.6,0.822,,3556,73,1077,78945,,0.0001,0.555,17236.0
,26.1,-13.4,0.822,,3560,73,1078,78978,,0.0001,1.88,17244.0
,26.3,-13.4,0.822,,3564,73,1079,79036,,0.0001,0.788,17258.0
,25.3,-13.4,0.822,,3568,73,1080,79101,,0.0001,0.855,17275.0
,26.0,-13.3,0.822,,3572,73,1082,79295,,0.0001,0.149,17323.0
,26.9,-13.3,0.821,,3576,73,1083,79445,,0.0001,0.0389,17361.0
,26.4,-14.7,0.821,,3580,73,1085,79552,,0.0001,0.49,17387.0
,26.7,-14.5,0.821,,3584,73,1086,79674,,0.0001,0.346,17418.0
,25.7,-14.1,0.821,,3588,73,1087,79770,,0.0001,0.392,17442.0
,25.8,-13.3,0.82,,3592,73,1089,79937,,0.0001,0.179,17484.0
,25.5,-13.3,0.82,,3596,73,1090,80008,,0.0001,1.39,17501.0
,25.8,-13.3,0.82,,3600,73,1091,80118,,0.0001,0.151,17529.0
,26.1,-13.1,0.819,,3604,73,1093,80262,,0.0001,0.816,17565.0
,26.9,-13.3,0.819,,3608,73,1094,80372,,0.0001,0.156,17592.0
,26.8,-13.1,0.819,,3612,73,1095,80531,,0.0001,0.191,17632.0
,25.7,-12.9,0.819,,3616,73,1097,80609,,0.0001,0.911,17652.0
,25.9,-12.9,0.818,,3620,73,1098,80701,,0.0001,0.931,17675.0
,26.4,-12.9,0.818,,3624,73,1099,80837,,0.0001,0.615,17709.0
,26.2,-12.9,0.818,,3628,73,1100,80876,,0.0001,0.698,17718.0
,26.3,-12.9,0.818,,3632,73,1101,80936,,0.0001,0.353,17733.0
,25.9,-12.4,0.818,,3636,73,1103,81046,,0.0001,0.305,17761.0
,25.9,-12.4,0.817,,3640,73,1104,81147,,0.0001,0.412,17786.0
,26.2,-12.4,0.817,,3644,73,1105,81271,,0.0001,0.354,17817.0
,26.3,-12.5,0.817,,3648,73,1107,81446,,0.0001,0.469,17861.0
,26.1,-12.6,0.817,,3652,73,1108,81494,,0.0001,1.82,17873.0
,26.0,-12.5,0.817,,3656,73,1109,81543,,0.0001,0.634,17885.0
,26.8,-12.7,0.816,,3660,73,1110,81662,,0.0001,0.317,17915.0
,28.2,-12.7,0.816,,3664,73,1112,81856,,0.0001,0.338,17963.0
,28.1,-11.7,0.816,,3668,73,1113,81916,,0.0001,1.76,17978.0
,27.5,-11.8,0.815,,3672,73,1114,82041,,0.0001,0.371,18010.0
,27.2,-11.8,0.815,,3676,73,1116,82169,,0.0001,0.738,18042.0
,27.7,-11.7,0.815,,3680,73,1117,82325,,0.0001,0.646,18081.0
,28.4,-10.5,0.814,,3684,73,1119,82513,,0.0001,0.0718,18128.0
,28.4,-10.6,0.814,,3688,73,1120,82615,,0.0001,0.431,18153.0
,27.7,-11.5,0.814,,3692,73,1121,82711,,0.0001,0.385,18177.0
,28.2,-11.4,0.814,,3696,73,1123,82833,,0.0001,0.318,18208.0
,28.2,-11.3,0.813,,3700,73,1124,82941,,0.0001,0.208,18235.0
,27.6,-11.4,0.813,,3704,73,1125,83026,,0.0001,0.263,18256.0
,26.8,-11.2,0.813,,3708,73,1126,83051,,0.0001,0.778,18262.0
,27.3,-11.4,0.813,,3712,73,1128,83263,,0.0001,0.846,18315.0
,27.2,-11.4,0.813,,3716,73,1129,83330,,0.0001,2.0,18332.0
,27.7,-11.6,0.812,,3720,73,1130,83472,,0.0001,0.526,18367.0
,27.7,-10.7,0.812,,3724,73,1132,83609,,0.0001,1.34,18402.0
,28.2,-10.8,0.812,,3728,73,1133,83697,,0.0001,0.475,18424.0
,29.7,-10.8,0.811,,3732,73,1135,83908,,0.0001,0.099,18476.0
,29.4,-11.0,0.811,,3736,73,1136,83989,,0.0001,0.689,18497.0
,29.4,-10.8,0.811,,3740,73,1137,84083,,0.0001,1.11,18520.0
,29.5,-10.8,0.811,,3744,73,1139,84221,,0.0001,0.965,18555.0
,29.5,-10.6,0.81,,3748,73,1140,84393,,0.0001,0.217,18598.0
,29.9,-10.5,0.81,,3752,73,1141,84480,,0.0001,0.474,18619.0
,30.4,-10.5,0.81,,3756,73,1143,84580,,0.0001,0.508,18644.0
,30.6,-10.4,0.809,,3760,74,1144,84718,,0.0001,0.969,18679.0
,29.6,-10.4,0.809,,3764,74,1145,84815,,0.0001,0.213,18703.0
,29.5,-11.4,0.809,,3768,73,1146,84863,,0.0001,0.287,18715.0
,29.7,-11.5,0.809,,3772,74,1148,85014,,0.0001,0.206,18753.0
,30.1,-11.6,0.808,,3776,74,1149,85176,,0.0001,0.89,18793.0
,29.8,-11.6,0.808,,3780,74,1151,85302,,0.0001,0.51,18825.0
,28.1,-11.7,0.808,,3784,74,1152,85327,,0.0001,0.483,18831.0
,28.0,-11.6,0.808,,3788,74,1153,85419,,0.0001,0.227,18854.0
,27.6,-11.6,0.808,,3792,74,1154,85471,,0.0001,0.578,18867.0
,27.6,-10.4,0.807,,3796,74,1155,85597,,0.0001,0.352,18899.0
,27.1,-10.4,0.807,,3800,74,1156,85653,,0.0001,0.509,18913.0
,26.6,-10.3,0.807,,3804,74,1157,85688,,0.0001,0.256,18921.0
,26.7,-10.3,0.807,,3808,73,1158,85723,,0.0001,0.472,18930.0
,25.8,-10.2,0.807,,3812,73,1160,85845,,0.0001,0.802,18961.0
,25.8,-10.2,0.807,,3816,73,1161,85907,,0.0001,0.207,18976.0
,25.4,-10.1,0.806,,3820,73,1162,86015,,0.0001,0.314,19003.0
,24.5,-10.9,0.806,,3824,73,1163,86057,,0.0001,1.01,19014.0
,25.4,-10.9,0.806,,3828,74,1165,86238,,0.0001,0.305,19059.0
,24.5,-10.9,0.806,,3832,74,1166,86354,,0.0001,0.516,19088.0
,24.8,-10.9,0.805,,3836,74,1167,86464,,0.0001,0.137,19115.0
,25.8,-9.89,0.805,,3840,74,1169,86666,,0.0001,2.18,19166.0
,25.1,-8.85,0.805,,3844,74,1170,86736,,0.0001,0.234,19183.0
,23.8,-8.79,0.805,,3848,74,1171,86770,,0.0001,1.64,19192.0
,23.3,-8.77,0.805,,3852,74,1172,86811,,0.0001,0.178,19202.0
,22.7,-8.74,0.805,,3856,73,1173,86853,,0.0001,0.654,19213.0
,22.6,-8.87,0.804,,3860,74,1175,86978,,0.0001,0.379,19244.0
,22.0,-8.85,0.804,,3864,73,1176,87017,,0.0001,0.459,19254.0
,21.9,-8.84,0.804,,3868,73,1177,87052,,0.0001,0.673,19262.0
,21.5,-8.47,0.804,,3872,73,1178,87165,,0.0001,0.913,19291.0
,20.4,-8.21,0.804,,3876,73,1179,87218,,0.0001,0.529,19304.0
,19.6,-8.17,0.804,,3880,73,1180,87259,,0.0001,0.237,19314.0
,20.6,-8.96,0.803,,3884,73,1182,87383,,0.0001,0.0855,19345.0
,20.2,-8.93,0.803,,3888,73,1183,87442,,0.0001,0.688,19360.0
,20.6,-7.95,0.803,,3892,73,1184,87534,,0.0001,0.175,19383.0
,20.8,-9.16,0.803,,3896,73,1185,87674,,0.0001,0.385,19418.0
,21.4,-9.19,0.802,,3900,73,1187,87794,,0.0001,0.168,19448.0
,22.1,-9.02,0.802,,3904,73,1188,87894,,0.0001,0.151,19473.0
,23.3,-9.23,0.802,,3908,73,1189,88050,,0.0001,0.377,19512.0
,23.0,-9.01,0.802,,3912,73,1191,88146,,0.0001,0.807,19536.0
,24.1,-8.86,0.801,,3916,74,1192,88314,,0.0001,0.736,19578.0
,23.8,-8.98,0.801,,3920,74,1193,88391,,0.0001,0.542,19597.0
,24.1,-9.0,0.801,,3924,74,1195,88470,,0.0001,0.487,19617.0
,23.4,-8.97,0.801,,3928,74,1196,88576,,0.0001,0.583,19643.0
,22.7,-8.95,0.801,,3932,74,1197,88624,,0.0001,1.61,19655.0
,22.2,-8.93,0.8,,3936,73,1198,88682,,0.0001,0.392,19670.0
,21.1,-8.34,0.8,,3940,73,1199,88778,,0.0001,0.481,19694.0
,21.1,-9.49,0.8,,3944,73,1201,88843,,0.0001,0.471,19710.0
,22.0,-9.67,0.8,,3948,73,1202,88968,,0.0001,0.73,19741.0
,22.9,-9.71,0.8,,3952,74,1203,89103,,0.0001,0.0839,19775.0
,23.8,-9.74,0.799,,3956,74,1205,89231,,0.0001,0.957,19807.0
,22.9,-9.55,0.799,,3960,74,1206,89272,,0.0001,0.188,19817.0
,23.2,-9.56,0.799,,3964,73,1207,89334,,0.0001,0.915,19833.0
,23.7,-9.72,0.799,,3968,73,1208,89426,,0.0001,0.577,19856.0
,25.0,-9.99,0.798,,3972,74,1210,89663,,0.0001,0.452,19915.0
,25.9,-10.2,0.798,,3976,74,1211,89806,,0.0001,0.36,19951.0
,26.3,-10.2,0.798,,3980,74,1213,89892,,0.0001,0.326,19972.0
,26.4,-10.9,0.797,,3984,74,1214,90025,,0.0001,0.224,20006.0
,26.6,-10.9,0.797,,3988,74,1215,90106,,0.0001,0.593,20026.0
,28.3,-12.0,0.797,,3992,74,1217,90360,,0.0001,0.206,20089.0
,27.5,-11.9,0.797,,3996,74,1218,90428,,0.0001,0.867,20106.0
,27.8,-11.6,0.796,,4000,74,1219,90570,,0.0001,0.361,20142.0
,27.9,-12.0,0.796,,4004,74,1221,90680,,0.0001,0.595,20169.0
,26.5,-11.8,0.796,,4008,74,1222,90703,,0.0001,0.274,20175.0
,26.5,-10.8,0.796,,4012,74,1223,90797,,0.0001,0.252,20199.0
,26.2,-10.9,0.795,,4016,74,1224,90939,,0.0001,1.29,20234.0
,26.3,-10.8,0.795,,4020,74,1226,91018,,0.0001,1.16,20254.0
,26.6,-10.6,0.795,,4024,74,1227,91127,,0.0001,0.311,20281.0
,26.6,-10.6,0.795,,4028,74,1228,91239,,0.0001,0.656,20309.0
,26.6,-10.6,0.795,,4032,74,1229,91280,,0.0001,0.0432,20319.0
,26.2,-10.6,0.795,,4036,74,1230,91304,,0.0001,0.588,20325.0
,25.9,-12.4,0.794,,4040,74,1231,91364,,0.0001,0.462,20340.0
,26.7,-12.3,0.794,,4044,74,1233,91510,,0.0001,0.637,20377.0
,27.1,-12.3,0.794,,4048,74,1234,91682,,0.0001,0.483,20420.0
,26.8,-12.3,0.793,,4052,74,1236,91779,,0.0001,0.354,20444.0
,27.2,-12.4,0.793,,4056,74,1237,91949,,0.0001,0.5,20487.0
,27.9,-12.4,0.793,,4060,74,1239,92058,,0.0001,0.606,20514.0
,28.6,-12.5,0.793,,4064,74,1240,92196,,0.0001,0.32,20548.0
,30.2,-12.4,0.792,,4068,74,1242,92446,,0.0001,0.484,20611.0
,28.7,-12.2,0.792,,4072,74,1243,92534,,0.0001,0.399,20633.0
,28.0,-12.3,0.792,,4076,74,1244,92602,,0.0001,0.176,20650.0
,27.5,-12.3,0.792,,4080,74,1245,92639,,0.0001,0.369,20659.0
,27.2,-12.3,0.791,,4084,74,1246,92748,,0.0001,0.415,20686.0
,28.0,-12.1,0.791,,4088,74,1248,92905,,0.0001,1.05,20726.0
,26.2,-12.0,0.791,,4092,74,1249,92979,,0.0001,0.332,20744.0
,26.3,-12.0,0.791,,4096,74,1250,93059,,0.0001,0.527,20764.0
,26.6,-12.3,0.79,,4100,74,1252,93233,,0.0001,1.72,20808.0
,27.2,-12.2,0.79,,4104,74,1253,93402,,0.0001,0.444,20850.0
,27.1,-12.2,0.79,,4108,74,1254,93414,,0.0001,0.386,20853.0
,26.8,-13.2,0.79,,4112,74,1255,93481,,0.0001,1.34,20870.0
,26.3,-13.4,0.789,,4116,74,1257,93565,,0.0001,0.0686,20891.0
,26.6,-12.4,0.789,,4120,74,1258,93683,,0.0001,0.667,20920.0
,26.8,-12.6,0.789,,4124,74,1259,93805,,0.0001,0.644,20951.0
,26.1,-12.6,0.789,,4128,74,1260,93850,,0.0001,0.157,20962.0
,26.5,-12.7,0.789,,4132,74,1262,93934,,0.0001,0.495,20983.0
,26.8,-12.8,0.789,,4136,74,1263,93984,,0.0001,0.151,20995.0
,26.9,-12.9,0.788,,4140,74,1264,94059,,0.0001,0.176,21014.0
,25.8,-12.9,0.788,,4144,74,1265,94094,,0.0001,0.7,21023.0
,24.7,-12.7,0.788,,4148,74,1266,94154,,0.0001,0.614,21038.0
,24.7,-12.3,0.788,,4152,74,1267,94252,,0.0001,0.306,21062.0
,23.8,-12.1,0.788,,4156,74,1268,94327,,0.0001,1.89,21081.0
,24.5,-12.6,0.787,,4160,74,1270,94506,,0.0001,0.817,21126.0
,23.8,-12.6,0.787,,4164,74,1271,94574,,0.0001,0.363,21143.0
,21.7,-12.3,0.787,,4168,74,1272,94619,,0.0001,0.701,21154.0
,22.7,-12.5,0.787,,4172,74,1274,94800,,0.0001,0.381,21199.0
,23.2,-12.5,0.786,,4176,74,1275,94925,,0.0001,1.24,21231.0
,25.0,-11.8,0.786,,4180,74,1277,95137,,0.0001,0.613,21284.0
,25.0,-11.6,0.786,,4184,74,1278,95249,,0.0001,0.318,21312.0
,24.1,-11.8,0.786,,4188,74,1279,95316,,0.0001,0.988,21328.0
,24.8,-11.7,0.785,,4192,74,1281,95461,,0.0001,0.287,21365.0
,24.5,-11.7,0.785,,4196,74,1282,95510,,0.0001,0.387,21377.0
,23.9,-11.7,0.785,,4200,74,1283,95627,,0.0001,0.404,21406.0
,22.9,-11.7,0.785,,4204,74,1284,95688,,0.0001,0.0726,21421.0
,23.5,-11.0,0.785,,4208,74,1285,95766,,0.0001,0.561,21441.0
,23.4,-11.0,0.784,,4212,74,1286,95823,,0.0001,0.388,21455.0
,25.0,-10.1,0.784,,4216,74,1288,96068,,0.0001,0.322,21516.0
,24.7,-11.4,0.784,,4220,74,1289,96149,,0.0001,0.64,21537.0
,24.4,-11.4,0.783,,4224,74,1291,96249,,0.0001,0.455,21562.0
,26.1,-11.7,0.783,,4228,74,1292,96457,,0.0001,0.245,21614.0
,26.6,-11.9,0.783,,4232,74,1294,96591,,0.0001,1.41,21647.0
,27.3,-11.9,0.782,,4236,74,1295,96711,,0.0001,0.969,21677.0
,27.0,-11.5,0.782,,4240,74,1296,96759,,0.0001,0.0452,21689.0
,26.9,-11.5,0.782,,4244,74,1297,96786,,0.0001,0.622,21696.0
,28.7,-11.6,0.782,,4248,74,1299,97026,,0.0001,0.227,21756.0
,29.4,-12.5,0.781,,4252,74,1300,97197,,0.0001,0.225,21799.0
,29.6,-12.5,0.781,,4256,74,1302,97285,,0.0001,0.558,21821.0
,29.3,-12.1,0.781,,4260,74,1303,97437,,0.0001,0.00759,21859.0
,30.0,-12.4,0.78,,4264,74,1305,97570,,0.0001,0.506,21892.0
,30.2,-12.2,0.78,,4268,74,1306,97637,,0.0001,1.77,21909.0
,29.5,-12.0,0.78,,4272,74,1307,97750,,0.0001,0.307,21937.0
,29.1,-12.0,0.78,,4276,74,1308,97840,,0.0001,0.163,21959.0
,27.8,-12.8,0.78,,4280,74,1309,97921,,0.0001,0.6,21980.0
,27.4,-12.8,0.78,,4284,74,1311,97988,,0.0001,0.395,21996.0
,27.6,-12.8,0.779,,4288,74,1312,98074,,0.0001,0.183,22018.0
,27.1,-13.0,0.779,,4292,74,1313,98173,,0.0001,0.873,22043.0
,27.5,-13.0,0.779,,4296,74,1314,98257,,0.0001,0.371,22064.0
,27.8,-13.1,0.779,,4300,74,1316,98405,,0.0001,0.355,22101.0
,27.6,-13.1,0.778,,4304,74,1317,98446,,0.0001,1.37,22111.0
,27.8,-13.8,0.778,,4308,74,1318,98543,,0.0001,0.464,22135.0
,28.6,-13.8,0.778,,4312,74,1319,98680,,0.0001,0.189,22169.0
,26.6,-14.6,0.778,,4316,74,1320,98732,,0.0001,0.273,22182.0
,27.2,-14.5,0.778,,4320,74,1322,98868,,0.0001,0.647,22216.0
,27.2,-14.5,0.777,,4324,74,1323,98966,,0.0001,0.212,22241.0
,25.8,-14.1,0.777,,4328,74,1324,99033,,0.0001,0.423,22258.0
,25.4,-13.9,0.777,,4332,74,1326,99127,,0.0001,0.336,22281.0
,26.1,-14.0,0.777,,4336,74,1327,99325,,0.0001,0.471,22331.0
,26.3,-14.2,0.776,,4340,74,1328,99393,,0.0001,0.403,22348.0
,27.1,-14.2,0.776,,4344,74,1330,99491,,0.0001,0.37,22372.0
,25.8,-14.2,0.776,,4348,74,1331,99607,,0.0001,0.382,22401.0
,24.6,-13.7,0.776,,4352,74,1332,99659,,0.0001,0.314,22414.0
,25.8,-12.8,0.775,,4356,74,1334,99861,,0.0001,0.345,22465.0
,25.0,-12.3,0.775,,4360,74,1335,99940,,0.0001,1.77,22484.0
,24.9,-12.0,0.775,,4364,74,1337,100056,,0.0001,0.568,22513.0
,26.4,-12.9,0.774,,4368,74,1339,100275,,0.0001,0.549,22568.0
,25.7,-12.9,0.774,,4372,74,1340,100317,,0.0001,0.508,22579.0
,25.2,-12.7,0.774,,4376,74,1341,100363,,0.0001,0.271,22590.0
,25.1,-12.7,0.774,,4380,74,1342,100432,,0.0001,0.25,22607.0
,25.4,-12.9,0.774,,4384,74,1343,100530,,0.0001,0.184,22632.0
,25.5,-12.9,0.774,,4388,74,1344,100620,,0.0001,0.462,22654.0
,25.4,-12.7,0.773,,4392,74,1346,100717,,0.0001,0.571,22679.0
,25.3,-12.7,0.773,,4396,74,1347,100791,,0.0001,0.452,22697.0
,24.9,-12.6,0.773,,4400,74,1348,100897,,0.0001,0.526,22724.0
,26.2,-12.8,0.773,,4404,74,1350,101064,,0.0001,0.444,22765.0
,26.1,-12.9,0.772,,4408,74,1351,101148,,0.0001,2.17,22786.0
,25.6,-11.9,0.772,,4412,74,1352,101238,,0.0001,0.664,22809.0
,25.8,-11.9,0.772,,4416,74,1353,101310,,0.0001,0.326,22827.0
,24.7,-11.7,0.772,,4420,74,1354,101338,,0.0001,0.34,22834.0
,24.9,-12.0,0.772,,4424,74,1356,101457,,0.0001,0.579,22864.0
,25.9,-12.1,0.771,,4428,74,1357,101628,,0.0001,0.669,22906.0
,26.3,-12.3,0.771,,4432,74,1359,101758,,0.0001,0.352,22939.0
,25.3,-12.2,0.771,,4436,74,1360,101854,,0.0001,0.169,22963.0
,25.4,-12.2,0.771,,4440,74,1361,101938,,0.0001,0.42,22984.0
,25.9,-11.4,0.77,,4444,74,1363,102080,,0.0001,0.321,23019.0
,26.9,-11.6,0.77,,4448,74,1364,102300,,0.0001,1.19,23074.0
,27.7,-11.6,0.77,,4452,74,1366,102428,,0.0001,0.21,23106.0
,27.1,-12.4,0.769,,4456,75,1367,102568,,0.0001,0.298,23141.0
,27.0,-12.9,0.769,,4460,74,1368,102639,,0.0001,0.692,23159.0
,27.5,-12.7,0.769,,4464,75,1370,102804,,0.0001,0.481,23200.0
,26.8,-12.2,0.768,,4468,75,1371,102953,,0.0001,1.2,23238.0
,28.3,-12.3,0.768,,4472,75,1373,103143,,0.0001,2.22,23285.0
,28.7,-12.1,0.768,,4476,75,1374,103231,,0.0001,0.695,23307.0
,29.4,-12.3,0.767,,4480,75,1375,103369,,0.0001,0.595,23342.0
,29.6,-12.3,0.767,,4484,75,1377,103493,,0.0001,0.588,23373.0
,29.1,-12.3,0.767,,4488,75,1378,103534,,0.0001,0.5,23383.0
,29.8,-12.3,0.767,,4492,75,1379,103701,,0.0001,0.155,23425.0
,29.8,-12.4,0.767,,4496,75,1380,103767,,0.0001,0.35,23441.0
,29.3,-12.4,0.766,,4500,75,1382,103828,,0.0001,0.0412,23456.0
,28.3,-12.2,0.766,,4504,75,1383,103894,,0.0001,0.496,23473.0
,29.1,-12.2,0.766,,4508,75,1384,104057,,0.0001,3.06,23514.0
,29.2,-13.3,0.766,,4512,75,1385,104157,,0.0001,1.11,23539.0
,29.5,-13.1,0.765,,4516,75,1387,104262,,0.0001,0.507,23565.0
,30.5,-13.1,0.765,,4520,75,1388,104384,,0.0001,0.187,23595.0
,31.2,-13.3,0.765,,4524,75,1390,104575,,0.0001,0.917,23643.0
,30.4,-13.4,0.765,,4528,75,1391,104664,,0.0001,0.828,23665.0
,30.6,-13.1,0.764,,4532,75,1392,104822,,0.0001,0.311,23705.0
,30.6,-13.1,0.764,,4536,75,1394,104909,,0.0001,1.02,23727.0
,30.5,-13.1,0.764,,4540,75,1395,104988,,0.0001,0.168,23746.0
,29.7,-13.9,0.764,,4544,75,1396,105052,,0.0001,0.627,23762.0
,28.3,-13.7,0.763,,4548,75,1397,105130,,0.0001,0.42,23782.0
,27.3,-13.6,0.763,,4552,75,1398,105160,,0.0001,0.0632,23789.0
,26.5,-13.7,0.763,,4556,75,1399,105219,,0.0001,0.511,23804.0
,26.5,-13.7,0.763,,4560,75,1400,105287,,0.0001,0.754,23821.0
,25.9,-13.8,0.763,,4564,75,1402,105389,,0.0001,0.987,23847.0
,25.2,-14.0,0.763,,4568,75,1403,105470,,0.0001,0.0699,23867.0
,24.0,-13.7,0.763,,4572,75,1404,105542,,0.0001,0.158,23885.0
,24.1,-13.9,0.762,,4576,75,1405,105642,,0.0001,0.416,23910.0
,23.8,-13.7,0.762,,4580,75,1407,105752,,0.0001,0.0152,23937.0
,24.2,-14.0,0.762,,4584,75,1408,105916,,0.0001,0.152,23978.0
,24.2,-14.0,0.762,,4588,75,1409,105959,,0.0001,0.337,23989.0
,24.4,-14.1,0.761,,4592,75,1411,106144,,0.0001,0.0332,24035.0
,24.3,-13.9,0.761,,4596,75,1412,106197,,0.0001,0.368,24049.0
,25.6,-14.1,0.761,,4600,75,1413,106387,,0.0001,0.549,24096.0
,26.3,-13.9,0.76,,4604,75,1415,106521,,0.0001,0.668,24130.0
,25.5,-13.7,0.76,,4608,75,1416,106610,,0.0001,0.478,24152.0
,26.5,-13.8,0.76,,4612,75,1418,106806,,0.0001,0.514,24201.0
,26.4,-13.3,0.759,,4616,75,1419,106905,,0.0001,0.504,24226.0
,25.7,-13.3,0.759,,4620,75,1420,106956,,0.0001,0.662,24238.0
,24.4,-12.9,0.759,,4624,75,1421,107011,,0.0001,0.377,24252.0
,23.9,-12.7,0.759,,4628,75,1422,107053,,0.0001,0.845,24263.0
,23.0,-12.9,0.759,,4632,75,1423,107126,,0.0001,0.538,24281.0
,23.1,-12.9,0.759,,4636,75,1425,107217,,0.0001,0.827,24304.0
,22.7,-12.8,0.759,,4640,75,1426,107260,,0.0001,0.0107,24314.0
,23.2,-12.8,0.758,,4644,75,1428,107374,,0.0001,0.352,24343.0
,23.8,-12.9,0.758,,4648,75,1429,107512,,0.0001,0.0759,24377.0
,23.8,-12.9,0.758,,4652,75,1430,107538,,0.0001,1.56,24384.0
,24.1,-13.0,0.758,,4656,75,1431,107630,,0.0001,0.599,24407.0
,23.9,-12.9,0.758,,4660,75,1433,107678,,0.0001,0.404,24419.0
,23.6,-12.5,0.758,,4664,75,1434,107752,,0.0001,0.455,24437.0
,24.0,-11.6,0.757,,4668,75,1435,107868,,0.0001,0.367,24466.0
,23.6,-11.8,0.757,,4672,75,1436,107903,,0.0001,1.02,24475.0
,23.8,-11.8,0.757,,4676,75,1438,108019,,0.0001,0.712,24504.0
,23.2,-11.0,0.757,,4680,75,1439,108076,,0.0001,0.352,24518.0
,22.1,-10.5,0.757,,4684,75,1440,108127,,0.0001,0.193,24531.0
,22.7,-9.72,0.756,,4688,75,1441,108225,,0.0001,0.223,24556.0
,21.3,-9.66,0.756,,4692,75,1442,108276,,0.0001,0.422,24568.0
,21.8,-9.68,0.756,,4696,75,1444,108379,,0.0001,0.421,24594.0
,20.9,-9.8,0.756,,4700,75,1445,108472,,0.0001,0.0143,24617.0
,20.4,-9.39,0.756,,4704,75,1446,108564,,0.0001,0.601,24640.0
,20.1,-9.32,0.756,,4708,75,1447,108620,,0.0001,0.388,24654.0
,19.0,-9.43,0.755,,4712,75,1449,108705,,0.0001,0.714,24676.0
,18.7,-9.86,0.755,,4716,75,1450,108779,,0.0001,1.04,24694.0
,19.2,-10.1,0.755,,4720,75,1451,108878,,0.0001,0.197,24719.0
,19.8,-10.1,0.755,,4724,75,1452,108994,,0.0001,0.534,24748.0
,20.4,-10.1,0.755,,4728,75,1454,109093,,0.0001,0.999,24773.0
,21.0,-9.94,0.754,,4732,75,1455,109224,,0.0001,0.349,24805.0
,21.0,-9.11,0.754,,4736,75,1456,109321,,0.0001,0.81,24830.0
,21.4,-9.14,0.754,,4740,75,1458,109405,,0.0001,0.703,24851.0
,21.3,-9.02,0.754,,4744,75,1459,109500,,0.0001,0.343,24874.0
,21.0,-8.45,0.753,,4748,75,1460,109610,,0.0001,0.463,24902.0
,22.9,-8.84,0.753,,4752,75,1462,109833,,0.0001,0.562,24958.0
,23.2,-8.84,0.753,,4756,75,1463,109949,,0.0001,0.393,24987.0
