rollout/,ep_len_mean,ep_rew_mean,exploration_rate,time/,episodes,fps,time_elapsed,total_timesteps,train/,learning_rate,loss,n_updates,avg_fruit,avg_decayfruit,avg_enemyfruit
,205.0,-13.1,0.02,,3888,104,1460,153094,,0.0005,0.38,37773.0,,,
,202.0,-13.0,0.02,,3892,105,1463,153657,,0.0005,0.377,37914.0,,,
,205.0,-13.1,0.02,,3896,105,1467,154544,,0.0005,0.176,38135.0,,,
,205.0,-13.3,0.02,,3900,105,1471,155411,,0.0005,0.452,38352.0,,,
,205.0,-13.9,0.02,,3904,105,1476,156380,,0.0005,0.115,38594.0,,,
,208.0,-14.3,0.02,,3908,106,1480,157094,,0.0005,0.318,38773.0,,,
,200.0,-13.6,0.02,,3912,106,1483,157659,,0.0005,0.222,38914.0,,,
,208.0,-14.1,0.02,,3916,106,1489,159030,,0.0005,0.0248,39257.0,,,
,208.0,-14.1,0.02,,3920,106,1491,159256,,0.0005,0.295,39313.0,,,
,202.0,-13.0,0.02,,3924,106,1493,159606,,0.0005,0.471,39401.0,0.0,0.0,0.0
,196.0,-13.2,0.02,,3928,106,1496,160020,,0.0005,0.136,39504.0,,,
,197.0,-13.6,0.02,,3932,107,1499,160573,,0.0005,0.271,39643.0,,,
,194.0,-13.8,0.02,,3936,107,1503,161371,,0.0005,0.0175,39842.0,,,
,187.0,-13.5,0.02,,3940,107,1505,161734,,0.0005,0.417,39933.0,,,
,183.0,-13.3,0.02,,3944,107,1507,161986,,0.0005,0.22,39996.0,,,
,185.0,-13.5,0.02,,3948,107,1512,162964,,0.0005,0.666,40240.0,,,
,178.0,-12.7,0.02,,3952,107,1516,163703,,0.0005,0.187,40425.0,,,
,176.0,-12.7,0.02,,3956,108,1519,164434,,0.0005,0.227,40608.0,,,
,179.0,-12.5,0.02,,3960,108,1523,165189,,0.0005,0.313,40797.0,,,
,178.0,-13.3,0.02,,3964,108,1527,165800,,0.0005,0.441,40949.0,,,
,164.0,-12.0,0.02,,3968,108,1529,166148,,0.0005,0.371,41036.0,,,
,171.0,-12.5,0.02,,3972,109,1535,167418,,0.0005,0.14,41354.0,,,
,175.0,-11.7,0.02,,3976,109,1540,168538,,0.0005,0.087,41634.0,,,
,170.0,-11.5,0.02,,3980,109,1542,168955,,0.0005,0.113,41738.0,,,
,171.0,-11.7,0.02,,3984,109,1546,169483,,0.0005,0.166,41870.0,0.0,0.0,1.0
,169.0,-12.0,0.02,,3988,109,1549,170017,,0.0005,0.222,42004.0,,,
,168.0,-12.6,0.02,,3992,109,1551,170482,,0.0005,0.362,42120.0,,,
,164.0,-12.8,0.02,,3996,109,1554,170963,,0.0005,0.0455,42240.0,,,
,159.0,-12.6,0.02,,4000,110,1556,171297,,0.0005,0.269,42324.0,,,
,154.0,-12.7,0.02,,4004,110,1559,171812,,0.0005,0.122,42452.0,,,
,156.0,-13.1,0.02,,4008,110,1564,172724,,0.0005,0.377,42680.0,,,
,157.0,-12.7,0.02,,4012,110,1567,173355,,0.0005,0.471,42838.0,,,
,146.0,-12.4,0.02,,4016,110,1569,173661,,0.0005,0.203,42915.0,,,
,147.0,-12.4,0.02,,4020,110,1571,173967,,0.0005,0.337,42991.0,,,
,147.0,-13.0,0.02,,4024,110,1573,174271,,0.0005,0.418,43067.0,,,
,146.0,-12.8,0.02,,4028,110,1575,174597,,0.0005,0.229,43149.0,,,
,147.0,-13.0,0.02,,4032,110,1579,175321,,0.0005,0.163,43330.0,,,
,147.0,-13.0,0.02,,4036,111,1583,176117,,0.0005,0.166,43529.0,,,
,146.0,-13.0,0.02,,4040,111,1585,176376,,0.0005,0.334,43593.0,,,
,145.0,-12.8,0.02,,4044,111,1587,176501,,0.0005,0.11,43625.0,,,
,140.0,-12.4,0.02,,4048,111,1589,176921,,0.0005,0.179,43730.0,,,
,136.0,-12.1,0.02,,4052,111,1592,177307,,0.0005,0.163,43826.0,,,
,132.0,-12.3,0.02,,4056,111,1594,177591,,0.0005,0.234,43897.0,,,
,126.0,-12.4,0.02,,4060,111,1596,177774,,0.0005,0.118,43943.0,,,
,124.0,-12.0,0.02,,4064,111,1598,178199,,0.0005,0.668,44049.0,,,
,126.0,-12.2,0.02,,4068,111,1602,178765,,0.0005,0.178,44191.0,,,
,119.0,-11.2,0.02,,4072,111,1605,179336,,0.0005,0.748,44333.0,,,
,111.0,-11.7,0.02,,4076,111,1607,179643,,0.0005,0.108,44410.0,,,
,110.0,-11.5,0.02,,4080,111,1610,179960,,0.0005,0.321,44489.0,0.0,0.0,0.0
,107.0,-11.4,0.02,,4084,111,1612,180203,,0.0005,0.363,44550.0,,,
,105.0,-11.2,0.02,,4088,111,1614,180561,,0.0005,0.147,44640.0,,,
,104.0,-10.2,0.02,,4092,111,1616,180838,,0.0005,0.172,44709.0,,,
,106.0,-9.83,0.02,,4096,112,1620,181607,,0.0005,0.46,44901.0,,,
,108.0,-9.84,0.02,,4100,112,1623,182102,,0.0005,0.606,45025.0,,,
,108.0,-9.44,0.02,,4104,112,1626,182569,,0.0005,0.354,45142.0,,,
,104.0,-8.8,0.02,,4108,112,1629,183152,,0.0005,0.0077,45287.0,,,
,107.0,-9.43,0.02,,4112,112,1634,184062,,0.0005,0.0523,45515.0,,,
,110.0,-9.86,0.02,,4116,112,1637,184670,,0.0005,0.329,45667.0,,,
,111.0,-10.1,0.02,,4120,112,1639,185082,,0.0005,0.303,45770.0,,,
,111.0,-9.87,0.02,,4124,112,1641,185343,,0.0005,0.271,45835.0,,,
,111.0,-9.87,0.02,,4128,112,1644,185711,,0.0005,0.241,45927.0,,,
,108.0,-10.2,0.02,,4132,113,1646,186144,,0.0005,0.28,46035.0,,,
,110.0,-10.1,0.02,,4136,113,1651,187078,,0.0005,0.444,46269.0,,,
,113.0,-10.5,0.02,,4140,113,1654,187665,,0.0005,0.434,46416.0,,,
,117.0,-11.3,0.02,,4144,113,1656,188193,,0.0005,0.00909,46548.0,,,
,115.0,-11.7,0.02,,4148,113,1658,188431,,0.0005,0.271,46607.0,,,
,116.0,-11.7,0.02,,4152,113,1661,188906,,0.0005,0.157,46726.0,,,
,118.0,-11.1,0.02,,4156,113,1664,189440,,0.0005,0.264,46859.0,1.0,0.0,1.0
,124.0,-11.2,0.02,,4160,113,1668,190150,,0.0005,0.0478,47037.0,,,
,123.0,-10.6,0.02,,4164,113,1671,190506,,0.0005,0.23,47126.0,,,
,124.0,-10.4,0.02,,4168,114,1674,191124,,0.0005,0.251,47280.0,,,
,122.0,-10.8,0.02,,4172,114,1677,191488,,0.0005,0.612,47371.0,,,
,121.0,-11.0,0.02,,4176,114,1679,191752,,0.0005,0.357,47437.0,,,
,122.0,-11.2,0.02,,4180,114,1681,192122,,0.0005,0.0795,47530.0,,,
,127.0,-10.6,0.02,,4184,114,1685,192897,,0.0005,0.48,47724.0,,,
,132.0,-10.5,0.02,,4188,114,1689,193738,,0.0005,0.571,47934.0,,,
,137.0,-10.3,0.02,,4192,114,1693,194555,,0.0005,0.293,48138.0,,,
,134.0,-10.5,0.02,,4196,114,1696,195015,,0.0005,0.0112,48253.0,,,
,134.0,-10.5,0.02,,4200,115,1699,195453,,0.0005,0.281,48363.0,,,
,133.0,-10.7,0.02,,4204,115,1701,195845,,0.0005,0.375,48461.0,,,
,130.0,-10.5,0.02,,4208,115,1704,196192,,0.0005,0.408,48547.0,,,
,129.0,-10.5,0.02,,4212,115,1708,197000,,0.0005,0.349,48749.0,,,
,125.0,-10.0,0.02,,4216,115,1710,197181,,0.0005,0.00606,48795.0,,,
,123.0,-9.79,0.02,,4220,115,1712,197403,,0.0005,0.196,48850.0,,,
,126.0,-10.2,0.02,,4224,115,1715,197937,,0.0005,0.438,48984.0,,,
,125.0,-9.62,0.02,,4228,115,1717,198253,,0.0005,0.215,49063.0,,,
,124.0,-9.0,0.02,,4232,115,1719,198574,,0.0005,0.153,49143.0,,,
,120.0,-8.96,0.02,,4236,115,1722,199067,,0.0005,0.329,49266.0,,,
,120.0,-8.56,0.02,,4240,115,1725,199622,,0.0005,0.0192,49405.0,0.0,0.0,0.0
,121.0,-7.77,0.02,,4244,115,1729,200277,,0.0005,0.461,49569.0,,,
,120.0,-7.55,0.02,,4248,115,1730,200387,,0.0005,0.276,49596.0,,,
,117.0,-7.73,0.02,,4252,115,1732,200638,,0.0005,0.211,49659.0,,,
,119.0,-8.35,0.02,,4256,115,1736,201327,,0.0005,0.26,49831.0,,,
,117.0,-8.53,0.02,,4260,116,1739,201857,,0.0005,0.116,49964.0,,,
,116.0,-9.32,0.02,,4264,116,1741,202111,,0.0005,0.379,50027.0,,,
,117.0,-9.53,0.02,,4268,116,1744,202794,,0.0005,0.371,50198.0,,,
,117.0,-9.33,0.02,,4272,116,1747,203145,,0.0005,0.218,50286.0,,,
,117.0,-9.54,0.02,,4276,116,1749,203475,,0.0005,0.107,50368.0,,,
,118.0,-9.34,0.02,,4280,116,1751,203884,,0.0005,0.0835,50470.0,,,
,116.0,-9.52,0.02,,4284,116,1754,204448,,0.0005,0.413,50611.0,,,
,114.0,-9.9,0.02,,4288,116,1758,205136,,0.0005,0.204,50783.0,,,
,110.0,-10.9,0.02,,4292,116,1761,205557,,0.0005,0.263,50889.0,,,
,109.0,-10.7,0.02,,4296,116,1763,205933,,0.0005,0.446,50983.0,,,
,110.0,-10.3,0.02,,4300,116,1767,206491,,0.0005,0.122,51122.0,,,
,112.0,-10.5,0.02,,4304,116,1770,207072,,0.0005,0.373,51267.0,,,
,121.0,-11.2,0.02,,4308,117,1775,208289,,0.0005,0.476,51572.0,,,
,119.0,-10.5,0.02,,4312,117,1779,208861,,0.0005,0.263,51715.0,,,
,121.0,-10.6,0.02,,4316,117,1781,209241,,0.0005,0.328,51810.0,,,
,123.0,-10.4,0.02,,4320,117,1784,209688,,0.0005,0.00579,51921.0,0.0,0.0,0.0
,122.0,-10.2,0.02,,4324,117,1787,210180,,0.0005,0.287,52044.0,,,
,125.0,-10.4,0.02,,4328,117,1790,210765,,0.0005,0.288,52191.0,,,
,127.0,-10.0,0.02,,4332,117,1793,211319,,0.0005,0.251,52329.0,,,
,126.0,-10.0,0.02,,4336,117,1796,211705,,0.0005,0.596,52426.0,,,
,128.0,-10.4,0.02,,4340,118,1799,212387,,0.0005,0.119,52596.0,,,
,131.0,-11.5,0.02,,4344,118,1804,213394,,0.0005,0.00382,52848.0,,,
,139.0,-11.9,0.02,,4348,118,1808,214260,,0.0005,0.59,53064.0,,,
,139.0,-11.7,0.02,,4352,118,1810,214489,,0.0005,0.394,53122.0,,,
,140.0,-11.8,0.02,,4356,118,1814,215360,,0.0005,0.417,53339.0,,,
,138.0,-11.1,0.02,,4360,118,1817,215675,,0.0005,0.286,53418.0,,,
,143.0,-11.4,0.02,,4364,118,1821,216422,,0.0005,0.371,53605.0,,,
,148.0,-12.0,0.02,,4368,119,1826,217552,,0.0005,0.331,53887.0,,,
,151.0,-12.5,0.02,,4372,119,1829,218211,,0.0005,0.275,54052.0,,,
,158.0,-12.3,0.02,,4376,119,1834,219245,,0.0005,0.261,54311.0,,,
,161.0,-12.2,0.02,,4380,119,1838,219969,,0.0005,0.37,54492.0,0.0,0.0,0.0
,159.0,-12.1,0.02,,4384,119,1840,220312,,0.0005,0.0817,54577.0,,,
,157.0,-11.7,0.02,,4388,119,1844,220871,,0.0005,0.294,54717.0,,,
,157.0,-11.3,0.02,,4392,119,1846,221245,,0.0005,0.247,54811.0,,,
,157.0,-11.9,0.02,,4396,119,1849,221613,,0.0005,0.105,54903.0,,,
,159.0,-12.3,0.02,,4400,120,1853,222438,,0.0005,0.451,55109.0,,,
,158.0,-11.9,0.02,,4404,120,1856,222862,,0.0005,0.167,55215.0,,,
,157.0,-11.7,0.02,,4408,120,1861,223982,,0.0005,0.302,55495.0,,,
,160.0,-12.4,0.02,,4412,120,1865,224853,,0.0005,0.308,55713.0,,,
,173.0,-12.5,0.02,,4416,120,1873,226552,,0.0005,0.156,56137.0,,,
,175.0,-12.9,0.02,,4420,121,1877,227142,,0.0005,0.117,56285.0,,,
,180.0,-12.5,0.02,,4424,121,1882,228210,,0.0005,0.268,56552.0,,,
,181.0,-12.3,0.02,,4428,121,1885,228839,,0.0005,0.00911,56709.0,,,
,179.0,-12.5,0.02,,4432,121,1888,229248,,0.0005,0.118,56811.0,,,
,178.0,-12.3,0.02,,4436,121,1890,229522,,0.0005,0.17,56880.0,0.0,0.0,0.0
,183.0,-11.8,0.02,,4440,121,1895,230674,,0.0005,0.0474,57168.0,,,
,188.0,-12.0,0.02,,4444,122,1902,232195,,0.0005,0.3,57548.0,,,
,189.0,-11.6,0.02,,4448,122,1906,233147,,0.0005,0.00753,57786.0,,,
,197.0,-11.7,0.02,,4452,122,1911,234192,,0.0005,0.278,58047.0,,,
,193.0,-11.7,0.02,,4456,122,1914,234687,,0.0005,0.352,58171.0,,,
,196.0,-12.3,0.02,,4460,122,1917,235312,,0.0005,0.413,58327.0,,,
,196.0,-12.1,0.02,,4464,122,1921,235980,,0.0005,0.00318,58494.0,,,
,193.0,-11.9,0.02,,4468,123,1925,236879,,0.0005,0.0852,58719.0,,,
,192.0,-11.7,0.02,,4472,123,1928,237428,,0.0005,0.534,58856.0,,,
,186.0,-11.4,0.02,,4476,123,1931,237885,,0.0005,0.406,58971.0,,,
,195.0,-12.5,0.02,,4480,123,1938,239420,,0.0005,0.186,59354.0,0.0,0.0,0.0
,197.0,-12.9,0.02,,4484,123,1941,240000,,0.0005,0.208,59499.0,,,
,194.0,-13.1,0.02,,4488,123,1943,240287,,0.0005,0.311,59571.0,,,
,197.0,-13.7,0.02,,4492,123,1946,240912,,0.0005,0.161,59727.0,,,
,197.0,-13.3,0.02,,4496,123,1949,241359,,0.0005,0.107,59839.0,,,
,194.0,-12.9,0.02,,4500,123,1952,241856,,0.0005,0.307,59963.0,,,
,198.0,-12.9,0.02,,4504,124,1956,242708,,0.0005,0.442,60176.0,,,
,193.0,-12.7,0.02,,4508,124,1959,243256,,0.0005,0.136,60313.0,,,
,186.0,-12.6,0.02,,4512,124,1961,243431,,0.0005,0.00568,60357.0,,,
,179.0,-12.5,0.02,,4516,124,1966,244464,,0.0005,0.0106,60615.0,,,
,175.0,-12.5,0.02,,4520,124,1967,244685,,0.0005,0.248,60671.0,,,
,170.0,-12.3,0.02,,4524,124,1970,245216,,0.0005,0.406,60803.0,,,
,178.0,-12.7,0.02,,4528,124,1977,246644,,0.0005,0.337,61160.0,,,
,180.0,-13.4,0.02,,4532,124,1980,247236,,0.0005,0.23,61308.0,,,
,187.0,-13.2,0.02,,4536,125,1984,248191,,0.0005,0.224,61547.0,,,
,182.0,-13.4,0.02,,4540,125,1988,248923,,0.0005,0.0436,61730.0,,,
,176.0,-11.7,0.02,,4544,125,1992,249815,,0.0005,0.17,61953.0,1.0,1.0,0.0
,172.0,-10.9,0.02,,4548,125,1995,250361,,0.0005,0.00265,62090.0,,,
,167.0,-10.8,0.02,,4552,125,1998,250921,,0.0005,0.268,62230.0,,,
,172.0,-10.7,0.02,,4556,125,2003,251866,,0.0005,0.158,62466.0,,,
,172.0,-10.7,0.02,,4560,125,2006,252524,,0.0005,0.219,62630.0,,,
,170.0,-10.0,0.02,,4564,125,2009,252946,,0.0005,0.287,62736.0,,,
,166.0,-9.21,0.02,,4568,125,2011,253474,,0.0005,0.00382,62868.0,,,
,167.0,-9.02,0.02,,4572,126,2015,254088,,0.0005,0.0502,63021.0,,,
,165.0,-8.6,0.02,,4576,126,2017,254383,,0.0005,0.358,63095.0,,,
,159.0,-7.34,0.02,,4580,126,2021,255302,,0.0005,0.244,63325.0,,,
,161.0,-7.16,0.02,,4584,126,2025,256072,,0.0005,0.176,63517.0,,,
,164.0,-7.59,0.02,,4588,126,2028,256677,,0.0005,0.00867,63669.0,,,
,161.0,-6.96,0.02,,4592,126,2030,256991,,0.0005,0.147,63747.0,,,
,163.0,-6.98,0.02,,4596,126,2034,257703,,0.0005,0.107,63925.0,,,
,163.0,-7.17,0.02,,4600,126,2036,258117,,0.0005,0.368,64029.0,,,
,158.0,-7.53,0.02,,4604,126,2039,258474,,0.0005,0.163,64118.0,,,
,160.0,-7.55,0.02,,4608,126,2043,259274,,0.0005,0.158,64318.0,,,
,163.0,-6.98,0.02,,4612,126,2045,259720,,0.0005,0.00267,64429.0,0.0,0.0,0.0
,156.0,-6.71,0.02,,4616,126,2047,260066,,0.0005,0.214,64516.0,,,
,166.0,-6.4,0.02,,4620,127,2053,261237,,0.0005,0.127,64809.0,,,
,164.0,-7.18,0.02,,4624,127,2055,261572,,0.0005,0.261,64892.0,,,
,158.0,-6.72,0.02,,4628,127,2059,262414,,0.0005,0.158,65103.0,,,
,155.0,-6.7,0.02,,4632,127,2061,262741,,0.0005,0.00637,65185.0,,,
,153.0,-7.27,0.02,,4636,127,2065,263459,,0.0005,0.0886,65364.0,,,
,151.0,-7.06,0.02,,4640,127,2068,264009,,0.0005,0.262,65502.0,,,
,153.0,-7.88,0.02,,4644,127,2073,265132,,0.0005,0.272,65782.0,,,
,155.0,-8.1,0.02,,4648,128,2076,265893,,0.0005,0.0596,65973.0,,,
,162.0,-7.77,0.02,,4652,128,2082,267107,,0.0005,0.195,66276.0,,,
,160.0,-7.95,0.02,,4656,128,2086,267913,,0.0005,0.221,66478.0,,,
,159.0,-6.94,0.02,,4660,128,2089,268428,,0.0005,0.107,66606.0,,,
,167.0,-6.81,0.02,,4664,128,2094,269631,,0.0005,0.00509,66907.0,0.0,1.0,0.0
,172.0,-7.26,0.02,,4668,128,2098,270633,,0.0005,0.164,67158.0,,,
,181.0,-6.96,0.02,,4672,129,2105,272237,,0.0005,0.153,67559.0,,,
,185.0,-7.79,0.02,,4676,129,2108,272848,,0.0005,0.388,67711.0,,,
,187.0,-8.02,0.02,,4680,129,2114,274047,,0.0005,0.506,68011.0,,,
,185.0,-7.99,0.02,,4684,129,2117,274553,,0.0005,0.135,68138.0,,,
,192.0,-7.66,0.02,,4688,129,2122,275862,,0.0005,0.00711,68465.0,,,
,194.0,-7.68,0.02,,4692,130,2125,276409,,0.0005,0.26,68602.0,,,
,191.0,-7.45,0.02,,4696,130,2128,276820,,0.0005,0.112,68704.0,,,
,193.0,-7.67,0.02,,4700,130,2131,277425,,0.0005,0.13,68856.0,,,
,194.0,-7.08,0.02,,4704,130,2133,277872,,0.0005,0.185,68967.0,,,
,188.0,-7.02,0.02,,4708,130,2135,278047,,0.0005,0.079,69011.0,,,
,191.0,-7.45,0.02,,4712,130,2138,278788,,0.0005,0.167,69196.0,,,
,191.0,-7.45,0.02,,4716,130,2141,279138,,0.0005,0.153,69284.0,,,
,184.0,-7.38,0.02,,4720,130,2144,279657,,0.0005,0.167,69414.0,0.0,0.0,0.0
,185.0,-7.19,0.02,,4724,130,2146,280075,,0.0005,0.164,69518.0,,,
,187.0,-8.21,0.02,,4728,130,2151,281096,,0.0005,0.109,69773.0,,,
,190.0,-8.04,0.02,,4732,130,2154,281767,,0.0005,0.367,69941.0,,,
,186.0,-7.01,0.02,,4736,130,2157,282107,,0.0005,0.34,70026.0,,,
,186.0,-7.4,0.02,,4740,130,2160,282608,,0.0005,0.178,70151.0,,,
,179.0,-7.54,0.02,,4744,130,2162,283058,,0.0005,0.25,70264.0,,,
,185.0,-7.99,0.02,,4748,131,2168,284351,,0.0005,0.175,70587.0,,,
,184.0,-8.19,0.02,,4752,131,2173,285542,,0.0005,0.00359,70885.0,,,
,183.0,-8.37,0.02,,4756,131,2176,286229,,0.0005,0.00223,71057.0,,,
,187.0,-9.22,0.02,,4760,131,2180,287154,,0.0005,0.00266,71288.0,,,
,178.0,-9.93,0.02,,4764,131,2182,287397,,0.0005,0.0865,71349.0,,,
,172.0,-9.87,0.02,,4768,131,2185,287821,,0.0005,0.109,71455.0,,,
,167.0,-10.0,0.02,,4772,131,2190,288904,,0.0005,0.00437,71725.0,,,
,171.0,-9.66,0.02,,4776,132,2194,289995,,0.0005,0.479,71998.0,0.0,0.0,0.0
,165.0,-9.8,0.02,,4780,132,2197,290536,,0.0005,0.00342,72133.0,,,
,167.0,-10.0,0.02,,4784,132,2201,291256,,0.0005,0.109,72313.0,,,
,159.0,-10.1,0.02,,4788,132,2203,291771,,0.0005,0.118,72442.0,,,
,158.0,-10.1,0.02,,4792,132,2206,292241,,0.0005,0.0666,72560.0,,,
,163.0,-10.6,0.02,,4796,132,2211,293151,,0.0005,0.155,72787.0,,,
,170.0,-10.1,0.02,,4800,132,2216,294471,,0.0005,0.00301,73117.0,,,
,170.0,-10.3,0.02,,4804,132,2219,294853,,0.0005,0.00248,73213.0,,,
,178.0,-10.5,0.02,,4808,133,2223,295802,,0.0005,0.158,73450.0,,,
,180.0,-9.95,0.02,,4812,133,2227,296780,,0.0005,0.172,73694.0,,,
,183.0,-10.4,0.02,,4816,133,2231,297436,,0.0005,0.103,73858.0,,,
,183.0,-10.2,0.02,,4820,133,2234,297925,,0.0005,0.0912,73981.0,,,
,184.0,-9.79,0.02,,4824,133,2237,298521,,0.0005,0.204,74130.0,,,
,181.0,-8.76,0.02,,4828,133,2240,299243,,0.0005,0.604,74310.0,,,
,181.0,-8.56,0.02,,4832,133,2244,299907,,0.0005,0.285,74476.0,0.0,0.0,0.0
,191.0,-8.66,0.02,,4836,133,2249,301208,,0.0005,0.0942,74801.0,,,
,198.0,-8.92,0.02,,4840,134,2254,302364,,0.0005,0.0026,75090.0,,,
,200.0,-8.95,0.02,,4844,134,2258,303067,,0.0005,0.00304,75266.0,,,
,197.0,-9.51,0.02,,4848,134,2262,304012,,0.0005,0.178,75502.0,,,
,191.0,-10.1,0.02,,4852,134,2266,304664,,0.0005,0.409,75665.0,,,
,194.0,-9.88,0.02,,4856,134,2270,305586,,0.0005,0.38,75896.0,,,
,187.0,-9.42,0.02,,4860,134,2272,305846,,0.0005,0.153,75961.0,,,
,199.0,-9.93,0.02,,4864,134,2278,307298,,0.0005,0.16,76324.0,,,
,205.0,-10.2,0.02,,4868,135,2283,308361,,0.0005,0.294,76590.0,,,
,205.0,-10.6,0.02,,4872,135,2287,309391,,0.0005,0.157,76847.0,1.0,0.0,3.0
,206.0,-11.0,0.02,,4876,135,2293,310627,,0.0005,0.0439,77156.0,,,
,206.0,-10.6,0.02,,4880,135,2296,311163,,0.0005,0.00696,77290.0,,,
,214.0,-10.5,0.02,,4884,135,2302,312656,,0.0005,0.00381,77663.0,,,
,220.0,-10.5,0.02,,4888,135,2307,313747,,0.0005,0.18,77936.0,,,
,224.0,-10.6,0.02,,4892,136,2311,314649,,0.0005,0.372,78162.0,,,
,239.0,-10.9,0.02,,4896,136,2320,317076,,0.0005,0.208,78768.0,,,
,236.0,-11.3,0.02,,4900,136,2325,318090,,0.0005,0.309,79022.0,,,
,240.0,-11.1,0.02,,4904,136,2329,318869,,0.0005,0.109,79217.0,,,
,234.0,-10.3,0.02,,4908,136,2331,319156,,0.0005,0.195,79288.0,,,
,231.0,-9.84,0.02,,4912,136,2335,319868,,0.0005,0.0366,79466.0,1.0,0.0,0.0
,236.0,-9.89,0.02,,4916,137,2340,321008,,0.0005,0.158,79751.0,,,
,234.0,-10.3,0.02,,4920,137,2342,321365,,0.0005,0.269,79841.0,,,
,238.0,-10.7,0.02,,4924,137,2347,322363,,0.0005,0.244,80090.0,,,
,241.0,-10.9,0.02,,4928,137,2352,323341,,0.0005,0.105,80335.0,,,
,241.0,-10.9,0.02,,4932,137,2355,323996,,0.0005,0.0316,80498.0,,,
,241.0,-11.5,0.02,,4936,137,2360,325325,,0.0005,0.00263,80831.0,,,
,233.0,-11.5,0.02,,4940,137,2363,325700,,0.0005,0.0918,80924.0,,,
,241.0,-11.3,0.02,,4944,138,2369,327187,,0.0005,0.0863,81296.0,,,
,246.0,-11.0,0.02,,4948,138,2375,328658,,0.0005,0.0809,81664.0,1.0,0.0,3.0
,255.0,-10.7,0.02,,4952,138,2381,330168,,0.0005,0.398,82041.0,,,
,264.0,-11.0,0.02,,4956,138,2389,332001,,0.0005,0.458,82500.0,,,
,268.0,-11.6,0.02,,4960,139,2392,332630,,0.0005,0.328,82657.0,,,
,262.0,-11.2,0.02,,4964,139,2396,333544,,0.0005,0.0045,82885.0,,,
,254.0,-10.9,0.02,,4968,139,2398,333724,,0.0005,0.211,82930.0,,,
,250.0,-10.4,0.02,,4972,139,2401,334346,,0.0005,0.153,83086.0,,,
,243.0,-10.2,0.02,,4976,139,2404,334963,,0.0005,0.108,83240.0,,,
,248.0,-10.2,0.02,,4980,139,2409,335997,,0.0005,0.00174,83499.0,,,
,245.0,-10.6,0.02,,4984,139,2414,337122,,0.0005,0.154,83780.0,,,
,244.0,-10.6,0.02,,4988,139,2419,338181,,0.0005,0.0806,84045.0,,,
,248.0,-10.2,0.02,,4992,140,2424,339462,,0.0005,0.459,84365.0,0.0,0.0,0.0
,230.0,-9.83,0.02,,4996,140,2427,340038,,0.0005,0.245,84509.0,,,
,235.0,-9.68,0.02,,5000,140,2433,341603,,0.0005,0.0067,84900.0,,,
,234.0,-10.7,0.02,,5004,140,2437,342318,,0.0005,0.162,85079.0,,,
,237.0,-11.3,0.02,,5008,140,2440,342854,,0.0005,0.146,85213.0,,,
,235.0,-12.3,0.02,,5012,140,2443,343351,,0.0005,0.154,85337.0,,,
,229.0,-12.0,0.02,,5016,140,2446,343879,,0.0005,0.26,85469.0,,,
,231.0,-11.2,0.02,,5020,140,2449,344509,,0.0005,0.00205,85627.0,,,
,229.0,-10.4,0.02,,5024,140,2453,345294,,0.0005,0.151,85823.0,,,
,237.0,-9.89,0.02,,5028,141,2460,347016,,0.0005,0.217,86253.0,,,
,243.0,-9.55,0.02,,5032,141,2466,348260,,0.0005,0.161,86564.0,,,
,236.0,-9.49,0.02,,5036,141,2469,348912,,0.0005,0.0985,86727.0,,,
,236.0,-9.09,0.02,,5040,141,2472,349296,,0.0005,0.122,86823.0,0.0,0.0,0.0
,233.0,-8.86,0.02,,5044,141,2477,350494,,0.0005,0.155,87123.0,,,
,235.0,-8.68,0.02,,5048,141,2484,352193,,0.0005,0.0122,87548.0,,,
,225.0,-8.58,0.02,,5052,141,2486,352630,,0.0005,0.272,87657.0,,,
,212.0,-8.65,0.02,,5056,141,2489,353157,,0.0005,0.319,87789.0,,,
,210.0,-8.83,0.02,,5060,141,2492,353613,,0.0005,0.00481,87903.0,,,
,204.0,-8.38,0.02,,5064,141,2494,353921,,0.0005,0.224,87980.0,,,
,208.0,-8.22,0.02,,5068,141,2497,354535,,0.0005,0.155,88133.0,,,
,214.0,-8.47,0.02,,5072,142,2503,355753,,0.0005,0.407,88438.0,,,
,214.0,-8.27,0.02,,5076,142,2506,356386,,0.0005,0.152,88596.0,,,
,219.0,-8.92,0.02,,5080,142,2512,357856,,0.0005,0.225,88963.0,,,
,215.0,-8.28,0.02,,5084,142,2516,358608,,0.0005,0.00136,89151.0,,,
,217.0,-8.3,0.02,,5088,142,2521,359906,,0.0005,0.0199,89476.0,0.0,0.0,0.0
,213.0,-8.67,0.02,,5092,142,2526,360790,,0.0005,0.105,89697.0,,,
,215.0,-9.28,0.02,,5096,142,2529,361535,,0.0005,0.157,89883.0,,,
,212.0,-9.85,0.02,,5100,143,2535,362772,,0.0005,0.0637,90192.0,,,
,228.0,-9.41,0.02,,5104,143,2544,365078,,0.0005,0.00927,90769.0,,,
,225.0,-8.98,0.02,,5108,143,2546,365368,,0.0005,0.104,90841.0,,,
,222.0,-9.15,0.02,,5112,143,2547,365541,,0.0005,0.155,90885.0,,,
,224.0,-8.37,0.02,,5116,143,2551,366317,,0.0005,0.117,91079.0,,,
,224.0,-8.78,0.02,,5120,143,2554,366922,,0.0005,0.391,91230.0,,,
,222.0,-9.15,0.02,,5124,143,2557,367454,,0.0005,0.102,91363.0,,,
