avg_fruit,avg_decayfruit,avg_enemyfruit,rollout/,ep_len_mean,ep_rew_mean,time/,fps,iterations,time_elapsed,total_timesteps,train/,approx_kl,clip_fraction,clip_range,entropy_loss,explained_variance,learning_rate,loss,n_updates,policy_gradient_loss,value_loss
0,0,0,,22.5,-7.24,,64,1,31,2048,,,,,,,,,,,
0,0,0,,21.7,-10.9,,62,2,65,4096,,0.007076218,0.0206,0.2,-1.38,-0.00123,0.0003,147.0,10.0,-0.00422,125.0
0,0,0,,22.4,-8.34,,63,3,96,6144,,0.0070981234,0.0256,0.2,-1.38,-0.0234,0.0003,34.5,20.0,-0.00531,50.1
0,0,0,,17.8,-11.9,,61,4,132,8192,,0.0052099847,0.0119,0.2,-1.37,0.0127,0.0003,139.0,30.0,-0.00454,127.0
0,0,0,,25.3,-11.5,,64,5,158,10240,,0.008050745,0.0978,0.2,-1.37,-0.0214,0.0003,24.4,40.0,-0.0083,79.4
0,0,0,,22.9,-7.62,,64,6,190,12288,,0.00813168,0.0357,0.2,-1.36,0.00443,0.0003,76.6,50.0,-0.00721,65.8
0,0,0,,22.1,-10.4,,65,7,220,14336,,0.009210207,0.0361,0.2,-1.35,0.00273,0.0003,10.0,60.0,-0.00311,124.0
0,0,0,,28.1,-10.7,,66,8,245,16384,,0.008192159,0.102,0.2,-1.33,0.0309,0.0003,37.3,70.0,-0.0105,29.9
0,0,0,,29.8,-8.24,,68,9,270,18432,,0.011763239,0.108,0.2,-1.31,-0.0866,0.0003,2.33,80.0,-0.0107,14.0
0,0,0,,33.9,-7.2,,69,10,294,20480,,0.007877025,0.094,0.2,-1.29,0.00593,0.0003,2.59,90.0,-0.00808,35.0
0,0,0,,28.7,-8.36,,70,11,321,22528,,0.009790076,0.0731,0.2,-1.29,-0.00804,0.0003,5.84,100.0,-0.00682,131.0
0,0,0,,32.4,-9.2,,71,12,346,24576,,0.008593332,0.106,0.2,-1.29,-0.00776,0.0003,5.65,110.0,-0.00921,16.1
0,0,1,,33.8,-10.4,,71,13,371,26624,,0.005480539,0.0317,0.2,-1.29,-0.0217,0.0003,6.33,120.0,-0.00519,59.5
0,0,0,,38.5,-10.3,,72,14,393,28672,,0.008492909,0.103,0.2,-1.27,-0.0285,0.0003,2.68,130.0,-0.0105,14.7
0,1,0,,44.3,-8.57,,74,15,413,30720,,0.00839976,0.074,0.2,-1.27,0.0233,0.0003,75.7,140.0,-0.00645,94.3
1,0,0,,42.5,-7.68,,75,16,436,32768,,0.010689462,0.0794,0.2,-1.26,-0.0481,0.0003,11.3,150.0,-0.00804,35.9
0,0,0,,38.5,-7.92,,75,17,459,34816,,0.0076545943,0.0294,0.2,-1.25,-0.0484,0.0003,42.9,160.0,-0.00347,91.8
0,1,0,,43.1,-8.31,,76,18,479,36864,,0.012391917,0.156,0.2,-1.22,0.0346,0.0003,4.44,170.0,-0.0113,42.9
0,0,1,,51.5,-6.08,,77,19,499,38912,,0.0077038575,0.055,0.2,-1.21,-0.0282,0.0003,9.75,180.0,-0.00553,90.1
0,0,0,,49.6,-5.32,,78,20,520,40960,,0.0077513917,0.0507,0.2,-1.21,-0.00765,0.0003,34.7,190.0,-0.00534,93.8
0,0,0,,44.6,-6.26,,78,21,544,43008,,0.0072087143,0.0566,0.2,-1.2,-0.0141,0.0003,3.82,200.0,-0.00557,63.7
0,0,1,,40.8,-6.09,,79,22,565,45056,,0.010408014,0.0956,0.2,-1.18,0.0143,0.0003,10.9,210.0,-0.00571,59.5
0,0,0,,40.8,-9.22,,79,23,590,47104,,0.0062633017,0.0809,0.2,-1.15,0.00553,0.0003,15.0,220.0,-0.00644,73.3
0,0,0,,41.5,-8.79,,80,24,611,49152,,0.012031974,0.138,0.2,-1.15,-0.011,0.0003,8.07,230.0,-0.011,8.75
0,0,0,,48.9,-7.91,,81,25,630,51200,,0.0063502127,0.059,0.2,-1.15,-0.00373,0.0003,84.8,240.0,-0.00799,97.6
0,0,0,,50.4,-8.42,,81,26,652,53248,,0.009257939,0.0616,0.2,-1.15,0.0242,0.0003,22.0,250.0,-0.0059,89.5
0,0,0,,50.9,-6.02,,82,27,671,55296,,0.010041373,0.118,0.2,-1.12,0.00914,0.0003,10.3,260.0,-0.00863,23.0
0,0,0,,58.4,-6.78,,83,28,689,57344,,0.010922048,0.0753,0.2,-1.11,0.0298,0.0003,26.9,270.0,-0.00719,49.0
0,0,0,,72.0,-7.0,,84,29,703,59392,,0.0053118067,0.0306,0.2,-1.08,0.024,0.0003,68.7,280.0,-0.00373,93.2
0,0,0,,77.6,-7.36,,85,30,720,61440,,0.011248611,0.121,0.2,-1.07,-0.0594,0.0003,6.28,290.0,-0.00638,35.0
1,0,1,,84.4,-8.56,,86,31,736,63488,,0.0065359045,0.0704,0.2,-1.06,0.00542,0.0003,5.68,300.0,-0.00335,24.2
1,0,0,,85.9,-9.68,,87,32,753,65536,,0.007648992,0.085,0.2,-1.04,0.000404,0.0003,6.26,310.0,-0.00577,51.5
0,0,0,,88.5,-9.24,,87,33,769,67584,,0.010792657,0.0965,0.2,-0.996,0.0672,0.0003,14.5,320.0,-0.0102,31.6
0,0,1,,91.5,-9.75,,88,34,783,69632,,0.008441892,0.0925,0.2,-0.998,0.13,0.0003,1.13,330.0,-0.00785,12.7
0,0,0,,96.8,-8.62,,89,35,799,71680,,0.0099968705,0.0666,0.2,-1.01,0.1,0.0003,5.76,340.0,-0.00563,24.3
0,1,1,,104.0,-8.52,,90,36,813,73728,,0.007133951,0.0722,0.2,-0.987,-0.08,0.0003,8.02,350.0,-0.00735,42.8
0,0,0,,110.0,-6.52,,91,37,827,75776,,0.0056712027,0.0752,0.2,-0.969,0.0912,0.0003,18.5,360.0,-0.00675,53.6
0,0,0,,118.0,-5.37,,92,38,840,77824,,0.0076218685,0.0747,0.2,-0.952,0.0666,0.0003,46.0,370.0,-0.00491,50.9
1,0,2,,124.0,-4.95,,93,39,855,79872,,0.0040242835,0.0265,0.2,-0.947,0.0201,0.0003,30.1,380.0,-0.00329,89.4
0,0,0,,133.0,-4.53,,94,40,868,81920,,0.009444463,0.0818,0.2,-0.947,0.0252,0.0003,38.3,390.0,-0.00519,55.7
0,1,1,,125.0,-0.865,,94,41,884,83968,,0.010941232,0.112,0.2,-0.98,0.0445,0.0003,27.7,400.0,-0.00778,41.6
0,0,0,,129.0,-1.63,,95,42,897,86016,,0.0060263383,0.0764,0.2,-0.95,0.018,0.0003,73.9,410.0,-0.00395,66.0
2,0,0,,126.0,-2.57,,96,43,912,88064,,0.00947991,0.123,0.2,-0.949,0.0351,0.0003,10.3,420.0,-0.00811,37.1
0,0,0,,119.0,-1.97,,97,44,928,90112,,0.010420453,0.0896,0.2,-0.92,0.165,0.0003,14.5,430.0,-0.00695,22.2
0,0,0,,106.0,-2.28,,97,45,943,92160,,0.00765031,0.0721,0.2,-0.892,-0.0251,0.0003,5.34,440.0,-0.0032,42.1
0,0,0,,107.0,-0.23,,98,46,959,94208,,0.008784358,0.122,0.2,-0.893,0.063,0.0003,22.8,450.0,-0.0067,52.6
0,0,1,,102.0,2.18,,98,47,975,96256,,0.0070069702,0.0729,0.2,-0.872,0.0194,0.0003,26.2,460.0,-0.00718,116.0
2,0,2,,106.0,3.63,,99,48,988,98304,,0.006751381,0.0607,0.2,-0.863,0.0639,0.0003,78.7,470.0,-0.00748,173.0
0,0,0,,116.0,1.83,,100,49,1002,100352,,0.0093649365,0.0839,0.2,-0.873,-0.0264,0.0003,17.4,480.0,-0.00818,103.0
0,0,0,,114.0,4.92,,100,50,1017,102400,,0.011686291,0.0959,0.2,-0.878,0.0817,0.0003,47.4,490.0,-0.00557,66.2
1,0,0,,121.0,6.11,,101,51,1030,104448,,0.00881153,0.0784,0.2,-0.857,0.0456,0.0003,44.8,500.0,-0.00534,112.0
1,0,0,,122.0,3.01,,101,52,1045,106496,,0.008049549,0.0754,0.2,-0.834,0.0973,0.0003,19.8,510.0,-0.00365,60.9
0,0,0,,119.0,0.0892,,102,53,1061,108544,,0.012849532,0.177,0.2,-0.822,0.00656,0.0003,11.6,520.0,-0.0128,33.7
1,0,2,,113.0,-1.24,,102,54,1075,110592,,0.008861496,0.084,0.2,-0.814,0.0803,0.0003,41.8,530.0,-0.00755,84.2
0,2,2,,110.0,-1.14,,103,55,1089,112640,,0.013101207,0.153,0.2,-0.839,0.0615,0.0003,46.3,540.0,-0.0127,41.1
1,0,0,,116.0,-1.68,,103,56,1103,114688,,0.00749519,0.0823,0.2,-0.808,0.0894,0.0003,110.0,550.0,-0.00406,113.0
1,0,1,,109.0,-1.41,,104,57,1117,116736,,0.009076084,0.109,0.2,-0.797,0.15,0.0003,11.2,560.0,-0.00585,36.9
0,0,0,,123.0,-0.778,,105,58,1129,118784,,0.0097237155,0.0896,0.2,-0.799,-0.0832,0.0003,64.0,570.0,-0.00436,48.8
0,0,0,,131.0,1.41,,105,59,1143,120832,,0.0046169246,0.0488,0.2,-0.831,0.053,0.0003,11.7,580.0,-0.00251,70.5
0,0,0,,130.0,4.05,,106,60,1157,122880,,0.009556541,0.0959,0.2,-0.782,0.0605,0.0003,79.1,590.0,-0.0056,97.9
0,0,0,,132.0,1.14,,106,61,1171,124928,,0.007414362,0.0695,0.2,-0.821,-0.049,0.0003,78.2,600.0,-0.00651,128.0
0,0,0,,136.0,0.49,,107,62,1185,126976,,0.009882442,0.0973,0.2,-0.818,0.0323,0.0003,13.3,610.0,-0.00606,27.7
0,1,0,,139.0,-1.07,,107,63,1198,129024,,0.009877048,0.0983,0.2,-0.818,-0.00475,0.0003,13.5,620.0,-0.00836,56.1
0,0,0,,148.0,0.349,,108,64,1212,131072,,0.007333846,0.0933,0.2,-0.789,-0.00463,0.0003,14.3,630.0,-0.00547,48.8
0,0,0,,135.0,3.27,,108,65,1226,133120,,0.011761986,0.136,0.2,-0.792,-0.0975,0.0003,7.28,640.0,-0.00794,34.1
