rollout/,ep_len_mean,ep_rew_mean,exploration_rate,time/,episodes,fps,time_elapsed,total_timesteps,avg_fruit,avg_decayfruit,avg_enemyfruit,train/,learning_rate,loss,n_updates
,26.0,-25.3,1.0,,4,67,1,104,,,,,,,
,16.8,-25.2,1.0,,8,52,2,134,,,,,,,
,12.6,-25.1,1.0,,12,42,3,151,,,,,,,
,15.9,-25.2,0.999,,16,53,4,255,,,,,,,
,17.9,-26.7,0.999,,20,60,5,358,,,,,,,
,19.7,-26.4,0.999,,24,65,7,472,,,,,,,
,18.7,-26.3,0.999,,28,63,8,523,,,,,,,
,18.7,-26.1,0.999,,32,63,9,598,,,,,,,
,19.6,-26.0,0.998,,36,65,10,707,,,,,,,
,20.8,-25.2,0.998,,40,69,11,831,,,,,,,
,20.0,-25.2,0.998,,44,67,13,880,,,,,,,
,20.4,-25.2,0.998,,48,68,14,977,,,,,,,
,19.7,-25.2,0.998,,52,66,15,1023,,,,,,,
,19.4,-25.2,0.997,,56,65,16,1086,,,,,,,
,18.8,-25.2,0.997,,60,64,17,1129,,,,,,,
,19.3,-25.2,0.997,,64,65,18,1235,,,,,,,
,18.9,-23.0,0.997,,68,64,19,1283,,,,,,,
,18.9,-23.5,0.997,,72,65,20,1363,,,,,,,
,19.0,-23.6,0.997,,76,65,22,1442,,,,,,,
,18.6,-24.1,0.996,,80,64,23,1485,,,,,,,
,18.1,-24.1,0.996,,84,62,24,1520,,,,,,,
,17.8,-24.5,0.996,,88,62,25,1570,,,,,,,
,18.0,-23.2,0.996,,92,62,26,1660,,,,,,,
,18.1,-23.3,0.996,,96,63,27,1740,,,,,,,
,18.4,-23.4,0.996,,100,64,28,1839,,,,,,,
,17.7,-23.4,0.996,,104,62,29,1871,,,,,,,
,17.6,-23.4,0.996,,108,61,30,1893,,,,,,,
,18.2,-23.4,0.995,,112,61,31,1972,,,,,,,
,18.2,-21.6,0.995,,116,62,33,2076,,,,,,,
,17.9,-21.6,0.995,,120,62,34,2146,,,,,,,
,17.1,-21.6,0.995,,124,61,35,2179,,,,,,,
,17.4,-21.6,0.995,,128,61,36,2265,,,,,,,
,17.8,-21.6,0.994,,132,62,37,2373,,,,,,,
,17.1,-21.6,0.994,,136,62,38,2421,,,,,,,
,16.7,-21.9,0.994,,140,62,40,2504,,,,,,,
,16.7,-21.9,0.994,,144,61,41,2551,,,,,,,
,16.6,-21.9,0.994,,148,62,42,2639,,,,,,,
,17.1,-21.6,0.993,,152,62,43,2737,,,,,,,
,17.3,-21.9,0.993,,156,63,44,2814,,,,,,,
,17.7,-20.7,0.993,,160,63,45,2899,,,,,,,
,16.9,-21.0,0.993,,164,62,46,2930,,,,,,,
,17.7,-22.5,0.993,,168,63,48,3050,,,,,,,
,17.0,-22.2,0.993,,172,62,49,3067,,,,,,,
,17.3,-21.9,0.992,,176,63,50,3174,,,,,,,
,17.3,-21.6,0.992,,180,62,51,3218,,,,,,,
,18.7,-21.9,0.992,,184,64,52,3393,,,,,,,
,19.2,-21.6,0.992,,188,64,53,3495,,,,,,,
,19.0,-22.8,0.992,,192,64,54,3558,,,,,,,
,19.1,-22.8,0.991,,196,65,56,3648,,,,,,,
,19.1,-22.8,0.991,,200,65,57,3750,,,,,,,
,19.3,-22.8,0.991,,204,65,58,3802,,,,,,,
,19.7,-22.8,0.991,,208,65,59,3866,,,,,,,
,19.5,-22.8,0.991,,212,64,60,3926,,,,,,,
,19.4,-24.9,0.99,,216,65,61,4018,,,,,,,
,19.7,-24.6,0.99,,220,65,62,4119,,,,,,,
,20.2,-24.6,0.99,,224,65,63,4200,,,,,,,
,19.9,-24.6,0.99,,228,65,64,4252,,,,,,,
,20.4,-24.6,0.99,,232,66,66,4414,,,,,,,
,20.8,-23.4,0.989,,236,66,67,4496,,,,,,,
,20.1,-23.4,0.989,,240,66,68,4518,,,,,,,
,20.6,-23.1,0.989,,244,66,69,4611,,,,,,,
,20.5,-23.4,0.989,,248,66,70,4693,,,,,,,
,20.7,-22.2,0.989,,252,66,71,4809,,,,,,,
,20.9,-22.2,0.988,,256,67,73,4899,,,,,,,
,20.4,-23.4,0.988,,260,66,74,4937,,,,,,,
,21.3,-23.4,0.988,,264,67,75,5062,,,,,,,
,21.4,-23.4,0.988,,268,67,76,5193,,,,,,,
,22.6,-23.4,0.987,,272,68,77,5331,,,,,,,
,22.9,-24.0,0.987,,276,68,79,5465,,,,,,,
,23.0,-24.0,0.987,,280,68,80,5518,,,,,,,
,21.6,-23.7,0.987,,284,68,81,5558,,,,,,,
,21.4,-24.0,0.987,,288,68,82,5630,,,,,,,
,21.3,-24.0,0.986,,292,68,83,5692,,,,,,,
,21.3,-24.6,0.986,,296,68,84,5778,,,,,,,
,21.6,-24.6,0.986,,300,68,86,5905,,,,,,,
,21.3,-24.6,0.986,,304,68,87,5936,,,,,,,
,21.4,-24.6,0.986,,308,68,88,6005,,,,,,,
,21.5,-24.6,0.986,,312,68,89,6074,,,,,,,
,21.3,-24.3,0.985,,316,68,90,6148,,,,,,,
,21.2,-24.3,0.985,,320,68,91,6236,,,,,,,
,20.7,-24.3,0.985,,324,67,92,6272,,,,,,,
,20.9,-24.3,0.985,,328,67,93,6343,,,,,,,
,20.1,-23.7,0.985,,332,67,94,6423,,,,,,,
,20.2,-24.9,0.985,,336,67,96,6516,,,,,,,
,20.6,-24.9,0.984,,340,67,97,6581,,,,,,,
,20.3,-25.2,0.984,,344,67,98,6639,,,,,,,
,19.8,-24.9,0.984,,348,67,99,6677,,,,,,,
,19.5,-26.4,0.984,,352,67,100,6755,,,,,,,
,19.2,-26.1,0.984,,356,67,101,6822,,,,,,,
,19.4,-26.1,0.984,,360,66,102,6877,,,,,,,
,18.8,-25.8,0.984,,364,66,103,6937,,,,,,,
,18.6,-26.4,0.983,,368,67,105,7055,,,,,,,
,18.0,-26.7,0.983,,372,67,106,7133,,,,,,,
,17.2,-26.4,0.983,,376,66,107,7182,,,,,,,
,17.4,-26.7,0.983,,380,66,108,7256,,,,,,,
,18.2,-26.7,0.982,,384,67,109,7376,,,,,,,
,17.8,-26.4,0.982,,388,67,110,7413,,,,,,,
,17.7,-26.4,0.982,,392,66,111,7458,,,,,,,
,17.5,-25.5,0.982,,396,66,112,7532,,,,,,,
,17.5,-25.5,0.982,,400,67,113,7655,,,,,,,
,17.4,-25.5,0.982,,404,66,114,7681,,,,,,,
,17.6,-25.5,0.982,,408,66,116,7761,,,,,,,
,17.8,-25.5,0.981,,412,67,117,7857,,,,,,,
,17.7,-25.5,0.981,,416,66,118,7914,,,,,,,
,17.2,-25.5,0.981,,420,66,119,7954,,,,,,,
,17.9,-25.8,0.981,,424,66,120,8059,,,,,,,
,18.1,-25.8,0.981,,428,67,121,8154,,,,,,,
,18.6,-26.1,0.98,,432,67,122,8278,,,,,,,
,18.1,-26.1,0.98,,436,67,123,8324,,,,,,,
,17.8,-26.1,0.98,,440,66,124,8361,,,,,,,
,18.1,-26.7,0.98,,444,67,125,8450,,,,,,,
,18.3,-26.7,0.98,,448,66,127,8510,,,,,,,
,18.7,-27.0,0.98,,452,67,128,8626,,,,,,,
,18.7,-27.0,0.979,,456,67,129,8696,,,,,,,
,19.5,-27.0,0.979,,460,67,130,8828,,,,,,,
,21.3,-27.3,0.978,,464,68,132,9064,,,,,,,
,20.8,-26.7,0.978,,468,68,133,9135,,,,,,,
,20.6,-26.4,0.978,,472,68,134,9191,,,,,,,
,20.7,-26.4,0.978,,476,68,135,9252,,,,,,,
,20.7,-26.4,0.978,,480,68,136,9325,,,,,,,
,20.4,-26.4,0.978,,484,68,137,9415,,,,,,,
,20.5,-26.1,0.978,,488,68,138,9466,,,,,,,
,20.8,-26.1,0.977,,492,68,139,9533,,,,,,,
,21.2,-26.4,0.977,,496,68,140,9656,,,,,,,
,20.3,-26.4,0.977,,500,68,141,9681,,,,,,,
,20.3,-26.4,0.977,,504,67,142,9710,,,,,,,
,19.8,-26.4,0.977,,508,67,143,9741,,,,,,,
,19.7,-26.4,0.977,,512,67,144,9831,,,,,,,
,19.8,-26.4,0.977,,516,67,146,9889,,,,,,,
,20.1,-26.4,0.976,,520,67,147,9967,0.0,0.0,0.0,,,,
,19.6,-26.1,0.976,,524,67,148,10019,,,,,,,
,19.2,-26.1,0.976,,528,67,149,10073,,,,,,,
,18.7,-26.4,0.976,,532,67,150,10145,,,,,,,
,19.0,-25.2,0.976,,536,67,151,10222,,,,,,,
,19.8,-25.8,0.975,,540,67,152,10343,,,,,,,
,19.9,-25.2,0.975,,544,67,153,10437,,,,,,,
,19.6,-25.2,0.975,,548,67,154,10473,,,,,,,
,18.9,-24.9,0.975,,552,67,155,10516,,,,,,,
,18.5,-24.6,0.975,,556,67,156,10543,,,,,,,
,17.9,-24.6,0.975,,560,67,157,10613,,,,,,,
,16.3,-24.6,0.975,,564,67,158,10694,,,,,,,
,16.2,-24.6,0.974,,568,67,159,10754,,,,,,,
,16.5,-24.6,0.974,,572,67,161,10841,,,,,,,
,16.8,-24.6,0.974,,576,67,162,10927,,,,,,,
,17.0,-24.6,0.974,,580,67,163,11025,,,,,,,
,16.6,-24.6,0.974,,584,67,164,11073,,,,,,,
,16.3,-24.9,0.974,,588,67,165,11098,,,,,,,
,16.1,-23.4,0.974,,592,66,166,11146,,,,,,,
,15.8,-23.1,0.973,,596,67,167,11240,,,,,,,
,16.0,-23.1,0.973,,600,66,168,11281,,,,,,,
,16.1,-23.1,0.973,,604,66,169,11318,,,,,,,
,17.0,-23.4,0.973,,608,67,170,11443,,,,,,,
,16.8,-23.4,0.973,,612,66,171,11514,,,,,,,
,16.9,-23.4,0.972,,616,66,172,11584,,,,,,,
,16.8,-23.7,0.972,,620,66,174,11645,,,,,,,
,17.4,-23.7,0.972,,624,67,175,11757,,,,,,,
,18.1,-24.0,0.972,,628,67,176,11880,,,,,,,
,17.9,-22.5,0.972,,632,67,177,11932,,,,,,,
,17.4,-23.7,0.972,,636,66,178,11957,,,,,,,
,16.4,-23.1,0.972,,640,66,179,11988,,,,,,,
,16.4,-22.8,0.971,,644,66,180,12080,,,,,,,
,16.6,-22.8,0.971,,648,66,181,12137,,,,,,,
,17.1,-22.5,0.971,,652,66,182,12223,,,,,,,
,18.2,-22.8,0.971,,656,67,184,12365,,,,,,,
,18.2,-22.8,0.97,,660,67,185,12433,,,,,,,
,18.5,-23.1,0.97,,664,67,186,12540,,,,,,,
,19.3,-21.9,0.97,,668,67,187,12682,,,,,,,
,18.6,-21.9,0.97,,672,67,188,12704,,,,,,,
,18.0,-21.9,0.97,,676,67,189,12724,,,,,,,
,18.5,-22.2,0.969,,680,67,190,12878,,,,,,,
,18.6,-22.2,0.969,,684,67,191,12934,,,,,,,
,19.2,-22.5,0.969,,688,67,193,13015,,,,,,,
,20.4,-24.0,0.969,,692,67,194,13181,,,,,,,
,19.9,-24.3,0.969,,696,67,195,13227,,,,,,,
,20.0,-24.3,0.968,,700,67,196,13281,,,,,,,
,20.3,-24.3,0.968,,704,67,197,13344,,,,,,,
,20.4,-24.3,0.968,,708,67,198,13482,,,,,,,
,21.2,-24.3,0.968,,712,68,200,13639,,,,,,,
,21.1,-24.3,0.967,,716,68,201,13695,,,,,,,
,21.2,-24.0,0.967,,720,67,202,13763,,,,,,,
,21.0,-24.0,0.967,,724,67,203,13853,,,,,,,
,20.2,-23.7,0.967,,728,67,204,13896,,,,,,,
,20.3,-25.2,0.967,,732,67,205,13966,,,,,,,
,21.8,-25.2,0.966,,736,68,207,14141,,,,,,,
,22.6,-25.8,0.966,,740,68,208,14252,,,,,,,
,22.9,-26.4,0.966,,744,68,209,14367,,,,,,,
,23.1,-26.4,0.966,,748,68,211,14451,,,,,,,
,23.1,-24.6,0.965,,752,68,212,14532,,,,,,,
,22.7,-24.6,0.965,,756,68,213,14632,,,,,,,
,23.1,-24.9,0.965,,760,68,214,14747,,,,,,,
,22.6,-24.3,0.965,,764,68,215,14801,,,,,,,
,22.8,-25.5,0.964,,768,68,217,14962,,,,,,,
,23.5,-25.5,0.964,,772,68,218,15057,,,,,,,
,25.2,-25.6,0.964,,776,69,220,15240,,,,,,,
,24.8,-24.9,0.964,,780,69,221,15358,,,,,,,
,25.2,-25.0,0.963,,784,69,222,15454,,,,,,,
,25.8,-24.7,0.963,,788,69,223,15599,,,,,,,
,24.9,-24.6,0.963,,792,69,225,15676,,,,,,,
,24.9,-24.6,0.963,,796,69,226,15719,,,,,,,
,25.1,-24.7,0.963,,800,69,227,15789,,,,,,,
,25.9,-24.4,0.962,,804,69,228,15936,,,,,,,
,26.2,-24.1,0.962,,808,70,229,16100,,,,,,,
,25.0,-24.0,0.962,,812,69,230,16136,,,,,,,
,24.9,-24.0,0.962,,816,69,232,16181,,,,,,,
,25.5,-24.1,0.961,,820,69,233,16316,,,,,,,
,25.2,-24.4,0.961,,824,69,234,16374,,,,,,,
,25.2,-24.4,0.961,,828,69,235,16417,,,,,,,
,25.1,-23.8,0.961,,832,69,236,16473,,,,,,,
,23.7,-23.7,0.961,,836,69,237,16515,,,,,,,
,24.3,-23.1,0.96,,840,69,238,16683,,,,,,,
,23.8,-22.8,0.96,,844,69,240,16743,,,,,,,
,24.6,-22.8,0.96,,848,70,241,16908,,,,,,,
,25.0,-24.9,0.96,,852,70,242,17031,,,,,,,
,24.9,-24.9,0.959,,856,70,243,17117,,,,,,,
,24.8,-24.6,0.959,,860,70,244,17223,,,,,,,
,24.9,-23.7,0.959,,864,70,246,17293,,,,,,,
,23.7,-23.7,0.959,,868,70,247,17334,,,,,,,
,23.8,-23.7,0.959,,872,70,248,17432,,,,,,,
,22.5,-23.7,0.958,,876,70,249,17490,,,,,,,
,21.7,-23.7,0.958,,880,70,250,17528,,,,,,,
,23.1,-23.7,0.958,,884,70,251,17761,,,,,,,
,22.0,-24.0,0.958,,888,70,252,17802,,,,,,,
,21.9,-23.1,0.958,,892,70,253,17865,,,,,,,
,22.1,-23.1,0.957,,896,70,254,17931,,,,,,,
,22.2,-23.1,0.957,,900,70,256,18008,,,,,,,
,22.5,-22.5,0.957,,904,70,257,18182,,,,,,,
,22.7,-22.8,0.956,,908,71,258,18372,,,,,,,
,23.2,-23.1,0.956,,912,71,259,18454,,,,,,,
,23.4,-21.6,0.956,,916,70,260,18524,,,,,,,
,23.1,-21.6,0.956,,920,71,262,18627,,,,,,,
,23.6,-21.3,0.956,,924,71,263,18735,,,,,,,
,23.6,-21.3,0.955,,928,71,264,18775,,,,,,,
,24.1,-21.6,0.955,,932,71,265,18884,,,,,,,
,24.1,-21.6,0.955,,936,70,266,18924,,,,,,,
,22.6,-21.6,0.955,,940,70,267,18946,,,,,,,
,22.3,-21.6,0.955,,944,70,268,18974,,,,,,,
,21.5,-21.9,0.955,,948,70,269,19060,,,,,,,
,21.0,-21.6,0.955,,952,70,270,19134,,,,,,,
,21.1,-21.6,0.954,,956,70,271,19224,,,,,,,
,20.5,-21.6,0.954,,960,70,272,19272,,,,,,,
,20.6,-22.8,0.954,,964,70,274,19356,,,,,,,
,20.7,-22.8,0.954,,968,70,275,19408,,,,,,,
,20.8,-21.6,0.954,,972,70,276,19516,,,,,,,
,22.4,-22.8,0.953,,976,70,277,19733,,,,,,,
,23.0,-22.8,0.953,,980,71,279,19830,,,,,,,
,21.1,-22.8,0.953,,984,70,280,19869,,,,,,,
,21.3,-22.5,0.953,,988,70,281,19928,,,,,,,
,21.2,-23.4,0.953,,992,70,282,19984,0.0,0.0,0.0,,,,
,22.4,-23.7,0.952,,996,71,284,20174,,,,,0.0003,0.849,43.0
,22.8,-23.7,0.952,,1000,71,285,20292,,,,,0.0003,1.73,72.0
,21.5,-24.6,0.952,,1004,70,286,20335,,,,,0.0003,1.77,83.0
,20.0,-24.3,0.952,,1008,70,287,20375,,,,,0.0003,1.54,93.0
,20.2,-24.0,0.951,,1012,70,288,20477,,,,,0.0003,2.9,119.0
,19.8,-25.5,0.951,,1016,70,289,20501,,,,,0.0003,1.73,125.0
,19.6,-25.5,0.951,,1020,70,291,20583,,,,,0.0003,1.08,145.0
,19.7,-26.1,0.951,,1024,70,292,20702,,,,,0.0003,0.998,175.0
,20.6,-26.4,0.951,,1028,70,293,20832,,,,,0.0003,2.61,207.0
,20.8,-27.3,0.95,,1032,71,295,20964,,,,,0.0003,1.19,240.0
,21.2,-27.3,0.95,,1036,71,296,21041,,,,,0.0003,1.53,260.0
,21.9,-27.3,0.95,,1040,71,297,21132,,,,,0.0003,2.7,282.0
,22.7,-27.3,0.95,,1044,71,298,21247,,,,,0.0003,1.19,311.0
,22.4,-25.5,0.949,,1048,71,299,21302,,,,,0.0003,0.201,325.0
,22.4,-26.1,0.949,,1052,71,301,21379,,,,,0.0003,1.75,344.0
,22.0,-26.1,0.949,,1056,70,302,21423,,,,,0.0003,0.959,355.0
,21.8,-26.1,0.949,,1060,70,303,21452,,,,,0.0003,0.997,362.0
,21.6,-25.8,0.949,,1064,70,304,21512,,,,,0.0003,1.72,377.0
,23.0,-26.1,0.948,,1068,70,305,21708,,,,,0.0003,1.98,426.0
,23.5,-26.7,0.948,,1072,71,307,21865,,,,,0.0003,1.71,466.0
,23.3,-25.8,0.948,,1076,71,308,22065,,,,,0.0003,2.17,516.0
,22.9,-25.8,0.947,,1080,71,309,22125,,,,,0.0003,1.19,531.0
,22.7,-25.8,0.947,,1084,71,311,22143,,,,,0.0003,1.34,535.0
,22.9,-25.8,0.947,,1088,71,312,22217,,,,,0.0003,1.52,554.0
,23.0,-25.8,0.947,,1092,71,313,22283,,,,,0.0003,2.51,570.0
,22.0,-25.2,0.947,,1096,71,314,22377,,,,,0.0003,1.75,594.0
,21.4,-25.2,0.947,,1100,71,315,22433,,,,,0.0003,1.6,608.0
,21.7,-25.2,0.947,,1104,71,316,22507,,,,,0.0003,1.33,626.0
,22.9,-25.2,0.946,,1108,71,318,22665,,,,,0.0003,1.34,666.0
,22.8,-24.0,0.946,,1112,71,319,22757,,,,,0.0003,0.768,689.0
,22.8,-24.0,0.946,,1116,71,320,22785,,,,,0.0003,1.41,696.0
,22.7,-24.0,0.946,,1120,71,321,22849,,,,,0.0003,1.14,712.0
,22.3,-23.1,0.946,,1124,71,322,22933,,,,,0.0003,1.61,733.0
,23.5,-24.0,0.945,,1128,71,324,23186,,,,,0.0003,1.23,796.0
,23.6,-23.7,0.945,,1132,71,326,23328,,,,,0.0003,1.19,831.0
,23.5,-22.8,0.944,,1136,71,327,23387,,,,,0.0003,1.13,846.0
,23.7,-22.8,0.944,,1140,71,328,23501,,,,,0.0003,0.589,875.0
,23.4,-22.8,0.944,,1144,71,329,23583,,,,,0.0003,1.57,895.0
,23.6,-24.3,0.944,,1148,71,330,23663,,,,,0.0003,0.584,915.0
,23.5,-24.0,0.944,,1152,71,331,23725,,,,,0.0003,1.6,931.0
,24.9,-23.4,0.943,,1156,71,333,23916,,,,,0.0003,0.994,978.0
,25.5,-23.5,0.943,,1160,71,334,24003,,,,,0.0003,1.18,1000.0
,25.3,-23.5,0.943,,1164,71,335,24043,,,,,0.0003,1.69,1010.0
,25.8,-22.6,0.942,,1168,72,337,24288,,,,,0.0003,0.963,1071.0
,25.3,-23.8,0.942,,1172,72,338,24393,,,,,0.0003,1.33,1098.0
,23.9,-23.4,0.942,,1176,72,339,24456,,,,,0.0003,0.764,1113.0
,24.0,-23.7,0.942,,1180,71,340,24521,,,,,0.0003,1.12,1130.0
,24.8,-23.7,0.942,,1184,71,342,24626,,,,,0.0003,0.385,1156.0
,24.6,-23.7,0.941,,1188,71,343,24673,,,,,0.0003,1.29,1168.0
,24.9,-23.7,0.941,,1192,71,344,24770,,,,,0.0003,1.32,1192.0
,25.4,-23.8,0.941,,1196,72,345,24916,,,,,0.0003,1.14,1228.0
,25.3,-23.8,0.941,,1200,72,346,24965,,,,,0.0003,1.28,1241.0
,25.2,-23.8,0.941,,1204,71,347,25030,,,,,0.0003,0.988,1257.0
,25.0,-24.0,0.94,,1208,72,349,25164,,,,,0.0003,1.66,1290.0
,24.7,-25.2,0.94,,1212,72,350,25223,,,,,0.0003,0.584,1305.0
,25.2,-25.6,0.94,,1216,72,351,25310,,,,,0.0003,1.84,1327.0
,25.3,-25.6,0.94,,1220,71,352,25377,,,,,0.0003,1.69,1344.0
,25.2,-24.4,0.94,,1224,71,353,25455,,,,,0.0003,2.47,1363.0
,23.1,-23.1,0.939,,1228,71,354,25501,,,,,0.0003,0.931,1375.0
,22.7,-21.6,0.939,,1232,71,356,25595,,,,,0.0003,1.7,1398.0
,22.6,-22.5,0.939,,1236,71,357,25647,,,,,0.0003,1.9,1411.0
,21.8,-22.5,0.939,,1240,71,358,25680,,,,,0.0003,2.12,1419.0
,21.4,-22.5,0.939,,1244,71,359,25722,,,,,0.0003,1.92,1430.0
,21.2,-22.8,0.939,,1248,71,360,25786,,,,,0.0003,1.51,1446.0
,21.1,-22.8,0.939,,1252,71,361,25838,,,,,0.0003,1.47,1459.0
,19.9,-23.4,0.938,,1256,71,362,25902,,,,,0.0003,1.72,1475.0
,19.7,-23.7,0.938,,1260,71,363,25970,,,,,0.0003,0.412,1492.0
,20.2,-24.0,0.938,,1264,71,364,26062,,,,,0.0003,0.398,1515.0
,18.3,-24.6,0.938,,1268,71,365,26118,,,,,0.0003,0.928,1529.0
,17.8,-24.0,0.938,,1272,71,367,26169,,,,,0.0003,1.57,1542.0
,17.9,-24.0,0.938,,1276,71,368,26241,,,,,0.0003,0.91,1560.0
,17.8,-23.7,0.938,,1280,71,369,26297,,,,,0.0003,1.52,1574.0
,17.3,-23.7,0.937,,1284,71,370,26356,,,,,0.0003,0.792,1588.0
,18.4,-23.4,0.937,,1288,71,371,26510,,,,,0.0003,0.794,1627.0
,18.1,-23.4,0.937,,1292,71,372,26576,,,,,0.0003,1.18,1643.0
,17.5,-23.7,0.937,,1296,71,374,26663,,,,,0.0003,2.08,1665.0
,18.1,-22.5,0.936,,1300,71,375,26771,,,,,0.0003,0.621,1692.0
,17.7,-22.5,0.936,,1304,71,376,26803,,,,,0.0003,0.778,1700.0
,17.4,-22.2,0.936,,1308,71,377,26904,,,,,0.0003,1.14,1725.0
,17.5,-22.2,0.936,,1312,71,378,26975,,,,,0.0003,1.15,1743.0
,18.2,-22.2,0.936,,1316,71,380,27135,,,,,0.0003,1.41,1783.0
,19.2,-22.5,0.935,,1320,71,381,27300,,,,,0.0003,1.43,1824.0
,19.6,-24.3,0.935,,1324,71,382,27412,,,,,0.0003,1.22,1852.0
,20.0,-24.3,0.935,,1328,71,384,27497,,,,,0.0003,0.831,1874.0
,19.6,-25.5,0.935,,1332,71,385,27554,,,,,0.0003,0.909,1888.0
,21.5,-26.1,0.934,,1336,71,386,27797,,,,,0.0003,0.762,1949.0
,21.6,-26.1,0.934,,1340,71,387,27835,,,,,0.0003,1.52,1958.0
,22.0,-26.1,0.934,,1344,71,389,27920,,,,,0.0003,1.62,1979.0
,22.1,-25.8,0.934,,1348,71,390,27994,,,,,0.0003,1.31,1998.0
,22.4,-25.8,0.933,,1352,71,391,28080,,,,,0.0003,0.571,2019.0
,23.0,-25.8,0.933,,1356,71,392,28205,,,,,0.0003,1.46,2051.0
,22.7,-25.5,0.933,,1360,71,393,28236,,,,,0.0003,1.07,2058.0
,22.4,-25.2,0.933,,1364,71,394,28301,,,,,0.0003,1.53,2075.0
,23.2,-24.6,0.932,,1368,71,396,28442,,,,,0.0003,1.88,2110.0
,23.4,-24.6,0.932,,1372,71,397,28505,,,,,0.0003,1.87,2126.0
,24.5,-24.6,0.932,,1376,71,398,28689,,,,,0.0003,1.26,2172.0
,25.7,-25.0,0.931,,1380,72,400,28865,,,,,0.0003,1.85,2216.0
,26.2,-25.3,0.931,,1384,72,401,28974,,,,,0.0003,1.87,2243.0
,26.3,-25.6,0.931,,1388,72,402,29137,,,,,0.0003,1.21,2284.0
,27.2,-24.4,0.93,,1392,72,404,29299,,,,,0.0003,1.71,2324.0
,26.7,-24.4,0.93,,1396,72,405,29329,,,,,0.0003,1.37,2332.0
,27.2,-25.6,0.93,,1400,72,406,29494,,,,,0.0003,1.55,2373.0
,27.6,-25.6,0.93,,1404,72,407,29563,,,,,0.0003,0.886,2390.0
,27.9,-24.7,0.929,,1408,72,409,29695,,,,,0.0003,0.754,2423.0
,27.9,-24.7,0.929,,1412,72,410,29765,,,,,0.0003,1.62,2441.0
,27.7,-24.1,0.929,,1416,72,411,29904,,,,,0.0003,1.39,2475.0
,26.9,-22.3,0.929,,1420,72,412,29993,0.0,0.0,0.0,,0.0003,0.847,2498.0
,26.0,-22.0,0.929,,1424,72,413,30008,,,,,0.0003,1.18,2501.0
,25.9,-21.4,0.929,,1428,72,415,30083,,,,,0.0003,0.776,2520.0
,26.1,-21.4,0.928,,1432,72,416,30166,,,,,0.0003,1.43,2541.0
,25.8,-20.8,0.928,,1436,72,417,30377,,,,,0.0003,1.38,2594.0
,26.4,-20.5,0.928,,1440,72,419,30478,,,,,0.0003,2.26,2619.0
,26.1,-19.3,0.928,,1444,72,420,30526,,,,,0.0003,1.18,2631.0
,25.5,-19.3,0.927,,1448,72,421,30543,,,,,0.0003,1.14,2635.0
,25.1,-19.3,0.927,,1452,72,422,30592,,,,,0.0003,0.58,2647.0
,24.9,-19.2,0.927,,1456,72,423,30698,,,,,0.0003,0.749,2674.0
,25.3,-19.3,0.927,,1460,72,424,30764,,,,,0.0003,0.337,2690.0
,26.0,-19.6,0.927,,1464,72,425,30897,,,,,0.0003,1.77,2724.0
,25.2,-20.2,0.926,,1468,72,426,30962,,,,,0.0003,1.99,2740.0
,25.3,-20.2,0.926,,1472,72,428,31038,,,,,0.0003,1.49,2759.0
,24.8,-19.8,0.926,,1476,72,429,31165,,,,,0.0003,2.19,2791.0
,23.8,-19.5,0.926,,1480,72,430,31242,,,,,0.0003,1.05,2810.0
,23.4,-19.2,0.926,,1484,72,431,31312,,,,,0.0003,1.04,2827.0
,22.5,-19.2,0.925,,1488,72,432,31387,,,,,0.0003,1.13,2846.0
,21.1,-20.4,0.925,,1492,72,433,31411,,,,,0.0003,1.66,2852.0
,22.1,-20.7,0.925,,1496,72,435,31535,,,,,0.0003,1.51,2883.0
,21.7,-20.7,0.925,,1500,72,436,31668,,,,,0.0003,0.498,2916.0
,22.2,-21.0,0.925,,1504,72,437,31779,,,,,0.0003,1.13,2944.0
,21.3,-21.9,0.924,,1508,72,438,31824,,,,,0.0003,0.434,2955.0
,22.2,-21.9,0.924,,1512,72,440,31987,,,,,0.0003,2.13,2996.0
,22.4,-22.5,0.924,,1516,72,441,32142,,,,,0.0003,3.22,3035.0
,22.4,-24.3,0.923,,1520,72,442,32231,,,,,0.0003,1.09,3057.0
,22.6,-24.3,0.923,,1524,72,443,32265,,,,,0.0003,0.569,3066.0
,22.3,-24.9,0.923,,1528,72,444,32313,,,,,0.0003,1.23,3078.0
,22.3,-24.9,0.923,,1532,72,446,32392,,,,,0.0003,0.745,3097.0
,20.9,-24.9,0.923,,1536,72,447,32468,,,,,0.0003,1.62,3116.0
,20.2,-25.2,0.923,,1540,72,448,32494,,,,,0.0003,1.03,3123.0
,21.8,-26.4,0.922,,1544,72,449,32706,,,,,0.0003,0.484,3176.0
,22.2,-26.4,0.922,,1548,72,450,32762,,,,,0.0003,1.49,3190.0
,22.3,-26.4,0.922,,1552,72,451,32820,,,,,0.0003,0.989,3204.0
,21.7,-26.4,0.922,,1556,72,452,32868,,,,,0.0003,0.61,3216.0
,21.8,-27.0,0.922,,1560,72,454,32939,,,,,0.0003,1.36,3234.0
,22.0,-27.0,0.921,,1564,72,455,33095,,,,,0.0003,1.12,3273.0
,21.8,-27.0,0.921,,1568,72,456,33138,,,,,0.0003,1.84,3284.0
,21.6,-27.0,0.921,,1572,72,457,33194,,,,,0.0003,0.323,3298.0
