rollout/,ep_len_mean,ep_rew_mean,exploration_rate,time/,episodes,fps,time_elapsed,total_timesteps,avg_fruit,avg_decayfruit,avg_enemyfruit,train/,learning_rate,loss,n_updates
,25.9,-26.5,0.813,,3504,74,1047,78549,,,,,0.0003,0.857,14637.0
,25.9,-26.2,0.813,,3508,74,1048,78605,,,,,0.0003,0.913,14651.0
,25.5,-25.9,0.813,,3512,74,1049,78660,,,,,0.0003,1.42,14664.0
,25.5,-25.9,0.813,,3516,74,1050,78730,,,,,0.0003,0.625,14682.0
,26.2,-25.6,0.813,,3520,74,1051,78838,,,,,0.0003,0.818,14709.0
,25.9,-25.6,0.813,,3524,74,1052,78882,,,,,0.0003,1.02,14720.0
,25.7,-25.6,0.812,,3528,74,1054,78973,,,,,0.0003,2.76,14743.0
,25.6,-25.0,0.812,,3532,74,1055,79076,,,,,0.0003,1.67,14768.0
,25.7,-24.1,0.812,,3536,74,1056,79165,,,,,0.0003,1.39,14791.0
,25.5,-24.1,0.812,,3540,74,1057,79272,,,,,0.0003,2.84,14817.0
,25.0,-24.1,0.811,,3544,74,1059,79377,,,,,0.0003,1.57,14844.0
,24.9,-24.0,0.811,,3548,74,1060,79445,,,,,0.0003,1.17,14861.0
,25.9,-24.4,0.811,,3552,74,1061,79608,,,,,0.0003,0.682,14901.0
,26.0,-24.7,0.811,,3556,74,1062,79680,,,,,0.0003,0.0576,14919.0
,26.9,-25.0,0.81,,3560,75,1064,79829,,,,,0.0003,1.04,14957.0
,27.5,-25.0,0.81,,3564,75,1065,79946,,,,,0.0003,1.62,14986.0
,27.1,-25.3,0.81,,3568,74,1066,79976,0.0,0.0,0.0,,0.0003,1.2,14993.0
,27.7,-25.3,0.81,,3572,74,1067,80072,,,,,0.0003,1.16,15017.0
,27.2,-25.3,0.81,,3576,74,1068,80150,,,,,0.0003,1.38,15037.0
,25.0,-25.3,0.81,,3580,74,1069,80189,,,,,0.0003,0.598,15047.0
,24.0,-25.5,0.809,,3584,74,1070,80227,,,,,0.0003,1.18,15056.0
,24.3,-26.1,0.809,,3588,74,1072,80353,,,,,0.0003,1.78,15088.0
,24.9,-26.4,0.809,,3592,74,1073,80523,,,,,0.0003,1.3,15130.0
,24.2,-26.1,0.809,,3596,75,1074,80629,,,,,0.0003,0.953,15157.0
,23.2,-25.5,0.808,,3600,75,1076,80736,,,,,0.0003,1.63,15183.0
,22.9,-25.5,0.808,,3604,75,1077,80838,,,,,0.0003,0.668,15209.0
,23.4,-25.8,0.808,,3608,75,1078,80949,,,,,0.0003,1.18,15237.0
,23.9,-26.1,0.808,,3612,75,1079,81051,,,,,0.0003,1.63,15262.0
,24.6,-25.8,0.807,,3616,75,1081,81189,,,,,0.0003,0.807,15297.0
,23.7,-25.8,0.807,,3620,75,1082,81211,,,,,0.0003,1.18,15302.0
,25.0,-25.8,0.807,,3624,75,1083,81379,,,,,0.0003,1.18,15344.0
,25.4,-25.9,0.806,,3628,75,1085,81513,,,,,0.0003,1.21,15378.0
,25.5,-26.2,0.806,,3632,75,1086,81625,,,,,0.0003,1.59,15406.0
,25.4,-27.1,0.806,,3636,75,1087,81704,,,,,0.0003,0.791,15425.0
,25.8,-26.8,0.806,,3640,75,1088,81848,,,,,0.0003,1.67,15461.0
,25.9,-26.5,0.805,,3644,75,1090,81962,,,,,0.0003,0.841,15490.0
,26.0,-26.8,0.805,,3648,75,1091,82044,,,,,0.0003,1.07,15510.0
,26.3,-25.3,0.805,,3652,75,1092,82240,,,,,0.0003,1.24,15559.0
,27.7,-25.0,0.804,,3656,75,1094,82448,,,,,0.0003,0.255,15611.0
,27.1,-24.7,0.804,,3660,75,1095,82538,,,,,0.0003,0.61,15634.0
,27.0,-24.4,0.804,,3664,75,1096,82642,,,,,0.0003,1.85,15660.0
,27.8,-23.8,0.803,,3668,75,1098,82753,,,,,0.0003,0.763,15688.0
,27.4,-23.8,0.803,,3672,75,1099,82815,,,,,0.0003,1.59,15703.0
,27.3,-23.5,0.803,,3676,75,1100,82881,,,,,0.0003,2.15,15720.0
,28.6,-23.8,0.803,,3680,75,1102,83047,,,,,0.0003,0.902,15761.0
,29.1,-23.5,0.803,,3684,75,1103,83136,,,,,0.0003,0.819,15783.0
,28.4,-23.8,0.802,,3688,75,1104,83191,,,,,0.0003,1.45,15797.0
,28.1,-23.5,0.802,,3692,75,1105,83330,,,,,0.0003,0.639,15832.0
,28.4,-23.8,0.802,,3696,75,1107,83470,,,,,0.0003,1.24,15867.0
,28.4,-24.1,0.802,,3700,75,1108,83572,,,,,0.0003,0.838,15892.0
,29.4,-24.1,0.801,,3704,75,1109,83778,,,,,0.0003,0.262,15944.0
,29.0,-24.1,0.801,,3708,75,1110,83846,,,,,0.0003,1.07,15961.0
,29.5,-22.9,0.8,,3712,75,1112,84005,,,,,0.0003,1.14,16001.0
,29.8,-23.5,0.8,,3716,75,1113,84167,,,,,0.0003,1.86,16041.0
,30.5,-23.5,0.8,,3720,75,1114,84265,,,,,0.0003,1.49,16066.0
,30.0,-23.5,0.8,,3724,75,1116,84377,,,,,0.0003,0.838,16094.0
,29.0,-23.5,0.8,,3728,75,1117,84411,,,,,0.0003,0.428,16102.0
,28.6,-23.5,0.799,,3732,75,1118,84480,,,,,0.0003,1.2,16119.0
,29.4,-23.5,0.799,,3736,75,1119,84641,,,,,0.0003,1.04,16160.0
,29.3,-23.8,0.799,,3740,75,1121,84778,,,,,0.0003,2.03,16194.0
,29.4,-23.8,0.798,,3744,75,1122,84899,,,,,0.0003,0.482,16224.0
,29.4,-23.5,0.798,,3748,75,1123,84988,,,,,0.0003,0.763,16246.0
,28.5,-24.7,0.798,,3752,75,1124,85091,,,,,0.0003,1.2,16272.0
,26.8,-25.0,0.798,,3756,75,1125,85131,,,,,0.0003,0.921,16282.0
,26.9,-25.0,0.798,,3760,75,1127,85232,,,,,0.0003,1.24,16307.0
,26.8,-25.3,0.797,,3764,75,1128,85324,,,,,0.0003,0.442,16330.0
,26.2,-25.6,0.797,,3768,75,1129,85374,,,,,0.0003,0.868,16343.0
,26.9,-26.2,0.797,,3772,75,1130,85508,,,,,0.0003,2.11,16376.0
,27.0,-26.5,0.797,,3776,75,1131,85578,,,,,0.0003,1.18,16394.0
,26.4,-25.6,0.797,,3780,75,1133,85682,,,,,0.0003,1.1,16420.0
,26.0,-25.6,0.796,,3784,75,1134,85737,,,,,0.0003,1.45,16434.0
,26.6,-25.6,0.796,,3788,75,1135,85851,,,,,0.0003,1.08,16462.0
,25.7,-25.6,0.796,,3792,75,1136,85904,,,,,0.0003,1.78,16475.0
,25.5,-25.3,0.796,,3796,75,1137,86018,,,,,0.0003,2.83,16504.0
,25.3,-25.3,0.796,,3800,75,1138,86099,,,,,0.0003,1.07,16524.0
,24.1,-25.2,0.795,,3804,75,1140,86193,,,,,0.0003,2.94,16548.0
,23.8,-25.2,0.795,,3808,75,1141,86223,,,,,0.0003,1.91,16555.0
,23.3,-25.2,0.795,,3812,75,1142,86337,,,,,0.0003,1.34,16584.0
,22.6,-24.9,0.795,,3816,75,1143,86423,,,,,0.0003,0.0486,16605.0
,22.3,-24.9,0.795,,3820,75,1144,86495,,,,,0.0003,0.388,16623.0
,22.1,-24.9,0.794,,3824,75,1145,86582,,,,,0.0003,1.31,16645.0
,22.6,-24.9,0.794,,3828,75,1147,86667,,,,,0.0003,0.95,16666.0
,24.1,-25.5,0.794,,3832,75,1148,86891,,,,,0.0003,1.58,16722.0
,23.6,-25.5,0.793,,3836,75,1150,87001,,,,,0.0003,1.37,16750.0
,24.1,-23.7,0.793,,3840,75,1151,87184,,,,,0.0003,0.938,16795.0
,23.2,-23.4,0.793,,3844,75,1152,87215,,,,,0.0003,0.828,16803.0
,22.7,-23.4,0.793,,3848,75,1153,87256,,,,,0.0003,1.24,16813.0
,23.2,-23.4,0.792,,3852,75,1154,87408,,,,,0.0003,1.39,16851.0
,23.5,-23.4,0.792,,3856,75,1156,87484,,,,,0.0003,1.81,16870.0
,23.2,-22.2,0.792,,3860,75,1157,87553,,,,,0.0003,0.619,16888.0
,23.3,-22.2,0.792,,3864,75,1158,87658,,,,,0.0003,1.39,16914.0
,23.9,-21.6,0.792,,3868,75,1159,87769,,,,,0.0003,0.874,16942.0
,23.0,-20.7,0.791,,3872,75,1160,87806,,,,,0.0003,0.692,16951.0
,23.6,-20.4,0.791,,3876,75,1162,87938,,,,,0.0003,0.385,16984.0
,23.9,-20.4,0.791,,3880,75,1163,88070,,,,,0.0003,0.925,17017.0
,24.6,-20.1,0.791,,3884,75,1164,88194,,,,,0.0003,0.136,17048.0
,23.7,-20.1,0.79,,3888,75,1165,88220,,,,,0.0003,0.719,17054.0
,24.2,-20.1,0.79,,3892,75,1167,88327,,,,,0.0003,1.62,17081.0
,24.6,-20.4,0.79,,3896,75,1168,88474,,,,,0.0003,1.62,17118.0
,24.7,-20.4,0.79,,3900,75,1169,88573,,,,,0.0003,2.44,17143.0
,24.6,-20.4,0.789,,3904,75,1170,88649,,,,,0.0003,1.3,17162.0
,25.6,-20.8,0.789,,3908,75,1172,88778,,,,,0.0003,1.45,17194.0
,24.8,-21.9,0.789,,3912,75,1173,88819,,,,,0.0003,0.804,17204.0
,24.9,-21.9,0.789,,3916,75,1174,88917,,,,,0.0003,1.03,17229.0
,25.6,-22.0,0.788,,3920,75,1175,89057,,,,,0.0003,1.05,17264.0
,25.4,-22.0,0.788,,3924,75,1176,89119,,,,,0.0003,0.925,17279.0
,25.3,-22.0,0.788,,3928,75,1178,89196,,,,,0.0003,1.46,17298.0
,24.1,-21.6,0.788,,3932,75,1179,89299,,,,,0.0003,1.08,17324.0
,23.7,-21.6,0.788,,3936,75,1180,89371,,,,,0.0003,1.7,17342.0
,23.1,-23.7,0.787,,3940,75,1181,89496,,,,,0.0003,0.363,17373.0
,23.4,-24.0,0.787,,3944,75,1182,89557,,,,,0.0003,1.43,17389.0
,23.4,-24.0,0.787,,3948,75,1183,89600,,,,,0.0003,1.41,17399.0
,23.2,-23.7,0.787,,3952,75,1185,89730,,,,,0.0003,2.0,17432.0
,25.1,-22.3,0.786,,3956,75,1187,89993,0.0,0.0,0.0,,0.0003,1.8,17498.0
,25.4,-23.2,0.786,,3960,75,1188,90094,,,,,0.0003,0.699,17523.0
,25.3,-23.2,0.786,,3964,75,1189,90191,,,,,0.0003,1.54,17547.0
,24.5,-23.7,0.786,,3968,75,1190,90222,,,,,0.0003,0.899,17555.0
,24.8,-24.0,0.786,,3972,75,1191,90283,,,,,0.0003,1.96,17570.0
,24.0,-24.3,0.785,,3976,75,1193,90334,,,,,0.0003,1.05,17583.0
,23.1,-23.1,0.785,,3980,75,1194,90382,,,,,0.0003,2.12,17595.0
,22.9,-22.2,0.785,,3984,75,1195,90483,,,,,0.0003,1.47,17620.0
,23.2,-22.2,0.785,,3988,75,1196,90541,,,,,0.0003,0.534,17635.0
,22.9,-22.2,0.785,,3992,75,1197,90615,,,,,0.0003,0.266,17653.0
,21.7,-21.9,0.785,,3996,75,1198,90645,,,,,0.0003,1.08,17661.0
,22.1,-21.6,0.784,,4000,75,1200,90783,,,,,0.0003,0.753,17695.0
,22.2,-21.6,0.784,,4004,75,1201,90871,,,,,0.0003,2.78,17717.0
,21.6,-21.3,0.784,,4008,75,1202,90941,,,,,0.0003,2.17,17735.0
,21.9,-21.3,0.784,,4012,75,1203,91005,,,,,0.0003,1.58,17751.0
,22.2,-20.7,0.784,,4016,75,1205,91136,,,,,0.0003,0.774,17783.0
,22.4,-19.2,0.783,,4020,75,1206,91293,,,,,0.0003,0.857,17823.0
,22.9,-19.2,0.783,,4024,75,1207,91408,,,,,0.0003,2.42,17851.0
,22.6,-19.2,0.783,,4028,75,1208,91461,,,,,0.0003,0.836,17865.0
,23.3,-18.9,0.782,,4032,75,1210,91630,,,,,0.0003,1.28,17907.0
,22.9,-18.9,0.782,,4036,75,1211,91663,,,,,0.0003,1.32,17915.0
,22.3,-18.6,0.782,,4040,75,1212,91726,,,,,0.0003,0.689,17931.0
,22.9,-18.6,0.782,,4044,75,1213,91849,,,,,0.0003,0.74,17962.0
,23.3,-18.6,0.782,,4048,75,1215,91927,,,,,0.0003,0.675,17981.0
,22.8,-18.6,0.781,,4052,75,1216,92011,,,,,0.0003,1.04,18002.0
,22.3,-19.8,0.781,,4056,75,1218,92224,,,,,0.0003,1.27,18055.0
,22.0,-19.8,0.781,,4060,75,1219,92294,,,,,0.0003,1.07,18073.0
,21.3,-19.8,0.781,,4064,75,1220,92321,,,,,0.0003,1.08,18080.0
,22.1,-19.8,0.78,,4068,75,1221,92436,,,,,0.0003,0.643,18108.0
,22.3,-20.1,0.78,,4072,75,1222,92510,,,,,0.0003,0.809,18127.0
,23.0,-20.4,0.78,,4076,75,1224,92631,,,,,0.0003,1.41,18157.0
,23.1,-21.6,0.78,,4080,75,1225,92687,,,,,0.0003,1.0,18171.0
,24.6,-23.1,0.779,,4084,75,1227,92943,,,,,0.0003,1.06,18235.0
,24.3,-23.1,0.779,,4088,75,1228,92967,,,,,0.0003,0.697,18241.0
,25.8,-24.4,0.779,,4092,75,1229,93199,,,,,0.0003,0.521,18299.0
,26.3,-24.4,0.778,,4096,75,1230,93276,,,,,0.0003,1.78,18318.0
,27.4,-25.6,0.778,,4100,75,1232,93528,,,,,0.0003,0.43,18381.0
,27.4,-25.6,0.778,,4104,75,1233,93607,,,,,0.0003,1.13,18401.0
,27.6,-25.6,0.777,,4108,75,1235,93697,,,,,0.0003,1.24,18424.0
,27.7,-25.0,0.777,,4112,75,1236,93776,,,,,0.0003,0.825,18443.0
,27.3,-25.6,0.777,,4116,75,1237,93869,,,,,0.0003,2.26,18467.0
,27.1,-26.8,0.777,,4120,75,1238,94001,,,,,0.0003,0.622,18500.0
,26.3,-25.3,0.777,,4124,75,1239,94042,,,,,0.0003,1.27,18510.0
,26.6,-25.3,0.776,,4128,75,1241,94118,,,,,0.0003,0.656,18529.0
,25.7,-25.3,0.776,,4132,75,1242,94196,,,,,0.0003,1.06,18548.0
,26.9,-25.0,0.776,,4136,75,1243,94357,,,,,0.0003,1.41,18589.0
,28.0,-24.1,0.776,,4140,75,1245,94526,,,,,0.0003,1.11,18631.0
,28.2,-23.2,0.775,,4144,75,1246,94670,,,,,0.0003,1.35,18667.0
,28.3,-23.2,0.775,,4148,75,1247,94757,,,,,0.0003,1.12,18689.0
,28.5,-23.2,0.775,,4152,75,1248,94859,,,,,0.0003,1.3,18714.0
,27.1,-23.8,0.775,,4156,75,1250,94929,,,,,0.0003,1.1,18732.0
,28.1,-24.1,0.774,,4160,75,1251,95101,,,,,0.0003,1.35,18775.0
,28.6,-24.1,0.774,,4164,75,1252,95177,,,,,0.0003,1.04,18794.0
,28.7,-23.8,0.774,,4168,76,1253,95303,,,,,0.0003,1.36,18825.0
,28.6,-23.5,0.773,,4172,75,1255,95371,,,,,0.0003,0.606,18842.0
,28.4,-23.2,0.773,,4176,75,1256,95467,,,,,0.0003,0.919,18866.0
,29.2,-23.2,0.773,,4180,76,1257,95607,,,,,0.0003,0.547,18901.0
,27.4,-22.9,0.773,,4184,76,1258,95685,,,,,0.0003,1.56,18921.0
,27.6,-22.9,0.773,,4188,75,1259,95727,,,,,0.0003,1.62,18931.0
,26.4,-21.4,0.772,,4192,75,1261,95840,,,,,0.0003,2.98,18959.0
,26.9,-21.7,0.772,,4196,76,1262,95971,,,,,0.0003,1.0,18992.0
,25.2,-20.8,0.772,,4200,76,1263,96046,,,,,0.0003,1.27,19011.0
,26.6,-21.4,0.771,,4204,76,1265,96265,,,,,0.0003,1.62,19066.0
,27.6,-21.4,0.771,,4208,76,1266,96456,,,,,0.0003,1.29,19113.0
,27.5,-22.0,0.771,,4212,76,1267,96527,,,,,0.0003,1.09,19131.0
,28.8,-22.0,0.77,,4216,76,1269,96745,,,,,0.0003,0.921,19186.0
,28.0,-22.3,0.77,,4220,76,1270,96804,,,,,0.0003,1.11,19200.0
,28.2,-23.8,0.77,,4224,76,1271,96863,,,,,0.0003,0.886,19215.0
,28.6,-23.8,0.77,,4228,76,1272,96980,,,,,0.0003,1.02,19244.0
,28.9,-23.8,0.769,,4232,76,1274,97090,,,,,0.0003,0.623,19272.0
,28.0,-24.4,0.769,,4236,76,1275,97160,,,,,0.0003,1.48,19289.0
,27.5,-25.0,0.769,,4240,76,1276,97274,,,,,0.0003,1.83,19318.0
,26.7,-25.6,0.769,,4244,76,1277,97337,,,,,0.0003,0.901,19334.0
,26.6,-25.6,0.769,,4248,76,1278,97414,,,,,0.0003,1.01,19353.0
,26.1,-25.6,0.768,,4252,76,1280,97474,,,,,0.0003,0.64,19368.0
,26.2,-24.1,0.768,,4256,76,1281,97552,,,,,0.0003,1.5,19387.0
,25.9,-24.1,0.768,,4260,76,1282,97694,,,,,0.0003,0.844,19423.0
,26.5,-23.8,0.768,,4264,76,1283,97827,,,,,0.0003,1.06,19456.0
,26.1,-24.1,0.767,,4268,76,1285,97911,,,,,0.0003,1.31,19477.0
,25.9,-24.1,0.767,,4272,76,1286,97957,,,,,0.0003,0.608,19489.0
,26.2,-23.5,0.767,,4276,76,1287,98089,,,,,0.0003,1.31,19522.0
,26.2,-23.5,0.767,,4280,76,1288,98230,,,,,0.0003,1.86,19557.0
,26.0,-23.5,0.767,,4284,76,1290,98283,,,,,0.0003,1.4,19570.0
,26.3,-23.5,0.766,,4288,76,1291,98356,,,,,0.0003,1.39,19588.0
,26.3,-24.1,0.766,,4292,76,1292,98468,,,,,0.0003,2.09,19616.0
,25.7,-23.8,0.766,,4296,76,1293,98543,,,,,0.0003,0.38,19635.0
,25.5,-23.8,0.766,,4300,76,1294,98593,,,,,0.0003,1.55,19648.0
,25.6,-23.2,0.765,,4304,76,1296,98820,,,,,0.0003,0.596,19704.0
,24.7,-23.1,0.765,,4308,76,1297,98923,,,,,0.0003,1.23,19730.0
,24.9,-23.1,0.765,,4312,76,1298,99016,,,,,0.0003,2.29,19753.0
,24.2,-23.1,0.764,,4316,76,1300,99169,,,,,0.0003,0.803,19792.0
,26.1,-23.2,0.764,,4320,76,1301,99415,,,,,0.0003,0.696,19853.0
,25.9,-23.2,0.764,,4324,76,1302,99455,,,,,0.0003,0.308,19863.0
,25.7,-23.2,0.764,,4328,76,1304,99546,,,,,0.0003,0.754,19886.0
,25.2,-23.2,0.763,,4332,76,1305,99612,,,,,0.0003,1.03,19902.0
,25.4,-22.9,0.763,,4336,76,1306,99702,,,,,0.0003,0.909,19925.0
,25.1,-22.9,0.763,,4340,76,1307,99786,,,,,0.0003,1.37,19946.0
,25.9,-20.8,0.763,,4344,76,1309,99927,0.0,0.0,0.0,,0.0003,1.15,19981.0
,26.2,-20.8,0.762,,4348,76,1310,100030,,,,,0.0003,1.32,20007.0
,26.8,-20.8,0.762,,4352,76,1311,100154,,,,,0.0003,1.3,20038.0
,28.2,-22.3,0.762,,4356,76,1313,100371,,,,,0.0003,0.757,20092.0
,28.0,-22.3,0.761,,4360,76,1314,100498,,,,,0.0003,0.876,20124.0
,27.2,-21.1,0.761,,4364,76,1315,100545,,,,,0.0003,1.66,20136.0
,26.8,-21.1,0.761,,4368,76,1316,100590,,,,,0.0003,1.27,20147.0
,27.1,-21.4,0.761,,4372,76,1317,100669,,,,,0.0003,1.31,20167.0
,26.4,-22.0,0.761,,4376,76,1318,100727,,,,,0.0003,1.29,20181.0
,25.7,-22.3,0.761,,4380,76,1320,100796,,,,,0.0003,0.573,20198.0
,26.6,-22.3,0.76,,4384,76,1321,100943,,,,,0.0003,1.11,20235.0
,26.5,-21.4,0.76,,4388,76,1322,101006,,,,,0.0003,0.457,20251.0
,26.3,-21.1,0.76,,4392,76,1323,101098,,,,,0.0003,1.16,20274.0
,26.4,-21.1,0.76,,4396,76,1324,101178,,,,,0.0003,1.95,20294.0
,26.5,-21.1,0.76,,4400,76,1326,101240,,,,,0.0003,1.53,20309.0
,25.1,-21.1,0.759,,4404,76,1327,101333,,,,,0.0003,1.5,20333.0
,25.2,-21.1,0.759,,4408,76,1328,101446,,,,,0.0003,1.3,20361.0
,26.5,-20.2,0.759,,4412,76,1330,101663,,,,,0.0003,1.12,20415.0
,25.5,-20.2,0.758,,4416,76,1331,101716,,,,,0.0003,0.921,20428.0
,24.7,-19.2,0.758,,4420,76,1332,101884,,,,,0.0003,1.71,20470.0
,24.9,-19.2,0.758,,4424,76,1333,101945,,,,,0.0003,0.827,20486.0
,24.9,-19.5,0.758,,4428,76,1335,102039,,,,,0.0003,1.12,20509.0
,25.1,-19.6,0.757,,4432,76,1336,102117,,,,,0.0003,0.437,20529.0
,24.8,-19.2,0.757,,4436,76,1337,102179,,,,,0.0003,0.645,20544.0
,24.9,-19.5,0.757,,4440,76,1338,102276,,,,,0.0003,0.673,20568.0
,24.4,-22.2,0.757,,4444,76,1340,102366,,,,,0.0003,1.07,20591.0
,23.7,-22.2,0.757,,4448,76,1341,102402,,,,,0.0003,0.998,20600.0
,23.7,-22.8,0.757,,4452,76,1342,102521,,,,,0.0003,1.08,20630.0
,22.9,-21.6,0.756,,4456,76,1343,102664,,,,,0.0003,1.55,20665.0
,22.3,-21.6,0.756,,4460,76,1345,102732,,,,,0.0003,0.643,20682.0
,23.1,-23.1,0.756,,4464,76,1346,102852,,,,,0.0003,1.11,20712.0
,24.0,-23.1,0.755,,4468,76,1347,102994,,,,,0.0003,1.03,20748.0
,24.6,-22.8,0.755,,4472,76,1349,103134,,,,,0.0003,1.3,20783.0
,25.5,-22.6,0.755,,4476,76,1350,103280,,,,,0.0003,1.52,20819.0
,26.8,-22.6,0.754,,4480,76,1352,103480,,,,,0.0003,0.797,20869.0
,26.0,-22.6,0.754,,4484,76,1353,103546,,,,,0.0003,1.41,20886.0
,26.9,-20.8,0.754,,4488,76,1354,103692,,,,,0.0003,1.5,20922.0
,26.6,-21.4,0.754,,4492,76,1355,103758,,,,,0.0003,0.387,20939.0
,26.7,-20.2,0.753,,4496,76,1356,103844,,,,,0.0003,1.61,20960.0
,26.6,-20.2,0.753,,4500,76,1357,103901,,,,,0.0003,1.06,20975.0
,27.0,-20.5,0.753,,4504,76,1359,104034,,,,,0.0003,0.433,21008.0
,26.7,-20.5,0.753,,4508,76,1360,104115,,,,,0.0003,2.41,21028.0
,25.1,-21.4,0.753,,4512,76,1361,104169,,,,,0.0003,1.33,21042.0
,24.7,-21.3,0.753,,4516,76,1362,104183,,,,,0.0003,1.08,21045.0
,24.1,-22.2,0.752,,4520,76,1363,104290,,,,,0.0003,1.48,21072.0
,24.0,-22.2,0.752,,4524,76,1364,104343,,,,,0.0003,1.09,21085.0
,25.6,-22.9,0.752,,4528,76,1366,104595,,,,,0.0003,0.916,21148.0
,26.6,-23.2,0.751,,4532,76,1368,104777,,,,,0.0003,1.9,21194.0
,27.2,-23.5,0.751,,4536,76,1369,104898,,,,,0.0003,0.751,21224.0
,28.4,-21.4,0.75,,4540,76,1371,105117,,,,,0.0003,1.04,21279.0
,28.4,-21.1,0.75,,4544,76,1372,105204,,,,,0.0003,0.892,21300.0
,29.0,-21.1,0.75,,4548,76,1373,105298,,,,,0.0003,2.84,21324.0
,29.4,-20.2,0.75,,4552,76,1375,105466,,,,,0.0003,1.1,21366.0
,28.8,-20.8,0.749,,4556,76,1376,105540,,,,,0.0003,0.704,21384.0
,28.9,-19.6,0.749,,4560,76,1377,105627,,,,,0.0003,1.09,21406.0
,28.9,-19.9,0.749,,4564,76,1379,105739,,,,,0.0003,2.29,21434.0
,29.6,-20.2,0.748,,4568,76,1380,105951,,,,,0.0003,0.789,21487.0
,28.8,-20.2,0.748,,4572,76,1381,106016,,,,,0.0003,1.11,21503.0
,28.0,-20.8,0.748,,4576,76,1383,106084,,,,,0.0003,0.457,21520.0
,28.1,-21.1,0.748,,4580,76,1384,106295,,,,,0.0003,1.43,21573.0
,28.4,-19.6,0.747,,4584,76,1385,106381,,,,,0.0003,0.876,21595.0
,29.0,-22.6,0.747,,4588,76,1387,106595,,,,,0.0003,0.14,21648.0
,29.2,-22.0,0.747,,4592,76,1388,106682,,,,,0.0003,1.76,21670.0
,29.0,-23.2,0.746,,4596,76,1389,106747,,,,,0.0003,0.646,21686.0
,29.1,-23.2,0.746,,4600,76,1390,106807,,,,,0.0003,2.04,21701.0
,28.4,-22.9,0.746,,4604,76,1392,106874,,,,,0.0003,0.26,21718.0
,28.1,-22.9,0.746,,4608,76,1393,106927,,,,,0.0003,0.671,21731.0
,28.4,-22.9,0.746,,4612,76,1394,107010,,,,,0.0003,0.475,21752.0
,29.1,-22.9,0.746,,4616,76,1395,107089,,,,,0.0003,0.439,21772.0
,30.4,-23.2,0.745,,4620,76,1397,107326,,,,,0.0003,1.5,21831.0
,31.1,-23.2,0.745,,4624,76,1398,107456,,,,,0.0003,0.946,21863.0
,29.0,-22.3,0.745,,4628,76,1399,107492,,,,,0.0003,1.66,21872.0
,29.0,-22.3,0.744,,4632,76,1401,107680,,,,,0.0003,1.32,21919.0
,28.4,-22.3,0.744,,4636,76,1402,107733,,,,,0.0003,1.59,21933.0
,26.9,-22.6,0.744,,4640,76,1403,107802,,,,,0.0003,0.657,21950.0
,26.6,-22.6,0.744,,4644,76,1404,107859,,,,,0.0003,0.666,21964.0
,27.5,-23.5,0.743,,4648,76,1406,108045,,,,,0.0003,0.851,22011.0
,26.4,-23.8,0.743,,4652,76,1407,108106,,,,,0.0003,0.449,22026.0
,26.6,-24.1,0.743,,4656,76,1408,108198,,,,,0.0003,0.455,22049.0
,27.5,-25.3,0.743,,4660,76,1409,108381,,,,,0.0003,1.83,22095.0
,27.6,-25.0,0.742,,4664,76,1411,108495,,,,,0.0003,0.585,22123.0
,26.6,-24.7,0.742,,4668,76,1412,108613,,,,,0.0003,0.485,22153.0
,26.7,-24.7,0.742,,4672,76,1413,108682,,,,,0.0003,1.14,22170.0
,27.4,-24.4,0.742,,4676,76,1414,108827,,,,,0.0003,0.483,22206.0
,25.7,-24.1,0.741,,4680,76,1415,108861,,,,,0.0003,0.582,22215.0
,25.4,-25.6,0.741,,4684,76,1417,108921,,,,,0.0003,1.83,22230.0
,24.1,-25.2,0.741,,4688,76,1418,109010,,,,,0.0003,0.776,22252.0
,24.0,-25.2,0.741,,4692,76,1419,109080,,,,,0.0003,0.723,22269.0
,24.4,-25.5,0.741,,4696,76,1420,109187,,,,,0.0003,1.32,22296.0
,26.1,-25.6,0.74,,4700,76,1422,109413,,,,,0.0003,2.35,22353.0
,25.5,-25.6,0.74,,4704,76,1423,109425,,,,,0.0003,0.607,22356.0
,25.5,-25.6,0.74,,4708,76,1424,109473,,,,,0.0003,3.7,22368.0
,24.8,-25.5,0.74,,4712,76,1425,109492,,,,,0.0003,1.06,22372.0
,24.9,-25.5,0.74,,4716,76,1426,109579,,,,,0.0003,1.33,22394.0
,24.5,-25.5,0.739,,4720,76,1427,109774,,,,,0.0003,0.629,22443.0
,24.6,-25.8,0.739,,4724,76,1429,109911,0.0,0.0,1.0,,0.0003,0.82,22477.0
,25.1,-26.2,0.739,,4728,76,1430,110006,,,,,0.0003,0.894,22501.0
,25.1,-26.2,0.738,,4732,76,1431,110186,,,,,0.0003,1.13,22546.0
,25.0,-26.1,0.738,,4736,76,1432,110229,,,,,0.0003,1.1,22557.0
,24.7,-27.6,0.738,,4740,76,1434,110275,,,,,0.0003,1.33,22568.0
,25.5,-27.7,0.738,,4744,76,1435,110408,,,,,0.0003,1.0,22601.0
,23.9,-26.7,0.738,,4748,76,1436,110433,,,,,0.0003,2.14,22608.0
,24.3,-26.7,0.737,,4752,76,1437,110535,,,,,0.0003,0.862,22633.0
,24.0,-25.5,0.737,,4756,76,1438,110594,,,,,0.0003,0.844,22648.0
,24.1,-25.8,0.737,,4760,76,1440,110787,,,,,0.0003,1.13,22696.0
